,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,298511364.0,297993838.0,297993838.0,297993838.0
Share Issued,298511364.0,297993838.0,297993838.0,297993838.0
Net Debt,,13834000.0,,
Total Debt,37892000.0,38257000.0,34276000.0,24882000.0
Tangible Book Value,257142000.0,-193686000.0,-174377000.0,-129039000.0
Invested Capital,292010000.0,-158560000.0,-143717000.0,-109498000.0
Working Capital,270182000.0,31237000.0,46492000.0,84983000.0
Net Tangible Assets,257142000.0,19316000.0,38625000.0,83963000.0
Capital Lease Obligations,7859000.0,8259000.0,8397000.0,8873000.0
Common Stock Equity,261977000.0,-188558000.0,-169596000.0,-125507000.0
Preferred Stock Equity,,213002000.0,213002000.0,213002000.0
Total Capitalization,292010000.0,54442000.0,69285000.0,103504000.0
Total Equity Gross Minority Interest,261977000.0,24444000.0,43406000.0,87495000.0
Stockholders Equity,261977000.0,24444000.0,43406000.0,87495000.0
Gains Losses Not Affecting Retained Earnings,-208000.0,9000.0,-2506000.0,-3207000.0
Other Equity Adjustments,-208000.0,9000.0,-2506000.0,-3207000.0
Retained Earnings,-228314000.0,-206303000.0,-183279000.0,-135636000.0
Additional Paid In Capital,12325000.0,10151000.0,8666000.0,5937000.0
Capital Stock,478174000.0,220587000.0,220525000.0,220401000.0
Common Stock,478174000.0,7585000.0,7523000.0,7399000.0
Preferred Stock,0.0,213002000.0,213002000.0,213002000.0
Total Liabilities Net Minority Interest,57063000.0,46160000.0,43939000.0,29270000.0
Total Non Current Liabilities Net Minority Interest,36828000.0,37183000.0,33226000.0,23886000.0
Long Term Debt And Capital Lease Obligation,36828000.0,37183000.0,33226000.0,23886000.0
Long Term Capital Lease Obligation,6795000.0,7185000.0,7347000.0,7877000.0
Long Term Debt,30033000.0,29998000.0,25879000.0,16009000.0
Current Liabilities,20235000.0,8977000.0,10713000.0,5384000.0
Other Current Liabilities,7164000.0,1874000.0,1055000.0,258000.0
Current Deferred Liabilities,5826000.0,1036000.0,1505000.0,309000.0
Current Deferred Revenue,5826000.0,1036000.0,1505000.0,309000.0
Current Debt And Capital Lease Obligation,1064000.0,1074000.0,1050000.0,996000.0
Current Capital Lease Obligation,1064000.0,1074000.0,1050000.0,996000.0
Payables And Accrued Expenses,6181000.0,4993000.0,7103000.0,3821000.0
Current Accrued Expenses,3278000.0,2191000.0,4348000.0,2169000.0
Payables,2903000.0,2802000.0,2755000.0,1652000.0
Accounts Payable,2903000.0,2802000.0,2755000.0,1652000.0
Total Assets,319040000.0,70604000.0,87345000.0,116765000.0
Total Non Current Assets,28623000.0,30390000.0,30140000.0,26398000.0
Goodwill And Other Intangible Assets,4835000.0,5128000.0,4781000.0,3532000.0
Other Intangible Assets,4835000.0,5128000.0,4781000.0,3532000.0
Net PPE,23788000.0,25262000.0,25359000.0,22866000.0
Accumulated Depreciation,-14196000.0,-13285000.0,-12189000.0,-8753000.0
Gross PPE,37984000.0,38547000.0,37548000.0,31619000.0
Leases,3576000.0,3637000.0,3568000.0,2870000.0
Other Properties,16172000.0,16553000.0,16626000.0,16095000.0
Machinery Furniture Equipment,18236000.0,18357000.0,17354000.0,12654000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,290417000.0,40214000.0,57205000.0,90367000.0
Other Current Assets,3309000.0,2400000.0,3707000.0,1571000.0
Prepaid Assets,4864000.0,3829000.0,6666000.0,6720000.0
Inventory,6106000.0,8344000.0,9079000.0,3198000.0
Raw Materials,6106000.0,8344000.0,9079000.0,3198000.0
Receivables,3673000.0,9477000.0,1647000.0,1259000.0
Other Receivables,1913000.0,6596000.0,734000.0,644000.0
Duefrom Related Parties Current,0.0,1818000.0,,0.0
Taxes Receivable,1658000.0,963000.0,161000.0,8000.0
Accounts Receivable,102000.0,100000.0,752000.0,607000.0
Allowance For Doubtful Accounts Receivable,,,,0.0
Gross Accounts Receivable,,,1647000.0,1259000.0
Cash Cash Equivalents And Short Term Investments,272465000.0,16164000.0,36106000.0,77619000.0
Cash And Cash Equivalents,272465000.0,16164000.0,36106000.0,77619000.0
