,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,19922402.0,19922402.0,19922380.0,19922380.0
Share Issued,19922402.0,19922402.0,19922380.0,19922380.0
Total Debt,158779.0,162610.0,2152902.0,0.0
Tangible Book Value,-540508.0,3101182.0,5371442.0,2179084.0
Invested Capital,-540231.0,3101659.0,17081464.0,2180594.0
Working Capital,-1090289.0,2515772.0,4738908.0,2179084.0
Net Tangible Assets,-540508.0,3101182.0,5371442.0,2179084.0
Capital Lease Obligations,158779.0,162610.0,510425.0,0.0
Common Stock Equity,-540231.0,3101659.0,15438987.0,2180594.0
Total Capitalization,-540231.0,3101659.0,15438987.0,2180594.0
Total Equity Gross Minority Interest,-540231.0,3101659.0,15438987.0,2180594.0
Stockholders Equity,-540231.0,3101659.0,15438987.0,2180594.0
Gains Losses Not Affecting Retained Earnings,-16211.0,-2884.0,15026371.0,-16652.0
Other Equity Adjustments,-16211.0,-2884.0,15026371.0,-16652.0
Retained Earnings,-35592214.0,-31963651.0,-128989459.0,-372320.0
Capital Stock,35068194.0,35068194.0,129402075.0,2569566.0
Common Stock,35068194.0,35068194.0,129402075.0,2569566.0
Total Liabilities Net Minority Interest,8456389.0,10303685.0,4769252.0,17435318.0
Total Non Current Liabilities Net Minority Interest,100.0,100.0,129247.0,0.0
Derivative Product Liabilities,100.0,100.0,,0.0
Long Term Debt And Capital Lease Obligation,,,129247.0,
Long Term Capital Lease Obligation,,,129247.0,
Current Liabilities,8456289.0,10303585.0,4640005.0,17435318.0
Other Current Liabilities,-9.0,,100.0,
Current Deferred Liabilities,,0.0,,10152.0
Current Deferred Revenue,,0.0,,10152.0
Current Debt And Capital Lease Obligation,158779.0,162610.0,2023655.0,
Current Capital Lease Obligation,158779.0,162610.0,381178.0,0.0
Current Debt,,,1642477.0,
Line Of Credit,,,1642477.0,
Payables And Accrued Expenses,8297510.0,10140975.0,2616250.0,17425166.0
Payables,8297510.0,10140975.0,2616250.0,17425166.0
Other Payable,2071551.0,1866880.0,,2359966.0
Total Tax Payable,23291.0,22929.0,,21269.0
Accounts Payable,6202668.0,8251166.0,2616250.0,15043931.0
Total Assets,7916158.0,13405344.0,20208239.0,19615912.0
Total Non Current Assets,550158.0,585987.0,10829326.0,1510.0
Non Current Accounts Receivable,,,170414.0,
Investments And Advances,294429.0,294429.0,,0.0
Goodwill And Other Intangible Assets,277.0,477.0,10067545.0,1510.0
Other Intangible Assets,277.0,477.0,,1510.0
Net PPE,255452.0,291081.0,591367.0,0.0
Accumulated Depreciation,-213439.0,-177810.0,,0.0
Gross PPE,468891.0,468891.0,591367.0,0.0
Other Properties,,,591367.0,
Buildings And Improvements,468891.0,468891.0,,0.0
Properties,0.0,0.0,,0.0
Current Assets,7366000.0,12819357.0,9378913.0,19614402.0
Other Current Assets,-200000.0,,,
Prepaid Assets,27713.0,1326916.0,600138.0,889172.0
Inventory,,,2523487.0,
Receivables,4831019.0,9561267.0,2744789.0,13165954.0
Other Receivables,3436956.0,3871729.0,,4045411.0
Accounts Receivable,1394063.0,5689538.0,2744789.0,9120543.0
Allowance For Doubtful Accounts Receivable,-234711.0,-208127.0,,-491245.0
Gross Accounts Receivable,1628774.0,5897665.0,,9611788.0
Cash Cash Equivalents And Short Term Investments,2507268.0,1931174.0,3510499.0,5559276.0
Cash And Cash Equivalents,2507268.0,1931174.0,3510499.0,5559276.0
Cash Financial,2507268.0,1931174.0,3510499.0,5559276.0
