,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,814470.0,814500.0,814730.0
Share Issued,814470.0,814500.0,814730.0
Net Debt,9101000.0,8061000.0,4553000.0
Total Debt,11560000.0,10554000.0,10000000.0
Tangible Book Value,97886000.0,94980000.0,95983000.0
Invested Capital,109451000.0,105540000.0,105990000.0
Working Capital,77820000.0,77728000.0,71830000.0
Net Tangible Assets,97886000.0,94980000.0,95983000.0
Common Stock Equity,97891000.0,94986000.0,95990000.0
Total Capitalization,109451000.0,105540000.0,105990000.0
Total Equity Gross Minority Interest,97891000.0,94986000.0,95990000.0
Stockholders Equity,97891000.0,94986000.0,95990000.0
Retained Earnings,66541000.0,63636000.0,64637000.0
Capital Stock,9774000.0,9774000.0,9777000.0
Common Stock,9774000.0,9774000.0,9777000.0
Total Liabilities Net Minority Interest,13306000.0,14671000.0,10842000.0
Total Non Current Liabilities Net Minority Interest,11566000.0,10556000.0,10003000.0
Other Non Current Liabilities,6000.0,2000.0,3000.0
Long Term Debt And Capital Lease Obligation,11560000.0,10554000.0,10000000.0
Long Term Debt,11560000.0,10554000.0,10000000.0
Current Liabilities,1740000.0,4115000.0,839000.0
Other Current Liabilities,699000.0,918000.0,495000.0
Payables,732000.0,1321000.0,136000.0
Total Tax Payable,668000.0,,88000.0
Accounts Payable,64000.0,1321000.0,48000.0
Total Assets,111197000.0,109657000.0,106832000.0
Total Non Current Assets,31635000.0,27814000.0,34162000.0
Long Term Equity Investment,24913000.0,21628000.0,29995000.0
Investmentsin Joint Venturesat Cost,20594000.0,17456000.0,26129000.0
Investments In Other Ventures Under Equity Method,4319000.0,4172000.0,3866000.0
Goodwill And Other Intangible Assets,5000.0,6000.0,7000.0
Other Intangible Assets,5000.0,6000.0,7000.0
Net PPE,49000.0,69000.0,90000.0
Accumulated Depreciation,-207000.0,,-166000.0
Gross PPE,256000.0,69000.0,256000.0
Other Properties,18000.0,18000.0,18000.0
Machinery Furniture Equipment,238000.0,51000.0,238000.0
Current Assets,79560000.0,81843000.0,72669000.0
Prepaid Assets,55000.0,,39000.0
Inventory,72893000.0,75727000.0,59157000.0
Other Receivables,4061000.0,3553000.0,7937000.0
Taxes Receivable,48000.0,,35000.0
Accounts Receivable,44000.0,70000.0,54000.0
Cash Cash Equivalents And Short Term Investments,2459000.0,2493000.0,5447000.0
Cash And Cash Equivalents,2459000.0,2493000.0,5447000.0
