,2025-12-31,2024-12-31
Ordinary Shares Number,494488908.0,494488908.0
Share Issued,494488908.0,494488908.0
Tangible Book Value,1219383.0,6715352.0
Net Tangible Assets,1219383.0,6715352.0
Common Stock Equity,1219383.0,6715352.0
Total Capitalization,1219383.0,6715352.0
Total Equity Gross Minority Interest,1219383.0,6715352.0
Stockholders Equity,1219383.0,6715352.0
Total Liabilities Net Minority Interest,1794003.0,763839.0
Total Assets,3013386.0,7479191.0
Total Non Current Assets,656170.0,892741.0
Other Non Current Assets,656170.0,892741.0
Current Assets,2357216.0,6586450.0
