,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,133390572.0,133390572.0,133390572.0,133390572.0,133390572.0
Share Issued,133390572.0,133390572.0,133390572.0,133390572.0,133390572.0
Total Debt,176099989.32,119340013.5,80126433.0,10000008.25,10010008.25
Tangible Book Value,1442368452.83,1415692834.54,1410176018.59,1372175854.02,1336875756.24
Invested Capital,1713022855.61,1630266686.07,1543595008.75,1435651987.51,1400722874.15
Working Capital,584632228.53,555841312.29,654211908.37,745098609.6,677912806.83
Net Tangible Assets,1442368452.83,1415692834.54,1410176018.59,1372175854.02,1336875756.24
Capital Lease Obligations,7198680.72,6465269.19,,,
Common Stock Equity,1546874105.06,1520097935.52,1463468575.75,1425651979.26,1390712865.9
Total Capitalization,1546894105.06,1520127935.52,1463468575.75,1425651979.26,1390712865.9
Total Equity Gross Minority Interest,1622648265.73,1595477307.18,1479468623.47,1441653070.66,1406716741.03
Minority Interest,75774160.67,75379371.66,16000047.72,16001091.4,16003875.13
Stockholders Equity,1546874105.06,1520097935.52,1463468575.75,1425651979.26,1390712865.9
Retained Earnings,714866473.82,688090304.28,635010252.98,597193656.49,562254543.13
Additional Paid In Capital,,610751920.58,610751920.58,,641534359.58
Capital Stock,133390572.0,133390572.0,133390572.0,102608133.0,102608133.0
Common Stock,133390572.0,133390572.0,133390572.0,102608133.0,102608133.0
Total Liabilities Net Minority Interest,585645328.06,542845504.3,444486846.3,426650600.14,431173993.4
Total Non Current Liabilities Net Minority Interest,26954885.12,17126594.82,3817632.49,4221480.78,4188212.74
Other Non Current Liabilities,2444351.68,2970667.53,2733856.89,2756023.94,2775000.53
Tradeand Other Payables Non Current,248552.9,,,,
Non Current Deferred Revenue,15501455.37,6737064.73,392865.28,431718.34,470571.4
Non Current Deferred Taxes Liabilities,1541844.45,923593.37,690910.32,1033738.5,942640.81
Long Term Debt And Capital Lease Obligation,7218680.72,6495269.19,,,
Long Term Capital Lease Obligation,7198680.72,6465269.19,,,
Long Term Debt,20000.0,30000.0,,,
Current Liabilities,558690442.94,525718909.48,440669213.81,422429119.36,426985780.66
Other Current Liabilities,6792548.55,5859258.61,1467355.23,1351698.2,1165141.38
Current Debt And Capital Lease Obligation,168881308.6,112844744.31,80126433.0,10000008.25,10010008.25
Current Debt,166128750.55,110138750.55,80126433.0,10000008.25,10010008.25
Payables,365121468.77,394348793.66,337628882.52,390272242.21,402826807.73
Other Payable,18105275.69,28569628.94,21613606.06,15980518.09,22431390.08
Total Tax Payable,10690669.25,10257071.92,17589496.7,6288607.17,11243952.77
Accounts Payable,336325523.83,355522092.8,298425779.76,368003116.95,369151464.88
Total Assets,2208293593.79,2138322811.48,1923955469.77,1868303670.8,1837890734.43
Total Non Current Assets,1064970922.32,1056762589.71,829074347.59,700775941.84,732992146.94
Other Non Current Assets,30090529.5,27711754.29,154189127.55,35960708.08,43158872.67
Non Current Deferred Assets,6012930.16,4940712.74,5321992.04,5839715.23,6199788.56
Non Current Deferred Taxes Assets,16810824.45,15002863.08,9949317.98,9897797.81,9725354.26
Investmentin Financial Assets,60794654.26,61936081.96,77973718.22,76212263.53,76212263.53
Available For Sale Securities,60794654.26,61936081.96,77973718.22,76212263.53,76212263.53
Long Term Equity Investment,207793481.8,206965278.81,15392367.72,15410696.02,15410696.02
Goodwill And Other Intangible Assets,104505652.23,104405100.98,53292557.16,53476125.24,53837109.66
Other Intangible Assets,59294753.48,59194202.23,53292557.16,53476125.24,53837109.66
Goodwill,45210898.75,45210898.75,,,
Net PPE,638962849.92,635800797.85,512955266.92,503978635.93,528448062.24
Accumulated Depreciation,,-258812177.35,-225975566.63,,-224390969.19
Gross PPE,638962849.92,894612975.2,738930833.55,503978635.93,752839031.43
Construction In Progress,172646030.08,163387803.92,94566827.98,86026456.22,110210346.1
Other Properties,466316819.84,19601590.15,9547257.52,417952179.71,8580245.84
Machinery Furniture Equipment,,461177505.3,384723152.03,,384672557.26
Properties,,250446075.83,250093596.02,,249375882.23
Current Assets,1143322671.47,1081560221.77,1094881122.18,1167527728.96,1104898587.49
Other Current Assets,54651840.76,51143131.65,20854596.94,20735755.62,22692530.77
Prepaid Assets,16828107.12,15658946.88,16734206.16,14598841.32,18400068.04
Inventory,317798882.45,300815906.43,272899534.56,317729556.2,273207659.43
Inventories Adjustments Allowances,,0.0,0.0,,0.0
Finished Goods,,109641982.3,75680149.23,,92964700.88
Work In Process,,86985923.02,102692143.36,,87526411.24
Raw Materials,,104188001.11,94527241.97,,92716547.31
Other Receivables,108587866.89,73976787.89,23720272.18,49071507.57,13169956.02
Accounts Receivable,199997787.16,262787422.08,251724910.82,143685774.68,173160047.41
Allowance For Doubtful Accounts Receivable,,,,,-15078358.53
Gross Accounts Receivable,,,,,188238405.94
Cash Cash Equivalents And Short Term Investments,445458187.09,377178026.84,508947601.52,621706293.57,604268325.82
Other Short Term Investments,100640781.5,40407630.31,152304220.44,362920198.75,321633643.34
Cash And Cash Equivalents,344817405.59,336770396.53,356643381.08,258786094.82,282634682.48
Cash Equivalents,,36012345.18,103651651.12,,110718821.43
Cash Financial,,300758051.35,252991729.96,,171915861.05
