,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,7833643.0,7879828.0,7889571.0,7876853.0,7903489.0
Share Issued,7833643.0,7879828.0,7889571.0,7876853.0,7903489.0
Total Debt,22937000.0,23015000.0,23077000.0,21350000.0,21426000.0
Tangible Book Value,255114000.0,252363000.0,246397000.0,240306000.0,235981000.0
Invested Capital,291089000.0,288409000.0,282614000.0,276664000.0,272524000.0
Net Tangible Assets,255114000.0,252363000.0,246397000.0,240306000.0,235981000.0
Capital Lease Obligations,2937000.0,3015000.0,3077000.0,1350000.0,1426000.0
Common Stock Equity,271089000.0,268409000.0,262614000.0,256664000.0,252524000.0
Total Capitalization,291089000.0,288409000.0,282614000.0,276664000.0,272524000.0
Total Equity Gross Minority Interest,271089000.0,268409000.0,262614000.0,256664000.0,252524000.0
Stockholders Equity,271089000.0,268409000.0,262614000.0,256664000.0,252524000.0
Gains Losses Not Affecting Retained Earnings,-350000.0,-233000.0,-298000.0,-775000.0,-670000.0
Other Equity Adjustments,-350000.0,-233000.0,-298000.0,-775000.0,-670000.0
Retained Earnings,247457000.0,242617000.0,236607000.0,230213000.0,225166000.0
Capital Stock,23982000.0,26025000.0,26305000.0,27226000.0,28028000.0
Common Stock,23982000.0,26025000.0,26305000.0,27226000.0,28028000.0
Preferred Stock,0.0,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,1775297000.0,1737718000.0,1750165000.0,1700528000.0,1680206000.0
Long Term Debt And Capital Lease Obligation,22937000.0,23015000.0,23077000.0,21350000.0,21426000.0
Long Term Capital Lease Obligation,2937000.0,3015000.0,3077000.0,1350000.0,1426000.0
Long Term Debt,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0
Payables And Accrued Expenses,,,10453000.0,,
Payables,,,10453000.0,,
Other Payable,,,2531000.0,,
Accounts Payable,,,7922000.0,,
Total Assets,2046386000.0,2006127000.0,2012779000.0,1957192000.0,1932730000.0
Investments And Advances,213058000.0,212369000.0,218965000.0,231900000.0,229614000.0
Held To Maturity Securities,95943000.0,98373000.0,112709000.0,127204000.0,125806000.0
Available For Sale Securities,95731000.0,76985000.0,75012000.0,75464000.0,83765000.0
Goodwill And Other Intangible Assets,15975000.0,16046000.0,16217000.0,16358000.0,16543000.0
Other Intangible Assets,844000.0,915000.0,1086000.0,1227000.0,1412000.0
Goodwill,15131000.0,15131000.0,15131000.0,15131000.0,15131000.0
Net PPE,24692000.0,24682000.0,24633000.0,22738000.0,22760000.0
Accumulated Depreciation,,,-22513000.0,,
Gross PPE,24692000.0,24682000.0,47146000.0,22738000.0,22760000.0
Construction In Progress,,,347000.0,,
Other Properties,24692000.0,24682000.0,3065000.0,22738000.0,22760000.0
Machinery Furniture Equipment,,,12199000.0,,
Buildings And Improvements,,,26131000.0,,
Land And Improvements,,,5404000.0,,
Receivables,7397000.0,7435000.0,7393000.0,7174000.0,7127000.0
Accounts Receivable,7397000.0,7435000.0,7393000.0,7174000.0,7127000.0
Other Short Term Investments,21384000.0,37011000.0,31244000.0,29232000.0,20043000.0
Cash And Cash Equivalents,300643000.0,253334000.0,250645000.0,202089000.0,199922000.0
Cash Financial,24157000.0,23176000.0,23649000.0,32532000.0,26010000.0
Cash Cash Equivalents And Federal Funds Sold,300643000.0,253334000.0,250645000.0,202089000.0,199922000.0
