,2025-09-30,2024-12-31
Tangible Book Value,28759000.0,-1175000.0
Invested Capital,29449000.0,-587000.0
Working Capital,28731000.0,-547000.0
Net Tangible Assets,28759000.0,-1175000.0
Common Stock Equity,29449000.0,-587000.0
Total Capitalization,29449000.0,-587000.0
Total Equity Gross Minority Interest,29449000.0,-587000.0
Stockholders Equity,29449000.0,-587000.0
Retained Earnings,-7801000.0,-5743000.0
Additional Paid In Capital,37250000.0,5153000.0
Capital Stock,0.0,3000.0
Common Stock,0.0,3000.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,1827000.0,1524000.0
Total Non Current Liabilities Net Minority Interest,0.0,634000.0
Derivative Product Liabilities,0.0,525000.0
Non Current Deferred Liabilities,0.0,109000.0
Non Current Deferred Revenue,0.0,109000.0
Current Liabilities,1827000.0,890000.0
Current Deferred Liabilities,457000.0,302000.0
Current Deferred Revenue,457000.0,302000.0
Current Notes Payable,,0.0
Payables And Accrued Expenses,1370000.0,588000.0
Current Accrued Expenses,7000.0,7000.0
Payables,1363000.0,581000.0
Dueto Related Parties Current,,0.0
Accounts Payable,1363000.0,581000.0
Total Assets,31276000.0,937000.0
Total Non Current Assets,718000.0,594000.0
Goodwill And Other Intangible Assets,690000.0,588000.0
Other Intangible Assets,690000.0,588000.0
Net PPE,28000.0,6000.0
Accumulated Depreciation,-9000.0,-6000.0
Gross PPE,37000.0,12000.0
Other Properties,12000.0,
Machinery Furniture Equipment,25000.0,12000.0
Current Assets,30558000.0,343000.0
Other Current Assets,15193000.0,270000.0
Prepaid Assets,126000.0,29000.0
Receivables,197000.0,36000.0
Accounts Receivable,197000.0,36000.0
Cash Cash Equivalents And Short Term Investments,15042000.0,8000.0
Cash And Cash Equivalents,15042000.0,8000.0
