,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2024-12-31
Ordinary Shares Number,45980892.0,45804755.0,44720379.0,44720379.0,44720379.0
Share Issued,45980892.0,45804755.0,44720379.0,44720379.0,44720379.0
Total Debt,144187000.0,108895000.0,108138000.0,,
Tangible Book Value,505620000.0,479518000.0,-239513000.0,,-251883000.0
Invested Capital,595625000.0,537331000.0,-184527000.0,,
Working Capital,566976000.0,512596000.0,210931000.0,,
Net Tangible Assets,505620000.0,479518000.0,-239513000.0,,-251883000.0
Capital Lease Obligations,54182000.0,51669000.0,53152000.0,,
Common Stock Equity,505620000.0,480105000.0,-239513000.0,,
Total Capitalization,595625000.0,537331000.0,-184527000.0,,
Total Equity Gross Minority Interest,505620000.0,480105000.0,-239513000.0,,
Stockholders Equity,505620000.0,480105000.0,-239513000.0,,
Gains Losses Not Affecting Retained Earnings,-1792000.0,-1792000.0,,,0.0
Other Equity Adjustments,-1792000.0,-1792000.0,,,
Retained Earnings,-256777000.0,-274747000.0,-280724000.0,,
Additional Paid In Capital,764189000.0,756644000.0,41211000.0,,
Capital Stock,0.0,0.0,0.0,,
Common Stock,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,195107000.0,152549000.0,567034000.0,,
Total Non Current Liabilities Net Minority Interest,137945000.0,104587000.0,526249000.0,,
Other Non Current Liabilities,,,4348000.0,,
Preferred Securities Outside Stock Equity,,0.0,419409000.0,,
Non Current Deferred Liabilities,0.0,1290000.0,,,0.0
Non Current Deferred Revenue,0.0,1290000.0,,,0.0
Long Term Debt And Capital Lease Obligation,137945000.0,103297000.0,102492000.0,,
Long Term Capital Lease Obligation,47940000.0,46071000.0,47506000.0,,
Long Term Debt,90005000.0,57226000.0,54986000.0,,
Current Liabilities,57162000.0,47962000.0,40785000.0,,
Other Current Liabilities,10687000.0,9910000.0,1853000.0,,271000.0
Current Deferred Liabilities,2796000.0,2188000.0,2683000.0,,
Current Deferred Revenue,2796000.0,2188000.0,2683000.0,,
Current Debt And Capital Lease Obligation,6242000.0,5598000.0,5646000.0,,
Current Capital Lease Obligation,6242000.0,5598000.0,5646000.0,,
Pensionand Other Post Retirement Benefit Plans Current,18283000.0,12551000.0,13687000.0,,
Payables And Accrued Expenses,19154000.0,17715000.0,16916000.0,,10671000.0
Current Accrued Expenses,10297000.0,10343000.0,8949000.0,,5924000.0
Payables,8857000.0,7372000.0,7967000.0,,
Total Tax Payable,155000.0,188000.0,161000.0,,
Accounts Payable,8702000.0,7184000.0,7806000.0,,
Total Assets,700727000.0,632654000.0,327521000.0,,
Total Non Current Assets,76589000.0,72096000.0,75805000.0,,
Other Non Current Assets,4916000.0,4993000.0,9114000.0,,
Goodwill And Other Intangible Assets,,587000.0,,,227000.0
Other Intangible Assets,,587000.0,,,227000.0
Net PPE,71673000.0,66516000.0,66691000.0,,68623000.0
Accumulated Depreciation,,-23265000.0,,,-17149000.0
Gross PPE,71673000.0,89781000.0,66691000.0,,
Leases,,495000.0,,,
Construction In Progress,,2224000.0,,,
Other Properties,71673000.0,51708000.0,66691000.0,,
Machinery Furniture Equipment,,35354000.0,,,
Properties,,0.0,,,
Current Assets,624138000.0,560558000.0,251716000.0,,
Other Current Assets,6166000.0,5421000.0,4529000.0,,
Inventory,19217000.0,17545000.0,17389000.0,,
Receivables,61305000.0,41617000.0,34646000.0,,
Accounts Receivable,61305000.0,41617000.0,34646000.0,,
Cash Cash Equivalents And Short Term Investments,537450000.0,495975000.0,195152000.0,,
Cash And Cash Equivalents,537450000.0,495975000.0,195152000.0,,
