,2026-03-31
Ordinary Shares Number,44192910.0
Share Issued,44192910.0
Total Debt,1063000.0
Tangible Book Value,-198618000.0
Invested Capital,-198618000.0
Working Capital,156242000.0
Net Tangible Assets,-198618000.0
Capital Lease Obligations,1063000.0
Common Stock Equity,-198618000.0
Total Capitalization,-198618000.0
Total Equity Gross Minority Interest,-198618000.0
Stockholders Equity,-198618000.0
Gains Losses Not Affecting Retained Earnings,-439000.0
Retained Earnings,-204545000.0
Additional Paid In Capital,6366000.0
Capital Stock,0.0
Common Stock,0.0
Total Liabilities Net Minority Interest,373876000.0
Total Non Current Liabilities Net Minority Interest,360687000.0
Preferred Securities Outside Stock Equity,360168000.0
Long Term Debt And Capital Lease Obligation,519000.0
Long Term Capital Lease Obligation,519000.0
Current Liabilities,13189000.0
Current Debt And Capital Lease Obligation,544000.0
Current Capital Lease Obligation,544000.0
Pensionand Other Post Retirement Benefit Plans Current,1286000.0
Payables And Accrued Expenses,11359000.0
Current Accrued Expenses,5677000.0
Payables,5682000.0
Accounts Payable,5682000.0
Total Assets,175258000.0
Total Non Current Assets,5827000.0
Other Non Current Assets,4240000.0
Net PPE,1587000.0
Accumulated Depreciation,-796000.0
Gross PPE,2383000.0
Leases,82000.0
Other Properties,887000.0
Machinery Furniture Equipment,475000.0
Buildings And Improvements,939000.0
Properties,0.0
Current Assets,169431000.0
Prepaid Assets,4470000.0
Receivables,1430000.0
Other Receivables,1430000.0
Cash Cash Equivalents And Short Term Investments,163531000.0
Other Short Term Investments,113671000.0
Cash And Cash Equivalents,49860000.0
