,2026-03-31,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,12515336.0,9780142.0,4091853.0,2319353.0
Share Issued,12515336.0,9780142.0,4091853.0,2319353.0
Net Debt,,333822.0,,
Total Debt,126791.0,2571519.0,3093607.0,3503892.0
Tangible Book Value,3440264.0,-471824.0,-1486522.0,2980383.0
Invested Capital,4680479.0,1864513.0,4143131.0,8291552.0
Working Capital,3475868.0,-1851649.0,-2901637.0,1838464.0
Net Tangible Assets,3475868.0,-471824.0,-1486522.0,2980383.0
Capital Lease Obligations,,1348606.0,1472825.0,1210185.0
Common Stock Equity,4553688.0,641600.0,2522349.0,5997845.0
Preferred Stock Equity,35604.0,,,
Total Capitalization,4589292.0,641600.0,2522349.0,5997845.0
Total Equity Gross Minority Interest,4589292.0,641600.0,2522349.0,5997845.0
Stockholders Equity,4589292.0,641600.0,2522349.0,5997845.0
Gains Losses Not Affecting Retained Earnings,-652750.0,-617654.0,24678062.0,-548631.0
Other Equity Adjustments,-652750.0,-617654.0,24678062.0,-548631.0
Retained Earnings,-109984357.0,-104902375.0,-99322895.0,-88691657.0
Additional Paid In Capital,115050793.0,106053809.0,77125610.0,95215079.0
Capital Stock,175606.0,107820.0,41572.0,23054.0
Common Stock,140002.0,107820.0,41572.0,23054.0
Preferred Stock,35604.0,,,
Total Liabilities Net Minority Interest,3128665.0,4685796.0,7281165.0,7503679.0
Total Non Current Liabilities Net Minority Interest,0.0,992480.0,1292917.0,1321299.0
Other Non Current Liabilities,,,192711.0,376096.0
Long Term Debt And Capital Lease Obligation,,992480.0,1100206.0,945203.0
Long Term Capital Lease Obligation,,992480.0,1100206.0,945203.0
Current Liabilities,3128665.0,3693316.0,5988248.0,6182380.0
Other Current Liabilities,2286069.0,1163881.0,1657895.0,690575.0
Current Deferred Liabilities,,,,0.0
Current Deferred Revenue,,,,0.0
Current Debt And Capital Lease Obligation,126791.0,1579039.0,1993401.0,2558689.0
Current Capital Lease Obligation,,356126.0,372619.0,264982.0
Current Debt,126791.0,1222913.0,1620782.0,2293707.0
Other Current Borrowings,126791.0,266011.0,1620782.0,1270789.0
Current Notes Payable,,956902.0,,1022918.0
Payables And Accrued Expenses,715805.0,950396.0,2336952.0,2933116.0
Current Accrued Expenses,563652.0,525298.0,547684.0,1588986.0
Payables,152153.0,425098.0,1789268.0,1344130.0
Dueto Related Parties Current,0.0,13956.0,1192382.0,10399.0
Total Tax Payable,1948.0,,,
Accounts Payable,150205.0,411142.0,596886.0,1333731.0
Total Assets,7717957.0,5327396.0,9803514.0,13501524.0
Total Non Current Assets,1113424.0,3485729.0,6716903.0,5480680.0
Goodwill And Other Intangible Assets,1113424.0,1113424.0,4008871.0,3017462.0
Other Intangible Assets,1113424.0,1113424.0,,3017462.0
Net PPE,,2372305.0,2708032.0,2463218.0
Accumulated Depreciation,,-655334.0,-1716786.0,-462506.0
Gross PPE,,3027639.0,4424818.0,2925724.0
Construction In Progress,,,,0.0
Other Properties,,2675121.0,1944464.0,2487306.0
Machinery Furniture Equipment,,352518.0,647382.0,438418.0
Buildings And Improvements,,,1832972.0,1604101.0
Properties,,,0.0,0.0
Current Assets,6604533.0,1841667.0,3086611.0,8020844.0
Assets Held For Sale Current,1888410.0,,,
Prepaid Assets,265930.0,624794.0,474541.0,1198559.0
Inventory,,216888.0,503053.0,372870.0
Inventories Adjustments Allowances,,-56021.0,-45662.0,-25059.0
Finished Goods,,83622.0,187789.0,84253.0
Raw Materials,,189287.0,360926.0,313676.0
Receivables,0.0,110894.0,197948.0,213745.0
Duefrom Related Parties Current,,61030.0,124764.0,17238.0
Taxes Receivable,0.0,32516.0,33062.0,162930.0
Accounts Receivable,,17348.0,40122.0,33577.0
Allowance For Doubtful Accounts Receivable,,0.0,-15570.0,0.0
Gross Accounts Receivable,,17348.0,55692.0,33577.0
Cash Cash Equivalents And Short Term Investments,4450193.0,889091.0,1911069.0,6235670.0
Cash And Cash Equivalents,4450193.0,889091.0,1911069.0,6235670.0
Cash Financial,4450193.0,889091.0,1911069.0,6235670.0
