,2025-09-30,2025-03-31
Ordinary Shares Number,201969.0,7208.0
Share Issued,201969.0,7208.0
Total Debt,79635000.0,69304000.0
Tangible Book Value,44729000.0,-132868000.0
Invested Capital,120985000.0,-69063000.0
Working Capital,7248000.0,-172074000.0
Net Tangible Assets,44729000.0,-132868000.0
Capital Lease Obligations,3568000.0,5704000.0
Common Stock Equity,44918000.0,-132663000.0
Total Capitalization,50618000.0,-126663000.0
Total Equity Gross Minority Interest,39727000.0,-137854000.0
Minority Interest,-5191000.0,-5191000.0
Stockholders Equity,44918000.0,-132663000.0
Other Equity Interest,-160476000.0,
Gains Losses Not Affecting Retained Earnings,3569000.0,13317000.0
Other Equity Adjustments,3569000.0,13317000.0
Retained Earnings,-869561000.0,-878915000.0
Additional Paid In Capital,1070667000.0,732909000.0
Capital Stock,719000.0,26000.0
Common Stock,719000.0,26000.0
Preferred Stock,,0.0
Total Liabilities Net Minority Interest,400101000.0,343888000.0
Total Non Current Liabilities Net Minority Interest,8337000.0,10149000.0
Non Current Deferred Liabilities,1623000.0,2530000.0
Non Current Deferred Revenue,1623000.0,2530000.0
Non Current Deferred Taxes Liabilities,,0.0
Long Term Debt And Capital Lease Obligation,6714000.0,7619000.0
Long Term Capital Lease Obligation,1014000.0,1619000.0
Long Term Debt,5700000.0,6000000.0
Current Liabilities,391764000.0,333739000.0
Other Current Liabilities,1752000.0,1601000.0
Current Deferred Liabilities,51973000.0,47223000.0
Current Deferred Revenue,51973000.0,47223000.0
Current Debt And Capital Lease Obligation,72921000.0,61685000.0
Current Capital Lease Obligation,2554000.0,4085000.0
Current Debt,70367000.0,57600000.0
Line Of Credit,62367000.0,57600000.0
Current Notes Payable,8000000.0,
Payables And Accrued Expenses,265118000.0,223230000.0
Current Accrued Expenses,10957000.0,11065000.0
Payables,254161000.0,212165000.0
Other Payable,27043000.0,29384000.0
Dueto Related Parties Current,41744000.0,40787000.0
Total Tax Payable,2029000.0,3490000.0
Income Tax Payable,,0.0
Accounts Payable,183345000.0,138504000.0
Total Assets,439828000.0,206034000.0
Total Non Current Assets,40816000.0,44369000.0
Non Current Deferred Assets,526000.0,605000.0
Investments And Advances,,0.0
Long Term Equity Investment,,0.0
Goodwill And Other Intangible Assets,189000.0,205000.0
Net PPE,40101000.0,43559000.0
Accumulated Depreciation,-42968000.0,-40009000.0
Gross PPE,83069000.0,83568000.0
Other Properties,3418000.0,3960000.0
Machinery Furniture Equipment,58656000.0,58613000.0
Buildings And Improvements,20995000.0,20995000.0
Properties,0.0,0.0
Current Assets,399012000.0,161665000.0
Assets Held For Sale Current,,0.0
Restricted Cash,,0.0
Prepaid Assets,29039000.0,13712000.0
Inventory,4694000.0,6351000.0
Inventories Adjustments Allowances,-17069000.0,-20776000.0
Finished Goods,7193000.0,13712000.0
Work In Process,1777000.0,2941000.0
Raw Materials,12793000.0,10474000.0
Receivables,71989000.0,32389000.0
Receivables Adjustments Allowances,,-453717000.0
Other Receivables,20263000.0,31823000.0
Duefrom Related Parties Current,555000.0,566000.0
Accounts Receivable,51171000.0,0.0
Allowance For Doubtful Accounts Receivable,-46089000.0,-52845000.0
Gross Accounts Receivable,97260000.0,52845000.0
Cash Cash Equivalents And Short Term Investments,293290000.0,109213000.0
Cash And Cash Equivalents,293290000.0,109213000.0
