,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,36588462.0,36588462.0,36588462.0,36588462.0
Share Issued,36588462.0,36588462.0,36588462.0,36588462.0
Net Debt,842791000.0,881721000.0,837401000.0,663956000.0
Total Debt,847056000.0,888327000.0,844895000.0,675722000.0
Tangible Book Value,-365556000.0,-317143000.0,-286691000.0,-311815000.0
Invested Capital,478223000.0,566318000.0,551826000.0,356090000.0
Working Capital,-520525000.0,-445992000.0,-398121000.0,-655777000.0
Net Tangible Assets,-365556000.0,-317143000.0,-286691000.0,-311815000.0
Capital Lease Obligations,3277000.0,4866000.0,6378000.0,7817000.0
Common Stock Equity,-365556000.0,-317143000.0,-286691000.0,-311815000.0
Total Capitalization,-56338000.0,21725000.0,73023000.0,-185266000.0
Total Equity Gross Minority Interest,-365556000.0,-317143000.0,-286691000.0,-311815000.0
Stockholders Equity,-365556000.0,-317143000.0,-286691000.0,-311815000.0
Other Equity Interest,-731441000.0,-683028000.0,3838508000.0,-677700000.0
Retained Earnings,,,-1919254000.0,
Additional Paid In Capital,,,921863000.0,
Capital Stock,365885000.0,365885000.0,365885000.0,365885000.0
Common Stock,365885000.0,365885000.0,365885000.0,365885000.0
Total Liabilities Net Minority Interest,1143422000.0,1206031000.0,1142152000.0,1071670000.0
Total Non Current Liabilities Net Minority Interest,325359000.0,360119000.0,383319000.0,149280000.0
Other Non Current Liabilities,-1000.0,-1000.0,-7677016000.0,
Non Current Pension And Other Postretirement Benefit Plans,,,18739000.0,
Long Term Debt And Capital Lease Obligation,309218000.0,341320000.0,364580000.0,131415000.0
Long Term Capital Lease Obligation,0.0,2452000.0,4866000.0,4866000.0
Long Term Debt,309218000.0,338868000.0,359714000.0,126549000.0
Long Term Provisions,16142000.0,18800000.0,18739000.0,17865000.0
Current Liabilities,818063000.0,845912000.0,758833000.0,922390000.0
Other Current Liabilities,30466000.0,41019000.0,15995000.0,25125000.0
Current Debt And Capital Lease Obligation,537838000.0,547007000.0,480315000.0,544307000.0
Current Capital Lease Obligation,3277000.0,2414000.0,1512000.0,2951000.0
Current Debt,534561000.0,544593000.0,478803000.0,541356000.0
Pensionand Other Post Retirement Benefit Plans Current,,,3375000.0,
Current Provisions,4412000.0,3346000.0,3375000.0,2901000.0
Payables,245347000.0,254540000.0,249385000.0,350057000.0
Accounts Payable,245347000.0,254540000.0,249385000.0,350057000.0
Total Assets,777866000.0,888888000.0,855461000.0,759855000.0
Total Non Current Assets,480328000.0,488968000.0,494748000.0,493242000.0
Other Non Current Assets,1000.0,,29000.0,1000.0
Non Current Prepaid Assets,,,8498000.0,
Non Current Deferred Taxes Assets,,,0.0,
Investmentin Financial Assets,10540000.0,10542000.0,10502000.0,10758000.0
Available For Sale Securities,10540000.0,10542000.0,10502000.0,10758000.0
Long Term Equity Investment,,,424000.0,
Investments In Other Ventures Under Equity Method,,,424000.0,
Investmentsin Subsidiariesat Cost,,,0.0,
Investment Properties,1020000.0,1020000.0,1021000.0,1020000.0
Net PPE,468767000.0,477406000.0,483219000.0,481463000.0
Accumulated Depreciation,,,-68453000.0,
Gross PPE,468767000.0,477406000.0,551672000.0,481463000.0
Construction In Progress,0.0,0.0,1200000.0,600000.0
Other Properties,468767000.0,477406000.0,5455000.0,480863000.0
Machinery Furniture Equipment,,,161209000.0,
Buildings And Improvements,,,39775000.0,
Land And Improvements,,,344033000.0,
Properties,,,0.0,
Current Assets,297538000.0,399920000.0,360712000.0,266613000.0
Other Current Assets,178991000.0,185581000.0,1000.0,75035000.0
Prepaid Assets,,,147120000.0,
Inventory,68165000.0,93762000.0,84086000.0,87977000.0
Other Inventories,,,3037000.0,
Finished Goods,,,41492000.0,
Work In Process,,,7908000.0,
Raw Materials,,,31649000.0,
Other Receivables,552000.0,515000.0,655000.0,2166000.0
Taxes Receivable,1484000.0,1171000.0,748000.0,2200000.0
Accounts Receivable,41283000.0,111067000.0,121569000.0,95286000.0
Allowance For Doubtful Accounts Receivable,,,-234810000.0,
Gross Accounts Receivable,,,356379000.0,
Cash Cash Equivalents And Short Term Investments,7063000.0,7824000.0,7188000.0,3949000.0
Other Short Term Investments,6075000.0,6084000.0,6072000.0,
Cash And Cash Equivalents,988000.0,1740000.0,1116000.0,3949000.0
Cash Financial,,,1116000.0,
