,2025-12-31,2024-12-31
Ordinary Shares Number,50176459.0,1656458.0
Share Issued,50176459.0,1656458.0
Total Debt,5808357.0,7623601.0
Tangible Book Value,4012316868.0,17125409.0
Invested Capital,4013815232.0,41972258.0
Working Capital,4009216848.0,16962651.0
Net Tangible Assets,4012316868.0,17125409.0
Capital Lease Obligations,4363374.0,1563915.0
Common Stock Equity,4012370249.0,35912572.0
Total Capitalization,4012370249.0,37960211.0
Total Equity Gross Minority Interest,4012370249.0,35912572.0
Stockholders Equity,4012370249.0,35912572.0
Gains Losses Not Affecting Retained Earnings,-543179.0,-77428.0
Other Equity Adjustments,-543179.0,-77428.0
Retained Earnings,68312257.0,-10432447.0
Additional Paid In Capital,3944597271.0,46418547.0
Capital Stock,3900.0,3900.0
Common Stock,3900.0,3900.0
Total Liabilities Net Minority Interest,26331504.0,22392839.0
Total Non Current Liabilities Net Minority Interest,1783667.0,5350316.0
Non Current Deferred Liabilities,27957.0,3179428.0
Non Current Deferred Revenue,0.0,104714.0
Non Current Deferred Taxes Liabilities,27957.0,3074714.0
Long Term Debt And Capital Lease Obligation,1755710.0,2170888.0
Long Term Capital Lease Obligation,1755710.0,123249.0
Long Term Debt,,2047639.0
Current Liabilities,24547837.0,17042523.0
Other Current Liabilities,6637020.0,
Current Deferred Liabilities,8761074.0,8669448.0
Current Deferred Revenue,8761074.0,8669448.0
Current Debt And Capital Lease Obligation,4052647.0,5452713.0
Current Capital Lease Obligation,2607664.0,1440666.0
Current Debt,1444983.0,4012047.0
Other Current Borrowings,1444983.0,4012047.0
Pensionand Other Post Retirement Benefit Plans Current,828678.0,2068692.0
Payables And Accrued Expenses,4268418.0,851670.0
Current Accrued Expenses,4168661.0,452151.0
Payables,99757.0,399519.0
Dueto Related Parties Current,0.0,306110.0
Total Tax Payable,99757.0,93409.0
Total Assets,4038701753.0,58305411.0
Total Non Current Assets,4937068.0,24300237.0
Non Current Prepaid Assets,233588.0,3546051.0
Non Current Deferred Assets,,0.0
Goodwill And Other Intangible Assets,53381.0,18787163.0
Other Intangible Assets,53381.0,18787163.0
Net PPE,4650099.0,1967023.0
Accumulated Depreciation,-3047996.0,-3489511.0
Gross PPE,7698095.0,5456534.0
Leases,0.0,652073.0
Machinery Furniture Equipment,3334721.0,3240545.0
Buildings And Improvements,4363374.0,1563916.0
Properties,0.0,0.0
Current Assets,4033764685.0,34005174.0
Restricted Cash,140283000.0,2340000.0
Prepaid Assets,6075182.0,10644145.0
Receivables,590879.0,1017380.0
Receivables Adjustments Allowances,0.0,-103182.0
Other Receivables,366483.0,
Accounts Receivable,224396.0,1120562.0
Allowance For Doubtful Accounts Receivable,-945379.0,-966947.0
Gross Accounts Receivable,1169775.0,2087509.0
Cash Cash Equivalents And Short Term Investments,3886815624.0,20003649.0
Other Short Term Investments,3663407571.0,343862.0
Cash And Cash Equivalents,223408053.0,19659787.0
Cash Financial,223408053.0,19659787.0
