,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,41839540.0,36118242.0,35287080.0,34182785.0,33629169.0
Share Issued,41839540.0,36118242.0,35287080.0,34182785.0,33629169.0
Net Debt,1721138000.0,1956471000.0,1852126000.0,1839034000.0,1818562000.0
Total Debt,1874146000.0,1977157000.0,1871975000.0,1862730000.0,1829676000.0
Tangible Book Value,1142088000.0,859397000.0,774056000.0,705422000.0,684584000.0
Invested Capital,3708228000.0,3517928000.0,3337946000.0,3260067000.0,3196650000.0
Working Capital,163366000.0,-82785000.0,-113784000.0,-99407000.0,-70459000.0
Net Tangible Assets,1142088000.0,859397000.0,774056000.0,705422000.0,684584000.0
Common Stock Equity,1834082000.0,1540771000.0,1465971000.0,1397337000.0,1366974000.0
Total Capitalization,3699595000.0,3407590000.0,3158183000.0,3088812000.0,3073878000.0
Total Equity Gross Minority Interest,1834082000.0,1540771000.0,1465971000.0,1397337000.0,1366974000.0
Stockholders Equity,1834082000.0,1540771000.0,1465971000.0,1397337000.0,1366974000.0
Gains Losses Not Affecting Retained Earnings,1467000.0,1467000.0,1960000.0,1960000.0,1960000.0
Other Equity Adjustments,1467000.0,1467000.0,1960000.0,1960000.0,1960000.0
Retained Earnings,584171000.0,581080000.0,549646000.0,539584000.0,537184000.0
Additional Paid In Capital,1248402000.0,958188000.0,914330000.0,855759000.0,827796000.0
Capital Stock,42000.0,36000.0,35000.0,34000.0,34000.0
Common Stock,42000.0,36000.0,35000.0,34000.0,34000.0
Total Liabilities Net Minority Interest,3519222000.0,3608795000.0,3380955000.0,3331473000.0,3291335000.0
Total Non Current Liabilities Net Minority Interest,3359174000.0,3335417000.0,3066721000.0,3034794000.0,3030162000.0
Other Non Current Liabilities,368721000.0,366617000.0,362853000.0,363283000.0,363036000.0
Employee Benefits,45849000.0,45878000.0,44033000.0,43613000.0,45063000.0
Non Current Pension And Other Postretirement Benefit Plans,45849000.0,45878000.0,44033000.0,43613000.0,45063000.0
Non Current Deferred Liabilities,522712000.0,509306000.0,458643000.0,442466000.0,431440000.0
Non Current Deferred Taxes Liabilities,311899000.0,307893000.0,286031000.0,280132000.0,276043000.0
Long Term Debt And Capital Lease Obligation,1865513000.0,1866819000.0,1692212000.0,1691475000.0,1706904000.0
Long Term Debt,1865513000.0,1866819000.0,1692212000.0,1691475000.0,1706904000.0
Current Liabilities,160048000.0,273378000.0,314234000.0,296679000.0,261173000.0
Other Current Liabilities,26092000.0,20942000.0,20225000.0,25411000.0,24358000.0
Current Debt And Capital Lease Obligation,8633000.0,110338000.0,179763000.0,171255000.0,122772000.0
Current Debt,8633000.0,110338000.0,179763000.0,171255000.0,122772000.0
Other Current Borrowings,8628000.0,23504000.0,18923000.0,18665000.0,3648000.0
Line Of Credit,5000.0,86834000.0,160840000.0,152590000.0,119124000.0
Payables And Accrued Expenses,125323000.0,142098000.0,114246000.0,100013000.0,114043000.0
Current Accrued Expenses,62443000.0,66671000.0,66015000.0,53359000.0,57787000.0
Interest Payable,22904000.0,18241000.0,16126000.0,20230000.0,17476000.0
Payables,62880000.0,75427000.0,48231000.0,46654000.0,56256000.0
Accounts Payable,62880000.0,75427000.0,48231000.0,46654000.0,56256000.0
Total Assets,5353304000.0,5149566000.0,4846926000.0,4728810000.0,4658309000.0
Total Non Current Assets,5029890000.0,4958973000.0,4646476000.0,4531538000.0,4467595000.0
Other Non Current Assets,39657000.0,35890000.0,30344000.0,28691000.0,28893000.0
Defined Pension Benefit,82493000.0,80967000.0,68682000.0,67848000.0,66422000.0
Investments And Advances,20243000.0,19711000.0,18878000.0,18622000.0,18087000.0
Investment Properties,,1580000.0,1215000.0,1215000.0,1216000.0
Goodwill And Other Intangible Assets,691994000.0,681374000.0,691915000.0,691915000.0,682390000.0
Other Intangible Assets,51683000.0,41063000.0,51604000.0,51604000.0,42079000.0
Goodwill,640311000.0,640311000.0,640311000.0,640311000.0,640311000.0
Net PPE,3948963000.0,3892904000.0,3602792000.0,3496645000.0,3446532000.0
Accumulated Depreciation,-1140347000.0,-1109612000.0,-1079538000.0,-1058985000.0,-1026925000.0
Gross PPE,5089310000.0,5002516000.0,4682330000.0,4555630000.0,4473457000.0
Construction In Progress,257175000.0,269272000.0,241793000.0,199039000.0,179486000.0
Other Properties,46664000.0,4733244000.0,44681000.0,44657000.0,4293971000.0
Current Assets,323414000.0,190593000.0,200450000.0,197272000.0,190714000.0
Other Current Assets,15618000.0,16401000.0,19790000.0,24488000.0,26765000.0
Assets Held For Sale Current,,,,,0.0
Prepaid Assets,14747000.0,11634000.0,8427000.0,13336000.0,10297000.0
Receivables,140041000.0,141872000.0,152384000.0,135752000.0,142538000.0
Other Receivables,11263000.0,7710000.0,7666000.0,6775000.0,7059000.0
Taxes Receivable,1520000.0,2720000.0,0.0,4507000.0,5953000.0
Accounts Receivable,62069000.0,62471000.0,76758000.0,65854000.0,68679000.0
Allowance For Doubtful Accounts Receivable,-748000.0,-722000.0,-994000.0,-1149000.0,-1172000.0
Gross Accounts Receivable,62817000.0,63193000.0,77752000.0,67003000.0,69851000.0
Cash Cash Equivalents And Short Term Investments,153008000.0,20686000.0,19849000.0,23696000.0,11114000.0
Cash And Cash Equivalents,153008000.0,20686000.0,19849000.0,23696000.0,11114000.0
