,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,50879204.0,50408023.0,50384274.0,49615174.0,49615174.0,
Share Issued,50879204.0,50408023.0,50384274.0,49615174.0,49615174.0,
Total Debt,15954000.0,28546000.0,41052000.0,49230000.0,61714000.0,
Tangible Book Value,89459000.0,88948000.0,71441000.0,58456000.0,48411000.0,
Invested Capital,139699000.0,152863000.0,148984000.0,149584000.0,153084000.0,
Working Capital,82522000.0,81433000.0,60852000.0,57479000.0,45847000.0,
Net Tangible Assets,89459000.0,88948000.0,71441000.0,58456000.0,48411000.0,
Capital Lease Obligations,4671000.0,6023000.0,7336000.0,4364000.0,5738000.0,
Common Stock Equity,128416000.0,130340000.0,115268000.0,104718000.0,97108000.0,
Total Capitalization,128416000.0,130340000.0,115268000.0,115587000.0,107755000.0,
Total Equity Gross Minority Interest,128416000.0,130340000.0,115268000.0,104718000.0,97108000.0,
Stockholders Equity,128416000.0,130340000.0,115268000.0,104718000.0,97108000.0,
Gains Losses Not Affecting Retained Earnings,-31000.0,36000.0,19000.0,-14000.0,-11000.0,
Other Equity Adjustments,-31000.0,36000.0,19000.0,-14000.0,-11000.0,
Retained Earnings,-1287528000.0,-1283775000.0,-1297213000.0,-1306057000.0,-1311912000.0,
Additional Paid In Capital,1415970000.0,1414074000.0,1412457000.0,1410784000.0,1409026000.0,
Capital Stock,5000.0,5000.0,5000.0,5000.0,5000.0,
Common Stock,5000.0,5000.0,5000.0,5000.0,5000.0,
Total Liabilities Net Minority Interest,64283000.0,85962000.0,87594000.0,90198000.0,99073000.0,
Total Non Current Liabilities Net Minority Interest,4546000.0,4709000.0,4866000.0,11099000.0,12410000.0,
Other Non Current Liabilities,,,,230000.0,1763000.0,1763000.0
Non Current Accrued Expenses,,0.0,0.0,0.0,0.0,121000.0
Long Term Debt And Capital Lease Obligation,4546000.0,4709000.0,4866000.0,10869000.0,10647000.0,
Long Term Capital Lease Obligation,4546000.0,4709000.0,4866000.0,0.0,0.0,
Long Term Debt,,,,10869000.0,10647000.0,21719000.0
Current Liabilities,59737000.0,81253000.0,82728000.0,79099000.0,86663000.0,
Other Current Liabilities,1785000.0,2329000.0,3040000.0,3517000.0,2697000.0,
Current Debt And Capital Lease Obligation,11408000.0,23837000.0,36186000.0,38361000.0,51067000.0,
Current Capital Lease Obligation,125000.0,1314000.0,2470000.0,4364000.0,5738000.0,
Current Debt,11283000.0,22523000.0,33716000.0,33997000.0,45329000.0,
Other Current Borrowings,11283000.0,22523000.0,33716000.0,33997000.0,45329000.0,
Pensionand Other Post Retirement Benefit Plans Current,7221000.0,14174000.0,11067000.0,9135000.0,6426000.0,
Payables And Accrued Expenses,39323000.0,40913000.0,32435000.0,28086000.0,26473000.0,
Current Accrued Expenses,31157000.0,35857000.0,26049000.0,22662000.0,20447000.0,
Payables,8166000.0,5056000.0,6386000.0,5424000.0,6026000.0,
Accounts Payable,8166000.0,5056000.0,6386000.0,5424000.0,6026000.0,
Total Assets,192699000.0,216302000.0,202862000.0,194916000.0,196181000.0,
Total Non Current Assets,50440000.0,53616000.0,59282000.0,58338000.0,63671000.0,
Other Non Current Assets,2858000.0,2733000.0,1854000.0,1683000.0,3607000.0,
Non Current Prepaid Assets,97000.0,101000.0,74000.0,102000.0,102000.0,
Non Current Deferred Assets,3830000.0,3830000.0,7075000.0,7075000.0,7075000.0,
Non Current Deferred Taxes Assets,3830000.0,3830000.0,7075000.0,7075000.0,7075000.0,
Goodwill And Other Intangible Assets,38957000.0,41392000.0,43827000.0,46262000.0,48697000.0,
Other Intangible Assets,38957000.0,41392000.0,43827000.0,46262000.0,48697000.0,
Net PPE,4698000.0,5560000.0,6452000.0,3216000.0,4190000.0,
Accumulated Depreciation,-2888000.0,-4598000.0,-6589000.0,-8076000.0,-7970000.0,
Gross PPE,7586000.0,10158000.0,13041000.0,11292000.0,12160000.0,
Leases,1696000.0,2549000.0,3779000.0,3779000.0,3779000.0,
Other Properties,,,,,3716000.0,95000.0
Machinery Furniture Equipment,1316000.0,2236000.0,3115000.0,4685000.0,4665000.0,
Buildings And Improvements,4574000.0,5373000.0,6147000.0,2828000.0,,4579000.0
Properties,0.0,0.0,0.0,0.0,0.0,
Current Assets,142259000.0,162686000.0,143580000.0,136578000.0,132510000.0,
Other Current Assets,1914000.0,1911000.0,2036000.0,1675000.0,3336000.0,
Restricted Cash,2091000.0,2091000.0,2091000.0,2091000.0,,0.0
Prepaid Assets,1687000.0,1987000.0,2024000.0,2287000.0,2084000.0,
Inventory,8693000.0,5515000.0,9476000.0,8591000.0,8751000.0,
Finished Goods,767000.0,960000.0,439000.0,762000.0,561000.0,
Work In Process,1928000.0,1343000.0,5395000.0,1329000.0,1069000.0,
Raw Materials,5998000.0,3212000.0,3642000.0,6500000.0,7121000.0,
Receivables,26329000.0,53654000.0,33565000.0,25910000.0,25172000.0,
Accounts Receivable,26329000.0,53654000.0,33565000.0,25910000.0,25172000.0,
Allowance For Doubtful Accounts Receivable,,0.0,0.0,-213000.0,-575000.0,-362000.0
Gross Accounts Receivable,26329000.0,53654000.0,33565000.0,26123000.0,25747000.0,
Cash Cash Equivalents And Short Term Investments,101545000.0,97528000.0,94388000.0,96024000.0,93167000.0,
Other Short Term Investments,65352000.0,67893000.0,40863000.0,41362000.0,30137000.0,
Cash And Cash Equivalents,36193000.0,29635000.0,53525000.0,54662000.0,63030000.0,
