,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,43577051.0,43243165.0,43243165.0,42959464.0,42959464.0,,
Share Issued,43577051.0,43243165.0,43243165.0,42959464.0,42959464.0,,
Net Debt,264109000.0,133540000.0,68527000.0,57529000.0,52425000.0,,
Total Debt,324495000.0,194619000.0,163941000.0,98964000.0,89191000.0,,
Tangible Book Value,885376000.0,896484000.0,885890000.0,891604000.0,903205000.0,,
Invested Capital,1204255000.0,1085564000.0,1044368000.0,984572000.0,985873000.0,,
Working Capital,80176000.0,63395000.0,76905000.0,30425000.0,35943000.0,,
Net Tangible Assets,885376000.0,896484000.0,885890000.0,891604000.0,903205000.0,,
Capital Lease Obligations,5616000.0,5539000.0,5463000.0,5996000.0,6523000.0,,
Common Stock Equity,885376000.0,896484000.0,885890000.0,891604000.0,903205000.0,,
Total Capitalization,1204255000.0,1085564000.0,1044368000.0,984572000.0,985873000.0,,
Total Equity Gross Minority Interest,886978000.0,897820000.0,887303000.0,893042000.0,904651000.0,,
Minority Interest,1602000.0,1336000.0,1413000.0,1438000.0,1446000.0,,
Stockholders Equity,885376000.0,896484000.0,885890000.0,891604000.0,903205000.0,,
Gains Losses Not Affecting Retained Earnings,,,,,,0.0,0.0
Retained Earnings,-559773000.0,-569082000.0,-584493000.0,-583440000.0,-576639000.0,,
Additional Paid In Capital,1444714000.0,1465134000.0,1469951000.0,1474615000.0,1479415000.0,,
Capital Stock,435000.0,432000.0,432000.0,429000.0,429000.0,,
Common Stock,435000.0,432000.0,432000.0,429000.0,429000.0,,
Total Liabilities Net Minority Interest,365010000.0,240288000.0,220298000.0,147208000.0,133879000.0,,
Total Non Current Liabilities Net Minority Interest,324495000.0,194619000.0,163941000.0,98661000.0,88284000.0,,
Long Term Debt And Capital Lease Obligation,324495000.0,194619000.0,163941000.0,98661000.0,88284000.0,,
Long Term Capital Lease Obligation,5616000.0,5539000.0,5463000.0,5693000.0,5616000.0,,
Long Term Debt,318879000.0,189080000.0,158478000.0,92968000.0,82668000.0,,
Current Liabilities,40515000.0,45669000.0,56357000.0,48547000.0,45595000.0,,
Current Deferred Liabilities,5979000.0,8826000.0,4701000.0,3556000.0,5345000.0,,
Current Deferred Revenue,5979000.0,8826000.0,4701000.0,3556000.0,5345000.0,,
Current Debt And Capital Lease Obligation,,,,303000.0,907000.0,1503000.0,2386000.0
Current Capital Lease Obligation,,0.0,0.0,303000.0,907000.0,1503000.0,
Payables And Accrued Expenses,34536000.0,36843000.0,51656000.0,44688000.0,39343000.0,,
Current Accrued Expenses,18669000.0,18201000.0,31349000.0,27184000.0,22936000.0,,
Payables,15867000.0,18642000.0,20307000.0,17504000.0,16407000.0,,
Accounts Payable,15867000.0,18642000.0,20307000.0,17504000.0,16407000.0,,
Total Assets,1251988000.0,1138108000.0,1107601000.0,1040250000.0,1038530000.0,,
Total Non Current Assets,1131297000.0,1029044000.0,974339000.0,961278000.0,956992000.0,,
Other Non Current Assets,,,,,,,315000.0
Non Current Deferred Assets,56693000.0,62389000.0,67084000.0,50910000.0,36526000.0,,
Net PPE,1074604000.0,966655000.0,907255000.0,910368000.0,920466000.0,,
Accumulated Depreciation,-379360000.0,-385046000.0,-371236000.0,-358009000.0,-345350000.0,,
Gross PPE,1453964000.0,1351701000.0,1278491000.0,1268377000.0,1265816000.0,,
Leases,,1846000.0,,,,1584000.0,
Construction In Progress,0.0,14585000.0,6527000.0,,,0.0,
Other Properties,12145000.0,5251000.0,25195000.0,24355000.0,23723000.0,,
Machinery Furniture Equipment,,2021000.0,,,,1909000.0,
Current Assets,120691000.0,109064000.0,133262000.0,78972000.0,81538000.0,,
Other Current Assets,14204000.0,1914000.0,7823000.0,8650000.0,9432000.0,,
Hedging Assets Current,,,,,,0.0,0.0
Assets Held For Sale Current,8585000.0,,,,,0.0,24594000.0
Current Deferred Assets,,2170000.0,,,,1077000.0,
Restricted Cash,,0.0,0.0,315000.0,315000.0,315000.0,
Prepaid Assets,,9026000.0,,,,6831000.0,
Inventory,22859000.0,25187000.0,21547000.0,20474000.0,23337000.0,,
Receivables,20273000.0,15227000.0,13941000.0,14094000.0,18211000.0,,
Other Receivables,,943000.0,,,,697000.0,
Accounts Receivable,20273000.0,14284000.0,13941000.0,14094000.0,18211000.0,,
Allowance For Doubtful Accounts Receivable,-581000.0,-519000.0,-658000.0,-1195000.0,-1706000.0,,
Gross Accounts Receivable,20854000.0,14803000.0,14599000.0,15289000.0,19917000.0,,
Cash Cash Equivalents And Short Term Investments,54770000.0,55540000.0,89951000.0,35439000.0,30243000.0,,
Cash And Cash Equivalents,54770000.0,55540000.0,89951000.0,35439000.0,30243000.0,,
