,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,920765000.0,653864286.0,516364286.0
Share Issued,920765000.0,653864286.0,516364286.0
Net Debt,7158723.0,5772954.0,1265505.0
Total Debt,8285124.0,6829528.0,2451414.0
Tangible Book Value,-6760804.0,-5356592.0,-381062.0
Invested Capital,548253.0,600980.0,1078556.0
Working Capital,-4771583.0,11092.0,313733.0
Net Tangible Assets,-6760804.0,-5356592.0,-381062.0
Capital Lease Obligations,976067.0,871956.0,991796.0
Common Stock Equity,-6760804.0,-5356592.0,-381062.0
Total Capitalization,-673567.0,535028.0,1018669.0
Total Equity Gross Minority Interest,-6760804.0,-5356592.0,-381062.0
Stockholders Equity,-6760804.0,-5356592.0,-381062.0
Gains Losses Not Affecting Retained Earnings,-290566.0,-643959.0,-83492.0
Other Equity Adjustments,-290566.0,-643959.0,-83492.0
Retained Earnings,-37065891.0,-25577935.0,-14306387.0
Additional Paid In Capital,30586445.0,20858763.0,14003653.0
Capital Stock,9208.0,6539.0,5164.0
Common Stock,9208.0,6539.0,5164.0
Total Liabilities Net Minority Interest,12103686.0,8009267.0,3415311.0
Total Non Current Liabilities Net Minority Interest,6535889.0,6366310.0,2069348.0
Dueto Related Parties Non Current,0.0,0.0,41118.0
Tradeand Other Payables Non Current,0.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,6535889.0,6366310.0,2028230.0
Long Term Capital Lease Obligation,448652.0,474690.0,628499.0
Long Term Debt,6087237.0,5891620.0,1399731.0
Current Liabilities,5567797.0,1642957.0,1345963.0
Other Current Liabilities,1657399.0,,
Current Deferred Liabilities,518011.0,543849.0,409654.0
Current Deferred Revenue,518011.0,543849.0,409654.0
Current Debt And Capital Lease Obligation,1749235.0,463218.0,423184.0
Current Capital Lease Obligation,527415.0,397266.0,363297.0
Current Debt,1221820.0,65952.0,59887.0
Other Current Borrowings,755221.0,65952.0,59887.0
Line Of Credit,466599.0,,
Payables And Accrued Expenses,1643152.0,635890.0,513125.0
Current Accrued Expenses,49118.0,,
Interest Payable,49118.0,,
Payables,1594034.0,635890.0,513125.0
Other Payable,621700.0,293216.0,191098.0
Dueto Related Parties Current,,44909.0,
Accounts Payable,972334.0,297765.0,322027.0
Total Assets,5342882.0,2652675.0,3034249.0
Total Non Current Assets,4546668.0,998626.0,1374553.0
Other Non Current Assets,,,243040.0
Non Current Deferred Assets,88933.0,,
Non Current Deferred Taxes Assets,88933.0,,
Investments And Advances,3325000.0,,
Long Term Equity Investment,3325000.0,,
Net PPE,1132735.0,998626.0,1131513.0
Accumulated Depreciation,-198150.0,-167732.0,-127111.0
Gross PPE,1330885.0,1166358.0,1258624.0
Leases,128162.0,129573.0,120629.0
Other Properties,956068.0,871955.0,991796.0
Machinery Furniture Equipment,246655.0,164830.0,146199.0
Properties,0.0,0.0,0.0
Current Assets,796214.0,1654049.0,1659696.0
Current Deferred Assets,162604.0,159247.0,138740.0
Prepaid Assets,477772.0,1281434.0,1314524.0
Receivables,5504.0,28750.0,12319.0
Receivables Adjustments Allowances,0.0,-78623.0,-73196.0
Other Receivables,5504.0,5295.0,4928.0
Duefrom Related Parties Current,,,0.0
Accounts Receivable,0.0,102078.0,80587.0
Allowance For Doubtful Accounts Receivable,-7489.0,-18913.0,-10265.0
Gross Accounts Receivable,7489.0,120991.0,90852.0
Cash Cash Equivalents And Short Term Investments,150334.0,184618.0,194113.0
Cash And Cash Equivalents,150334.0,184618.0,194113.0
Cash Financial,150334.0,184618.0,194113.0
