,2025-09-30,2025-03-31
Ordinary Shares Number,1793750.0,1650000.0
Share Issued,1793750.0,1650000.0
Net Debt,732703.0,494661.0
Total Debt,3339036.0,4026436.0
Tangible Book Value,4889548.0,8741216.0
Invested Capital,5791429.0,9691830.0
Working Capital,3242959.0,6774478.0
Net Tangible Assets,4889548.0,8741216.0
Capital Lease Obligations,2437155.0,3075822.0
Common Stock Equity,4889548.0,8741216.0
Total Capitalization,5691747.0,9581064.0
Total Equity Gross Minority Interest,4889548.0,8741216.0
Stockholders Equity,4889548.0,8741216.0
Retained Earnings,-7775847.0,-2693679.0
Additional Paid In Capital,12663960.0,11433575.0
Capital Stock,1435.0,1320.0
Common Stock,1435.0,1320.0
Total Liabilities Net Minority Interest,6849161.0,6961069.0
Total Non Current Liabilities Net Minority Interest,2190794.0,2858691.0
Non Current Deferred Liabilities,168359.0,267774.0
Long Term Debt And Capital Lease Obligation,2022435.0,2590917.0
Long Term Capital Lease Obligation,1220236.0,1751069.0
Long Term Debt,802199.0,839848.0
Current Liabilities,4658367.0,4102378.0
Current Deferred Liabilities,,0.0
Current Deferred Revenue,,0.0
Current Debt And Capital Lease Obligation,1316601.0,1435519.0
Current Capital Lease Obligation,1216919.0,1324753.0
Current Debt,99682.0,110766.0
Other Current Borrowings,99682.0,110766.0
Payables And Accrued Expenses,3341766.0,2666859.0
Current Accrued Expenses,926388.0,827508.0
Payables,2415378.0,1839351.0
Dueto Related Parties Current,781467.0,686326.0
Total Tax Payable,378439.0,378439.0
Income Tax Payable,378439.0,378439.0
Accounts Payable,1255472.0,774586.0
Total Assets,11738709.0,15702285.0
Total Non Current Assets,3837383.0,4825429.0
Non Current Accounts Receivable,460757.0,464070.0
Net PPE,3376626.0,4361359.0
Accumulated Depreciation,-5640317.0,-4839243.0
Gross PPE,9016943.0,9200602.0
Leases,35647.0,35647.0
Other Properties,8301682.0,8485341.0
Machinery Furniture Equipment,679614.0,679614.0
Properties,0.0,0.0
Current Assets,7901326.0,10876856.0
Current Deferred Assets,,0.0
Prepaid Assets,91386.0,3153155.0
Receivables,7640762.0,7267748.0
Other Receivables,28772.0,29030.0
Accounts Receivable,7611990.0,7238718.0
Allowance For Doubtful Accounts Receivable,-530727.0,-873327.0
Gross Accounts Receivable,8142717.0,8112045.0
Cash Cash Equivalents And Short Term Investments,169178.0,455953.0
Cash And Cash Equivalents,169178.0,455953.0
