,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,6722856511.0,6439409250.0,6439409250.0
Share Issued,6722856511.0,6439409250.0,6439409250.0
Net Debt,23957000000.0,,35153000000.0
Total Debt,59101000000.0,,68475000000.0
Tangible Book Value,45785000000.0,37292000000.0,38096000000.0
Invested Capital,92535000000.0,88942000000.0,93097000000.0
Working Capital,-36513000000.0,-34430000000.0,-30993000000.0
Net Tangible Assets,45785000000.0,37292000000.0,38096000000.0
Capital Lease Obligations,26676000000.0,27966000000.0,27878000000.0
Common Stock Equity,60110000000.0,51654000000.0,52500000000.0
Total Capitalization,82359000000.0,81515000000.0,85674000000.0
Total Equity Gross Minority Interest,60117000000.0,51661000000.0,52507000000.0
Minority Interest,7000000.0,7000000.0,7000000.0
Stockholders Equity,60110000000.0,51654000000.0,52500000000.0
Other Equity Interest,2000000.0,,169000000.0
Retained Earnings,32915000000.0,26931000000.0,26437000000.0
Capital Stock,31123000000.0,28841000000.0,28841000000.0
Common Stock,31123000000.0,28841000000.0,28841000000.0
Total Liabilities Net Minority Interest,116934000000.0,118641000000.0,118737000000.0
Total Non Current Liabilities Net Minority Interest,57891000000.0,,68498000000.0
Other Non Current Liabilities,3302000000.0,,3180000000.0
Derivative Product Liabilities,474000000.0,,183000000.0
Non Current Pension And Other Postretirement Benefit Plans,106000000.0,,99000000.0
Non Current Deferred Revenue,145000000.0,,197000000.0
Non Current Deferred Taxes Liabilities,8671000000.0,8382000000.0,7990000000.0
Long Term Debt And Capital Lease Obligation,45193000000.0,53710000000.0,56849000000.0
Long Term Capital Lease Obligation,22944000000.0,,23675000000.0
Long Term Debt,22249000000.0,29861000000.0,33174000000.0
Current Liabilities,59043000000.0,52850000000.0,50239000000.0
Current Debt And Capital Lease Obligation,13908000000.0,11544000000.0,11626000000.0
Current Capital Lease Obligation,3732000000.0,,4203000000.0
Current Debt,10176000000.0,7427000000.0,7423000000.0
Payables,22083000000.0,,19971000000.0
Other Payable,11272000000.0,9447000000.0,10720000000.0
Total Tax Payable,1282000000.0,1897000000.0,1771000000.0
Accounts Payable,9529000000.0,7597000000.0,7480000000.0
Total Assets,177051000000.0,170302000000.0,171244000000.0
Total Non Current Assets,154521000000.0,,151998000000.0
Defined Pension Benefit,1700000000.0,,1491000000.0
Non Current Prepaid Assets,10000000.0,,16000000.0
Non Current Deferred Taxes Assets,1430000000.0,1367000000.0,1152000000.0
Financial Assets,54000000.0,,124000000.0
Investmentin Financial Assets,895000000.0,,870000000.0
Available For Sale Securities,55000000.0,,40000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,840000000.0,,830000000.0
Long Term Equity Investment,17317000000.0,16497000000.0,16371000000.0
Investmentsin Associatesat Cost,17317000000.0,,16371000000.0
Goodwill And Other Intangible Assets,14325000000.0,,14404000000.0
Other Intangible Assets,2710000000.0,,2789000000.0
Goodwill,11615000000.0,,11615000000.0
Net PPE,117856000000.0,116085000000.0,116457000000.0
Accumulated Depreciation,-132533000000.0,,-125004000000.0
Gross PPE,250389000000.0,244818000000.0,241461000000.0
Other Properties,5883000000.0,5924000000.0,5800000000.0
Machinery Furniture Equipment,218180000000.0,213045000000.0,210578000000.0
Buildings And Improvements,10288000000.0,10097000000.0,9555000000.0
Land And Improvements,16038000000.0,15752000000.0,15528000000.0
Properties,0.0,0.0,0.0
Current Assets,22530000000.0,18420000000.0,19246000000.0
Hedging Assets Current,193000000.0,133000000.0,505000000.0
Restricted Cash,,3000000.0,
Inventory,1864000000.0,1613000000.0,1386000000.0
Other Receivables,2956000000.0,2806000000.0,2090000000.0
Accounts Receivable,5228000000.0,,4731000000.0
Allowance For Doubtful Accounts Receivable,-111000000.0,,-104000000.0
Gross Accounts Receivable,5339000000.0,,4835000000.0
Cash Cash Equivalents And Short Term Investments,12289000000.0,8909000000.0,10534000000.0
Other Short Term Investments,3821000000.0,5588000000.0,5090000000.0
Cash And Cash Equivalents,8468000000.0,3321000000.0,5444000000.0
