,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,915704159.0,,282246127.0
Share Issued,915704159.0,,349603759.0
Total Debt,0.0,,2455000.0
Tangible Book Value,4399000.0,4111000.0,4047000.0
Invested Capital,4399000.0,,4047000.0
Working Capital,2796000.0,1238000.0,102000.0
Net Tangible Assets,4399000.0,4111000.0,4047000.0
Capital Lease Obligations,0.0,,2455000.0
Common Stock Equity,4399000.0,4111000.0,4047000.0
Total Capitalization,4399000.0,,4047000.0
Total Equity Gross Minority Interest,4399000.0,,4047000.0
Stockholders Equity,4399000.0,,4047000.0
Retained Earnings,-89944000.0,,-78697000.0
Additional Paid In Capital,94343000.0,,82744000.0
Capital Stock,0.0,,0.0
Common Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,894000.0,1747000.0,3740000.0
Total Non Current Liabilities Net Minority Interest,0.0,874000.0,2069000.0
Long Term Debt And Capital Lease Obligation,0.0,,2069000.0
Long Term Capital Lease Obligation,0.0,,2069000.0
Current Liabilities,894000.0,,1671000.0
Other Current Liabilities,77000.0,103000.0,192000.0
Current Debt And Capital Lease Obligation,,,386000.0
Current Capital Lease Obligation,0.0,0.0,386000.0
Pensionand Other Post Retirement Benefit Plans Current,358000.0,451000.0,523000.0
Payables And Accrued Expenses,459000.0,,570000.0
Current Accrued Expenses,398000.0,,394000.0
Payables,61000.0,,176000.0
Other Payable,22000.0,,10000.0
Accounts Payable,39000.0,43000.0,166000.0
Total Assets,5293000.0,,7787000.0
Total Non Current Assets,1603000.0,,6014000.0
Other Non Current Assets,27000.0,13000.0,314000.0
Non Current Note Receivables,0.0,1801000.0,54000.0
Non Current Accounts Receivable,10000.0,,
Net PPE,1566000.0,,5646000.0
Accumulated Depreciation,-1272000.0,,-1476000.0
Gross PPE,2838000.0,1933000.0,7122000.0
Leases,9000.0,,804000.0
Other Properties,1291000.0,,4624000.0
Machinery Furniture Equipment,1538000.0,,1694000.0
Properties,0.0,,0.0
Current Assets,3690000.0,,1773000.0
Other Current Assets,388000.0,,411000.0
Assets Held For Sale Current,,441000.0,
Restricted Cash,201000.0,,0.0
Prepaid Assets,,,292000.0
Cash Cash Equivalents And Short Term Investments,3101000.0,,1362000.0
Other Short Term Investments,14000.0,48000.0,102000.0
Cash And Cash Equivalents,3087000.0,1377000.0,1260000.0
