,2025-09-30,2025-03-31
Ordinary Shares Number,673369.0,673369.0
Share Issued,673369.0,673369.0
Net Debt,2336178.0,1988645.0
Total Debt,3079961.0,2351588.0
Tangible Book Value,-3581808.0,-3995127.0
Invested Capital,26343302.0,26506900.0
Working Capital,1266922.0,782217.0
Net Tangible Assets,-3581808.0,-3995127.0
Capital Lease Obligations,331736.0,101588.0
Common Stock Equity,23595077.0,24256900.0
Total Capitalization,23595077.0,24256900.0
Total Equity Gross Minority Interest,28438482.0,29002597.0
Minority Interest,4843405.0,4745697.0
Stockholders Equity,23595077.0,24256900.0
Gains Losses Not Affecting Retained Earnings,2525618.0,2527322.0
Other Equity Adjustments,2525618.0,2527322.0
Retained Earnings,-70943400.0,-70262448.0
Additional Paid In Capital,91339559.0,91318726.0
Capital Stock,673300.0,673300.0
Common Stock,673300.0,673300.0
Preferred Stock,0.0,
Total Liabilities Net Minority Interest,8854697.0,6561576.0
Total Non Current Liabilities Net Minority Interest,352996.0,158091.0
Other Non Current Liabilities,162985.0,158091.0
Long Term Debt And Capital Lease Obligation,190011.0,
Long Term Capital Lease Obligation,190011.0,
Current Liabilities,8501701.0,6403485.0
Current Deferred Liabilities,0.0,73321.0
Current Deferred Revenue,0.0,73321.0
Current Debt And Capital Lease Obligation,2889950.0,2351588.0
Current Capital Lease Obligation,141725.0,101588.0
Current Debt,2748225.0,2250000.0
Other Current Borrowings,2748225.0,2250000.0
Payables And Accrued Expenses,5611751.0,3978576.0
Current Accrued Expenses,322234.0,248242.0
Interest Payable,322234.0,218630.0
Payables,5289517.0,3730334.0
Other Payable,50000.0,50000.0
Dueto Related Parties Current,2584039.0,1946627.0
Accounts Payable,2655478.0,1733707.0
Total Assets,37293179.0,35564173.0
Total Non Current Assets,27524556.0,28378471.0
Goodwill And Other Intangible Assets,27176885.0,28252027.0
Other Intangible Assets,9676284.0,10751426.0
Goodwill,17500601.0,17500601.0
Net PPE,347671.0,126444.0
Accumulated Depreciation,-10889.0,0.0
Gross PPE,358560.0,126444.0
Other Properties,,101588.0
Machinery Furniture Equipment,29908.0,24856.0
Buildings And Improvements,328652.0,
Properties,0.0,
Current Assets,9768623.0,7185702.0
Other Current Assets,197481.0,12208.0
Assets Held For Sale Current,,0.0
Prepaid Assets,1500000.0,1500000.0
Inventory,593907.0,653342.0
Receivables,2266817.0,
Duefrom Related Parties Current,291000.0,
Accounts Receivable,1975817.0,
Cash Cash Equivalents And Short Term Investments,5210418.0,5020152.0
Other Short Term Investments,4798371.0,4758797.0
Cash And Cash Equivalents,412047.0,261355.0
