,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,47391376.0,47391376.0,47166376.0
Share Issued,47391376.0,47391376.0,47166376.0
Net Debt,24318000.0,40156000.0,67829000.0
Total Debt,75083000.0,85763000.0,86433000.0
Tangible Book Value,195091000.0,275754000.0,261179000.0
Invested Capital,324498000.0,384687000.0,370392000.0
Working Capital,16944000.0,66612000.0,41659000.0
Net Tangible Assets,195091000.0,275754000.0,261179000.0
Capital Lease Obligations,433000.0,,0.0
Common Stock Equity,249848000.0,298924000.0,283959000.0
Total Capitalization,258698000.0,303624000.0,288759000.0
Total Equity Gross Minority Interest,306715000.0,365093000.0,352540000.0
Minority Interest,56867000.0,66169000.0,68581000.0
Stockholders Equity,249848000.0,298924000.0,283959000.0
Gains Losses Not Affecting Retained Earnings,30721000.0,31681000.0,32650000.0
Other Equity Adjustments,30721000.0,31681000.0,32650000.0
Retained Earnings,-21633000.0,26483000.0,48151000.0
Additional Paid In Capital,240752000.0,240752000.0,203150000.0
Capital Stock,8000.0,8000.0,8000.0
Common Stock,8000.0,8000.0,8000.0
Total Liabilities Net Minority Interest,129757000.0,139535000.0,140707000.0
Total Non Current Liabilities Net Minority Interest,9281000.0,4700000.0,4800000.0
Tradeand Other Payables Non Current,,,0.0
Non Current Deferred Liabilities,104000.0,,0.0
Non Current Deferred Taxes Liabilities,104000.0,,0.0
Long Term Debt And Capital Lease Obligation,9177000.0,4700000.0,4800000.0
Long Term Capital Lease Obligation,327000.0,,0.0
Long Term Debt,8850000.0,4700000.0,4800000.0
Current Liabilities,120476000.0,134835000.0,135907000.0
Other Current Liabilities,397000.0,929000.0,556000.0
Current Deferred Liabilities,4827000.0,6001000.0,6406000.0
Current Deferred Revenue,4827000.0,6001000.0,3685000.0
Current Debt And Capital Lease Obligation,65906000.0,81063000.0,81633000.0
Current Capital Lease Obligation,106000.0,,0.0
Current Debt,65800000.0,81063000.0,81633000.0
Other Current Borrowings,700000.0,200000.0,7190000.0
Line Of Credit,65100000.0,80863000.0,74443000.0
Payables And Accrued Expenses,49346000.0,46842000.0,47312000.0
Current Accrued Expenses,497000.0,99000.0,99000.0
Payables,48849000.0,46743000.0,47213000.0
Other Payable,2494000.0,1762000.0,2041000.0
Dueto Related Parties Current,0.0,0.0,146000.0
Dividends Payable,,,0.0
Total Tax Payable,2345000.0,2180000.0,2066000.0
Accounts Payable,44010000.0,42801000.0,42960000.0
Total Assets,436472000.0,504628000.0,493247000.0
Total Non Current Assets,299052000.0,303181000.0,315681000.0
Non Current Prepaid Assets,7014000.0,16979000.0,18698000.0
Non Current Deferred Assets,0.0,16331000.0,19039000.0
Non Current Deferred Taxes Assets,0.0,16331000.0,10991000.0
Goodwill And Other Intangible Assets,54757000.0,23170000.0,22780000.0
Other Intangible Assets,54757000.0,23170000.0,22780000.0
Net PPE,237281000.0,246701000.0,255164000.0
Accumulated Depreciation,-131775000.0,,-111553000.0
Gross PPE,369056000.0,246701000.0,366717000.0
Construction In Progress,610000.0,,9752000.0
Other Properties,148029000.0,246701000.0,148261000.0
Machinery Furniture Equipment,3280000.0,,3279000.0
Buildings And Improvements,217137000.0,,205425000.0
Properties,0.0,,0.0
Current Assets,137420000.0,201447000.0,177566000.0
Other Current Assets,6774000.0,,19402000.0
Restricted Cash,2000.0,2000.0,2000.0
Prepaid Assets,21101000.0,12360000.0,-5250000.0
Inventory,39166000.0,53550000.0,58220000.0
Finished Goods,13542000.0,,17737000.0
Work In Process,17689000.0,,33054000.0
Raw Materials,7935000.0,,7429000.0
Receivables,18485000.0,87907000.0,85155000.0
Other Receivables,,25718000.0,2626000.0
Duefrom Related Parties Current,0.0,0.0,0.0
Notes Receivable,0.0,25251000.0,25592000.0
Accounts Receivable,18485000.0,36938000.0,59563000.0
Allowance For Doubtful Accounts Receivable,-18034000.0,-16163000.0,-16874000.0
Gross Accounts Receivable,36519000.0,53101000.0,76437000.0
Cash Cash Equivalents And Short Term Investments,51892000.0,47628000.0,20037000.0
Other Short Term Investments,1560000.0,2021000.0,1433000.0
Cash And Cash Equivalents,50332000.0,45607000.0,18604000.0
Cash Financial,50332000.0,45607000.0,18604000.0
