,2025-06-30,2024-12-31
Ordinary Shares Number,1007777778.0,1007777778.0
Share Issued,1007777778.0,1007777778.0
Total Debt,329107170.47,286946002.54
Tangible Book Value,1862553049.37,1875707709.59
Invested Capital,2179853026.0,2148050245.07
Working Capital,1454091300.3,1635164357.45
Net Tangible Assets,1862553049.37,1875707709.59
Capital Lease Obligations,12783796.94,15674410.8
Common Stock Equity,1863529652.47,1876778653.33
Total Capitalization,1863529652.47,1876778653.33
Total Equity Gross Minority Interest,1863529652.47,1876778653.33
Stockholders Equity,1863529652.47,1876778653.33
Retained Earnings,73101126.29,86784552.34
Capital Stock,1007777778.0,1007777778.0
Common Stock,1007777778.0,1007777778.0
Total Liabilities Net Minority Interest,8897646100.57,9822590967.55
Total Non Current Liabilities Net Minority Interest,212294682.13,205673263.81
Derivative Product Liabilities,17916000.85,9859658.01
Non Current Deferred Taxes Liabilities,1568183.85,3392469.65
Long Term Debt And Capital Lease Obligation,12783796.94,15674410.8
Long Term Capital Lease Obligation,12783796.94,15674410.8
Long Term Provisions,180026700.49,176746725.35
Current Liabilities,8685351418.44,9616917703.74
Current Debt And Capital Lease Obligation,316323373.53,271271591.74
Current Debt,316323373.53,271271591.74
Pensionand Other Post Retirement Benefit Plans Current,583207.03,6830112.98
Payables,8364588592.68,9330903236.93
Other Payable,8352750319.24,9328989181.36
Dividends Payable,10077777.78,
Total Tax Payable,1760495.66,1914055.57
Total Assets,10761175753.04,11699369620.88
Total Non Current Assets,621733034.3,447287559.69
Other Non Current Assets,151768123.99,
Non Current Deferred Taxes Assets,17459789.37,18349584.85
Financial Assets,50883459.88,11556875.02
Other Investments,,8824536.85
Investmentin Financial Assets,33907062.13,29736228.88
Available For Sale Securities,33907062.13,29736228.88
Long Term Equity Investment,8750327.77,8709774.28
Investment Properties,48467078.0,48467078.0
Goodwill And Other Intangible Assets,976603.1,1070943.74
Other Intangible Assets,976603.1,1070943.74
Net PPE,309520590.06,320572538.07
Accumulated Depreciation,-162520710.54,-159468366.64
Gross PPE,472041300.6,480040904.71
Other Properties,49592513.55,56359246.37
Machinery Furniture Equipment,326210482.88,326706062.94
Buildings And Improvements,96238304.17,96975595.4
Properties,0.0,0.0
Current Assets,10139442718.74,11252082061.19
Restricted Cash,5538654998.43,6778156567.1
Prepaid Assets,24937677.0,26866747.17
Inventory,1251884.11,409626350.92
Finished Goods,1251884.11,409626350.92
Other Receivables,3392437066.57,3187995721.42
Taxes Receivable,34343966.82,63966816.41
Cash Cash Equivalents And Short Term Investments,1147817125.81,785469858.17
Other Short Term Investments,459537545.46,376949131.71
Cash And Cash Equivalents,688279580.35,408520726.46
Cash Equivalents,688279580.35,408520726.46
