,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,389787.0,6434.0,3412.0
Share Issued,389787.0,6434.0,3412.0
Total Debt,,16240039.0,13040520.0
Tangible Book Value,,24299780.0,18162946.0
Invested Capital,,29427540.0,19932605.0
Working Capital,,13746872.0,4286003.0
Net Tangible Assets,,24299780.0,18162946.0
Capital Lease Obligations,,11356654.0,11533361.0
Common Stock Equity,,24544155.0,18425446.0
Total Capitalization,,28702008.0,18425446.0
Total Equity Gross Minority Interest,,24544155.0,18425446.0
Stockholders Equity,,24544155.0,18425446.0
Gains Losses Not Affecting Retained Earnings,,539585.0,282217.0
Other Equity Adjustments,,539585.0,282217.0
Retained Earnings,,-657455.0,391338.0
Additional Paid In Capital,,24610553.0,17751857.0
Capital Stock,,51472.0,34.0
Common Stock,,51472.0,34.0
Total Liabilities Net Minority Interest,,27018351.0,23350388.0
Total Non Current Liabilities Net Minority Interest,,13293089.0,9207971.0
Long Term Debt And Capital Lease Obligation,,13293089.0,9207971.0
Long Term Capital Lease Obligation,,9135236.0,9207971.0
Long Term Debt,,4157853.0,
Current Liabilities,,13725262.0,14142417.0
Other Current Liabilities,,929801.0,662963.0
Current Deferred Liabilities,,7228151.0,6697964.0
Current Deferred Revenue,,7228151.0,6697964.0
Current Debt And Capital Lease Obligation,,2946950.0,3832549.0
Current Capital Lease Obligation,,2221418.0,2325390.0
Current Debt,,725532.0,1507159.0
Other Current Borrowings,,306956.0,
Line Of Credit,,418576.0,1507159.0
Payables And Accrued Expenses,,2620360.0,2948941.0
Payables,,2620360.0,2948941.0
Dueto Related Parties Current,,2811.0,772489.0
Total Tax Payable,,174290.0,48712.0
Income Tax Payable,,16909.0,7899.0
Accounts Payable,,2443259.0,2127740.0
Total Assets,,51562506.0,41775834.0
Total Non Current Assets,,24090372.0,23347414.0
Non Current Prepaid Assets,,956960.0,1259812.0
Non Current Note Receivables,,,0.0
Investments And Advances,,6359014.0,6359014.0
Goodwill And Other Intangible Assets,,244375.0,262500.0
Other Intangible Assets,,,262500.0
Net PPE,,16530023.0,15466088.0
Accumulated Depreciation,,-3322626.0,-3719660.0
Gross PPE,,19852649.0,19185748.0
Leases,,5371867.0,5959894.0
Construction In Progress,,,0.0
Other Properties,,12370990.0,12177035.0
Machinery Furniture Equipment,,1144155.0,1048819.0
Buildings And Improvements,,965637.0,
Properties,,0.0,0.0
Current Assets,,27472134.0,18428420.0
Prepaid Assets,,1989834.0,1596988.0
Inventory,,712040.0,738773.0
Other Inventories,,140299.0,141030.0
Finished Goods,,144228.0,176468.0
Raw Materials,,427513.0,421275.0
Receivables,,2678105.0,3989896.0
Receivables Adjustments Allowances,,0.0,0.0
Other Receivables,,265263.0,998429.0
Loans Receivable,,0.0,2000000.0
Accounts Receivable,,2412842.0,991467.0
Allowance For Doubtful Accounts Receivable,,0.0,0.0
Gross Accounts Receivable,,2412842.0,991467.0
Cash Cash Equivalents And Short Term Investments,,22092155.0,12102763.0
Cash And Cash Equivalents,,22092155.0,12102763.0
