,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,202476708.0,199415436.0,199415436.0,199415436.0
Share Issued,202476708.0,199415436.0,199415436.0,199415436.0
Net Debt,,27453000.0,,176868000.0
Total Debt,80523000.0,471866000.0,70542000.0,422428000.0
Tangible Book Value,-344026000.0,-339474000.0,-335238000.0,-417647000.0
Invested Capital,458840000.0,874524000.0,500125000.0,775792000.0
Working Capital,54379000.0,6446000.0,-65468000.0,-75121000.0
Net Tangible Assets,-344026000.0,-339474000.0,-335238000.0,-417647000.0
Capital Lease Obligations,54203000.0,49537000.0,40942000.0,37573000.0
Common Stock Equity,432520000.0,452195000.0,470525000.0,390937000.0
Total Capitalization,452223000.0,865500000.0,493687000.0,769546000.0
Total Equity Gross Minority Interest,811224000.0,455225000.0,715737000.0,393447000.0
Minority Interest,378704000.0,3030000.0,245212000.0,2510000.0
Stockholders Equity,432520000.0,452195000.0,470525000.0,390937000.0
Gains Losses Not Affecting Retained Earnings,,,0.0,
Retained Earnings,-23358000.0,-98139000.0,-133674000.0,-247322000.0
Additional Paid In Capital,455857000.0,,604179000.0,
Capital Stock,21000.0,550334000.0,20000.0,638259000.0
Common Stock,21000.0,550334000.0,20000.0,638259000.0
Total Liabilities Net Minority Interest,1145382000.0,1361047000.0,1098418000.0,1084584000.0
Total Non Current Liabilities Net Minority Interest,253111000.0,468208000.0,235798000.0,421157000.0
Other Non Current Liabilities,,,11071000.0,14534000.0
Employee Benefits,,0.0,9474000.0,9130000.0
Tradeand Other Payables Non Current,172344000.0,,163844000.0,
Non Current Deferred Liabilities,14353000.0,12044000.0,8476000.0,0.0
Non Current Deferred Revenue,1289000.0,1362000.0,,0.0
Non Current Deferred Taxes Liabilities,5339000.0,5339000.0,6183000.0,0.0
Long Term Debt And Capital Lease Obligation,59445000.0,449864000.0,52407000.0,406623000.0
Long Term Capital Lease Obligation,39742000.0,36559000.0,29245000.0,28014000.0
Long Term Debt,19703000.0,413305000.0,23162000.0,378609000.0
Long Term Provisions,6969000.0,6300000.0,1597000.0,5404000.0
Current Liabilities,892271000.0,892839000.0,862620000.0,663427000.0
Current Deferred Liabilities,346295000.0,314119000.0,348177000.0,241000000.0
Current Deferred Revenue,346295000.0,308619000.0,342677000.0,241000000.0
Current Debt And Capital Lease Obligation,21078000.0,22002000.0,18135000.0,15805000.0
Current Capital Lease Obligation,14461000.0,12978000.0,11697000.0,9559000.0
Current Debt,6617000.0,9024000.0,6438000.0,6246000.0
Other Current Borrowings,6617000.0,9024000.0,6438000.0,6246000.0
Pensionand Other Post Retirement Benefit Plans Current,91446000.0,106184000.0,54957000.0,43801000.0
Payables And Accrued Expenses,433452000.0,450534000.0,441351000.0,362821000.0
Current Accrued Expenses,8011000.0,15776000.0,107761000.0,19259000.0
Interest Payable,120000.0,2918000.0,11557000.0,10575000.0
Payables,425441000.0,434758000.0,333590000.0,343562000.0
Dueto Related Parties Current,,0.0,3299000.0,4739000.0
Total Tax Payable,12255000.0,11905000.0,,8569000.0
Accounts Payable,413186000.0,422853000.0,330291000.0,330254000.0
Total Assets,1956606000.0,1816272000.0,1814155000.0,1478031000.0
Total Non Current Assets,1009956000.0,916987000.0,1017004000.0,889725000.0
Other Non Current Assets,8373000.0,1123000.0,5030000.0,1742000.0
Non Current Deferred Assets,101302000.0,6052000.0,101666000.0,0.0
Non Current Deferred Taxes Assets,101302000.0,,101666000.0,
Investments And Advances,,3750000.0,,3750000.0
Other Investments,,3750000.0,,3750000.0
Goodwill And Other Intangible Assets,776546000.0,791669000.0,805763000.0,808584000.0
Other Intangible Assets,347511000.0,362390000.0,377723000.0,398578000.0
Goodwill,429035000.0,429279000.0,428040000.0,410006000.0
Net PPE,123735000.0,114393000.0,104545000.0,75649000.0
Accumulated Depreciation,-70010000.0,-61925000.0,-55453000.0,-39342000.0
Gross PPE,193745000.0,176318000.0,159998000.0,114991000.0
Leases,15255000.0,15214000.0,14695000.0,13875000.0
Construction In Progress,1059000.0,3340000.0,4786000.0,1031000.0
Other Properties,177431000.0,157764000.0,140517000.0,100085000.0
Current Assets,946650000.0,899285000.0,797152000.0,588306000.0
Other Current Assets,5531000.0,3898000.0,4199000.0,3952000.0
Current Deferred Assets,13297000.0,17734000.0,18798000.0,25204000.0
Prepaid Assets,97790000.0,51021000.0,73064000.0,13812000.0
Receivables,445121000.0,431756000.0,530235000.0,337351000.0
Other Receivables,2207000.0,5968000.0,9130000.0,9189000.0
Accounts Receivable,285039000.0,269044000.0,382800000.0,277962000.0
Cash Cash Equivalents And Short Term Investments,384911000.0,394876000.0,170856000.0,207987000.0
Cash And Cash Equivalents,384911000.0,394876000.0,170856000.0,207987000.0
