,2025-09-30,2025-03-31
Treasury Shares Number,1146571.0,1146571.0
Ordinary Shares Number,15935239.0,15935239.0
Share Issued,17081810.0,17081810.0
Tangible Book Value,108045000.0,102120000.0
Invested Capital,108045000.0,102120000.0
Working Capital,85064000.0,78771000.0
Net Tangible Assets,108045000.0,102120000.0
Common Stock Equity,108045000.0,102120000.0
Total Capitalization,108045000.0,102120000.0
Total Equity Gross Minority Interest,108045000.0,102120000.0
Stockholders Equity,108045000.0,102120000.0
Gains Losses Not Affecting Retained Earnings,5316000.0,5316000.0
Other Equity Adjustments,5316000.0,5316000.0
Treasury Stock,2821000.0,2821000.0
Retained Earnings,44375000.0,38450000.0
Additional Paid In Capital,7973000.0,7973000.0
Capital Stock,53202000.0,53202000.0
Common Stock,53202000.0,53202000.0
Total Liabilities Net Minority Interest,20166000.0,18088000.0
Total Non Current Liabilities Net Minority Interest,310000.0,371000.0
Non Current Deferred Liabilities,310000.0,371000.0
Non Current Deferred Taxes Liabilities,310000.0,371000.0
Current Liabilities,19856000.0,17717000.0
Current Deferred Liabilities,1855000.0,2058000.0
Current Deferred Revenue,1855000.0,2058000.0
Payables And Accrued Expenses,18001000.0,15659000.0
Current Accrued Expenses,9546000.0,8793000.0
Payables,8455000.0,6866000.0
Total Tax Payable,1192000.0,1126000.0
Income Tax Payable,1192000.0,1126000.0
Accounts Payable,7263000.0,5740000.0
Total Assets,128211000.0,120208000.0
Total Non Current Assets,23291000.0,23720000.0
Non Current Deferred Assets,337000.0,335000.0
Non Current Deferred Taxes Assets,337000.0,335000.0
Investments And Advances,0.0,0.0
Investmentin Financial Assets,0.0,0.0
Net PPE,22954000.0,23385000.0
Accumulated Depreciation,,-58212000.0
Gross PPE,,81597000.0
Leases,,4565000.0
Machinery Furniture Equipment,,44799000.0
Land And Improvements,,32233000.0
Properties,,0.0
Current Assets,104920000.0,96488000.0
Other Current Assets,1221000.0,897000.0
Prepaid Assets,,493000.0
Inventory,10130000.0,9462000.0
Finished Goods,1072000.0,843000.0
Work In Process,2979000.0,2602000.0
Raw Materials,6079000.0,6017000.0
Receivables,13901000.0,10136000.0
Other Receivables,,222000.0
Accounts Receivable,13901000.0,9914000.0
Allowance For Doubtful Accounts Receivable,,-24000.0
Gross Accounts Receivable,,9938000.0
Cash Cash Equivalents And Short Term Investments,79668000.0,75500000.0
Other Short Term Investments,56286000.0,47367000.0
Cash And Cash Equivalents,23382000.0,28133000.0
