,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,17155000.0,17155000.0,17000000.0
Share Issued,17155000.0,17155000.0,17000000.0
Net Debt,3394533.0,,
Total Debt,211161333.0,217566708.0,188284758.0
Tangible Book Value,47423069.0,68142610.0,28543464.0
Invested Capital,198532727.0,221178223.0,142411184.0
Working Capital,74853442.0,82807771.0,-36332594.0
Net Tangible Assets,47423069.0,68142610.0,28543464.0
Capital Lease Obligations,60051675.0,64531095.0,74417038.0
Common Stock Equity,47423069.0,68142610.0,28543464.0
Total Capitalization,136371491.0,154971954.0,56548337.0
Total Equity Gross Minority Interest,47423069.0,68142610.0,28543464.0
Stockholders Equity,47423069.0,68142610.0,28543464.0
Gains Losses Not Affecting Retained Earnings,71366343.0,48212.0,-32579.0
Other Equity Adjustments,71382519.0,9979.0,9979.0
Foreign Currency Translation Adjustments,-16176.0,38233.0,-42558.0
Retained Earnings,-24010190.0,-3345058.0,28517543.0
Additional Paid In Capital,,71372540.0,
Capital Stock,66916.0,66916.0,58500.0
Common Stock,66916.0,66916.0,58500.0
Total Liabilities Net Minority Interest,256606093.0,260972769.0,279771542.0
Total Non Current Liabilities Net Minority Interest,121143549.0,121724523.0,67053168.0
Long Term Debt And Capital Lease Obligation,117513549.0,118694523.0,64273168.0
Long Term Capital Lease Obligation,28565127.0,31865179.0,36268295.0
Long Term Debt,88948422.0,86829344.0,28004873.0
Long Term Provisions,3630000.0,3030000.0,2780000.0
Current Liabilities,135462544.0,139248246.0,212718374.0
Current Debt And Capital Lease Obligation,93647784.0,98872185.0,124011590.0
Current Capital Lease Obligation,31486548.0,32665916.0,38148743.0
Current Debt,62161236.0,66206269.0,85862847.0
Other Current Borrowings,,,15677958.0
Line Of Credit,62161236.0,66206269.0,70184889.0
Current Provisions,1670000.0,2270000.0,2520000.0
Payables And Accrued Expenses,40144760.0,38106061.0,86186784.0
Current Accrued Expenses,17641133.0,15484880.0,19335471.0
Payables,22503627.0,22621181.0,66851313.0
Other Payable,9533568.0,5328485.0,5740176.0
Dueto Related Parties Current,402561.0,530289.0,42739335.0
Total Tax Payable,0.0,2899790.0,1714898.0
Accounts Payable,12567498.0,13862617.0,16656904.0
Total Assets,304029162.0,329115379.0,308315006.0
Total Non Current Assets,93713176.0,107059362.0,131929226.0
Non Current Prepaid Assets,12586949.0,11545296.0,10898645.0
Non Current Deferred Assets,7656645.0,10579649.0,8968929.0
Non Current Deferred Taxes Assets,7656645.0,10579649.0,8968929.0
Net PPE,73469582.0,84934417.0,112061652.0
Accumulated Depreciation,-289946042.0,-255756742.0,-271447548.0
Gross PPE,363415624.0,340691159.0,383509200.0
Leases,337287732.0,314354795.0,357463458.0
Machinery Furniture Equipment,26127892.0,26336364.0,26045742.0
Properties,0.0,0.0,0.0
Current Assets,210315986.0,222056017.0,176385780.0
Assets Held For Sale Current,,,0.0
Prepaid Assets,17862709.0,16128141.0,17993090.0
Inventory,23456709.0,16921960.0,20351116.0
Finished Goods,23456709.0,16921960.0,20351116.0
Receivables,21281443.0,19148384.0,20705564.0
Other Receivables,7017.0,7017.0,7017.0
Duefrom Related Parties Current,15983658.0,13814638.0,17378700.0
Taxes Receivable,1885920.0,,0.0
Accounts Receivable,3404848.0,5326729.0,3319847.0
Cash Cash Equivalents And Short Term Investments,147715125.0,169857532.0,117336010.0
Cash And Cash Equivalents,147715125.0,169857532.0,117336010.0
Cash Equivalents,31455679.0,,0.0
Cash Financial,116259446.0,169857532.0,117336010.0
