,2025-12-31,2024-12-31
Ordinary Shares Number,1832360.0,1752950.0
Share Issued,1832360.0,1752950.0
Net Debt,3478000.0,1077000.0
Total Debt,4195000.0,2683000.0
Tangible Book Value,7399000.0,14366000.0
Invested Capital,11079000.0,16481000.0
Working Capital,6360000.0,10293000.0
Net Tangible Assets,7399000.0,14366000.0
Capital Lease Obligations,515000.0,568000.0
Common Stock Equity,7399000.0,14366000.0
Total Capitalization,7399000.0,14366000.0
Total Equity Gross Minority Interest,7399000.0,14366000.0
Stockholders Equity,7399000.0,14366000.0
Gains Losses Not Affecting Retained Earnings,-513000.0,-542000.0
Other Equity Adjustments,-513000.0,-542000.0
Retained Earnings,-44283000.0,-37231000.0
Additional Paid In Capital,52192000.0,52137000.0
Capital Stock,3000.0,2000.0
Common Stock,3000.0,2000.0
Preferred Stock,,0.0
Total Liabilities Net Minority Interest,5315000.0,4168000.0
Total Non Current Liabilities Net Minority Interest,432000.0,486000.0
Long Term Debt And Capital Lease Obligation,432000.0,486000.0
Long Term Capital Lease Obligation,432000.0,486000.0
Current Liabilities,4883000.0,3682000.0
Current Deferred Liabilities,10000.0,870000.0
Current Deferred Revenue,10000.0,870000.0
Current Debt And Capital Lease Obligation,3763000.0,2197000.0
Current Capital Lease Obligation,83000.0,82000.0
Current Debt,3680000.0,2115000.0
Other Current Borrowings,3680000.0,2115000.0
Payables And Accrued Expenses,1110000.0,615000.0
Current Accrued Expenses,102000.0,113000.0
Payables,1008000.0,502000.0
Other Payable,287000.0,55000.0
Total Tax Payable,6000.0,9000.0
Accounts Payable,715000.0,438000.0
Total Assets,12714000.0,18534000.0
Total Non Current Assets,1471000.0,4559000.0
Other Non Current Assets,,3080000.0
Goodwill And Other Intangible Assets,,0.0
Net PPE,1471000.0,4559000.0
Accumulated Depreciation,-3846000.0,-3450000.0
Gross PPE,5317000.0,8009000.0
Construction In Progress,,0.0
Other Properties,2210000.0,3733000.0
Machinery Furniture Equipment,3107000.0,4276000.0
Current Assets,11243000.0,13975000.0
Other Current Assets,9558000.0,10073000.0
Restricted Cash,0.0,41000.0
Prepaid Assets,62000.0,1106000.0
Inventory,63000.0,772000.0
Other Inventories,,6000.0
Finished Goods,63000.0,766000.0
Receivables,1313000.0,925000.0
Receivables Adjustments Allowances,,0.0
Taxes Receivable,1020000.0,688000.0
Accounts Receivable,293000.0,237000.0
Cash Cash Equivalents And Short Term Investments,247000.0,1058000.0
Other Short Term Investments,45000.0,20000.0
Cash And Cash Equivalents,202000.0,1038000.0
