,2025-10-31,2025-04-30,2024-10-31
Ordinary Shares Number,28053801.0,28053801.0,28053801.0
Share Issued,28053801.0,,28053801.0
Net Debt,118624673.0,118733617.0,118765464.0
Total Debt,119000000.0,,119000000.0
Tangible Book Value,281934888.0,,279082978.0
Invested Capital,400934888.0,392669933.0,398082978.0
Net Tangible Assets,281934888.0,,279082978.0
Common Stock Equity,281934888.0,,279082978.0
Total Capitalization,400934888.0,,398082978.0
Total Equity Gross Minority Interest,281934888.0,273669933.0,279082978.0
Stockholders Equity,281934888.0,273669933.0,279082978.0
Retained Earnings,-79076234.0,,-85796152.0
Capital Stock,361011122.0,364879130.0,364879130.0
Common Stock,361011122.0,364879130.0,364879130.0
Total Liabilities Net Minority Interest,126609432.0,,125685729.0
Long Term Debt And Capital Lease Obligation,119000000.0,119000000.0,119000000.0
Payables,6742227.0,,6376399.0
Other Payable,1218106.0,770939.0,578092.0
Total Tax Payable,71479.0,12837.0,10368.0
Accounts Payable,5452642.0,,5787939.0
Total Assets,408544320.0,,404768707.0
Investments And Advances,400197689.0,391398499.0,395824126.0
Investmentin Financial Assets,400197689.0,391398499.0,395824126.0
Available For Sale Securities,9517873.0,,15973967.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,390679816.0,,379850159.0
Receivables,7958236.0,,8677993.0
Cash And Cash Equivalents,375327.0,,234536.0
Cash Financial,375327.0,,234536.0
Cash Cash Equivalents And Federal Funds Sold,375327.0,,234536.0
