,2025-12-31,2024-12-31
Ordinary Shares Number,1765256.0,1762500.0
Share Issued,1765256.0,1762500.0
Total Debt,200935.0,75727.0
Tangible Book Value,124607595.0,156635503.0
Invested Capital,174429049.0,235566488.0
Working Capital,63962120.0,63722757.0
Net Tangible Assets,124607595.0,156635503.0
Capital Lease Obligations,200935.0,75727.0
Common Stock Equity,174429049.0,235566488.0
Total Capitalization,174429049.0,235566488.0
Total Equity Gross Minority Interest,174429449.0,235566888.0
Minority Interest,400.0,400.0
Stockholders Equity,174429049.0,235566488.0
Gains Losses Not Affecting Retained Earnings,151120254.0,245891.0
Foreign Currency Translation Adjustments,,245891.0
Retained Earnings,,47436519.0
Additional Paid In Capital,,164575283.0
Capital Stock,23308795.0,23308795.0
Common Stock,23308795.0,23308795.0
Total Liabilities Net Minority Interest,42296589.0,68733436.0
Total Non Current Liabilities Net Minority Interest,6974852.0,6286192.0
Non Current Deferred Liabilities,6849178.0,6286192.0
Non Current Deferred Taxes Liabilities,6849178.0,6286192.0
Long Term Debt And Capital Lease Obligation,125674.0,0.0
Long Term Capital Lease Obligation,125674.0,0.0
Current Liabilities,35321737.0,62447244.0
Current Deferred Liabilities,34460000.0,14000000.0
Current Deferred Revenue,34460000.0,14000000.0
Current Debt And Capital Lease Obligation,75261.0,75727.0
Current Capital Lease Obligation,75261.0,75727.0
Payables And Accrued Expenses,786476.0,48371517.0
Current Accrued Expenses,761562.0,1390298.0
Payables,24914.0,46981219.0
Other Payable,,66027.0
Total Tax Payable,20864.0,15192.0
Accounts Payable,4050.0,46900000.0
Total Assets,216726038.0,304300324.0
Total Non Current Assets,117442181.0,178130323.0
Goodwill And Other Intangible Assets,49821454.0,78930985.0
Other Intangible Assets,27671344.0,49046448.0
Goodwill,22150110.0,29884537.0
Net PPE,67620727.0,99199338.0
Accumulated Depreciation,-91513892.0,-59683934.0
Gross PPE,159134619.0,158883272.0
Machinery Furniture Equipment,158379999.0,158380000.0
Buildings And Improvements,754620.0,503272.0
Properties,0.0,0.0
Current Assets,99283857.0,126170001.0
Restricted Cash,,20862498.0
Prepaid Assets,66841393.0,436795.0
Inventory,,26000000.0
Finished Goods,,26000000.0
Receivables,166310.0,76667710.0
Other Receivables,128544.0,
Taxes Receivable,37766.0,17710.0
Accounts Receivable,0.0,76650000.0
Allowance For Doubtful Accounts Receivable,0.0,0.0
Gross Accounts Receivable,0.0,76650000.0
Cash Cash Equivalents And Short Term Investments,32276154.0,2202998.0
Cash And Cash Equivalents,32276154.0,2202998.0
Cash Equivalents,15447000.0,
Cash Financial,16829154.0,2202998.0
