,2025-10-31,2025-04-30,2024-10-31
Ordinary Shares Number,80025019.0,79140284.0,75582242.0
Share Issued,80025019.0,79140284.0,75582242.0
Net Debt,301650000.0,313900000.0,340900000.0
Total Debt,301650000.0,313900000.0,340900000.0
Tangible Book Value,885187638.0,779401793.0,819582208.0
Invested Capital,1186837638.0,1093301793.0,1160482208.0
Net Tangible Assets,885187638.0,779401793.0,819582208.0
Common Stock Equity,885187638.0,779401793.0,819582208.0
Total Capitalization,1186837638.0,1093301793.0,1160482208.0
Total Equity Gross Minority Interest,885187638.0,779401793.0,819582208.0
Stockholders Equity,885187638.0,779401793.0,819582208.0
Retained Earnings,37941859.0,-113892469.0,-51587315.0
Capital Stock,847245779.0,893294262.0,871169523.0
Common Stock,847245779.0,893294262.0,871169523.0
Total Liabilities Net Minority Interest,443895117.0,479674417.0,494924155.0
Preferred Securities Outside Stock Equity,132287284.0,143872435.0,143763808.0
Derivative Product Liabilities,0.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,301650000.0,313900000.0,340900000.0
Payables,9688578.0,21711930.0,10065794.0
Other Payable,2359960.0,2483399.0,2698961.0
Accounts Payable,7328618.0,19228531.0,7366833.0
Total Assets,1329082755.0,1259076210.0,1314506363.0
Investments And Advances,1285645623.0,1174313230.0,1274581172.0
Investmentin Financial Assets,1285645623.0,1174313230.0,1274581172.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,1285379019.0,1174302720.0,1273710762.0
Prepaid Assets,463877.0,522623.0,504272.0
Receivables,7606469.0,9978668.0,11472767.0
Cash Cash Equivalents And Federal Funds Sold,35097531.0,74071637.0,27753599.0
