,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2025-02-28
Ordinary Shares Number,25000000.0,25000000.0,25000000.0,25750000.0,25000000.0,
Share Issued,25000000.0,25000000.0,25000000.0,25750000.0,25000000.0,
Tangible Book Value,206039491.0,204437625.0,202387776.0,25000.0,25000.0,
Invested Capital,206039491.0,204437625.0,202387776.0,25000.0,25000.0,
Working Capital,437297.0,404679.0,319078.0,-859292.0,-296197.0,
Net Tangible Assets,206039491.0,204437625.0,202387776.0,25000.0,25000.0,
Common Stock Equity,206039491.0,204437625.0,202387776.0,25000.0,25000.0,
Total Capitalization,206039491.0,204437625.0,202387776.0,25000.0,25000.0,
Total Equity Gross Minority Interest,206039491.0,204437625.0,202387776.0,25000.0,25000.0,
Stockholders Equity,206039491.0,204437625.0,202387776.0,25000.0,25000.0,
Retained Earnings,436797.0,404179.0,318578.0,0.0,0.0,
Additional Paid In Capital,0.0,0.0,0.0,24425.0,24425.0,
Capital Stock,205602694.0,204033446.0,202069198.0,575.0,575.0,
Common Stock,205602694.0,204033446.0,202069198.0,575.0,575.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,257418.0,169138.0,397840.0,932884.0,309099.0,
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0,0.0,0.0,
Current Liabilities,257418.0,169138.0,397840.0,932884.0,309099.0,
Payables And Accrued Expenses,257418.0,169138.0,397840.0,932884.0,309099.0,
Current Accrued Expenses,167418.0,109138.0,367840.0,632884.0,309099.0,
Payables,90000.0,60000.0,30000.0,300000.0,,
Dueto Related Parties Current,90000.0,60000.0,30000.0,300000.0,,
Total Assets,206296909.0,204606763.0,202785616.0,957884.0,334099.0,
Total Non Current Assets,205602194.0,204032946.0,202068698.0,884292.0,321197.0,
Other Non Current Assets,205602194.0,204032946.0,202068698.0,,,
Non Current Deferred Assets,,,,884292.0,321197.0,200371.0
Current Assets,694715.0,573817.0,716918.0,73592.0,12902.0,
Prepaid Assets,286628.0,269241.0,317147.0,,12902.0,12902.0
Cash Cash Equivalents And Short Term Investments,408087.0,304576.0,399771.0,73592.0,,
Cash And Cash Equivalents,408087.0,304576.0,399771.0,73592.0,,
Cash Financial,408087.0,304576.0,399771.0,73592.0,,
