,2026-03-31,2025-12-31,2025-09-30,2025-03-31
Ordinary Shares Number,23437500.0,23437500.0,20400000.0,20400000.0
Share Issued,23437500.0,23437500.0,20400000.0,20400000.0
Net Debt,,,253521.0,118777.0
Total Debt,,,255932.0,122482.0
Tangible Book Value,167930349.0,166566306.0,-101046.0,-42984.0
Invested Capital,167930349.0,166566306.0,154886.0,79498.0
Working Capital,483643.0,629375.0,-286245.0,-229929.0
Net Tangible Assets,167930349.0,166566306.0,-101046.0,-42984.0
Common Stock Equity,167930349.0,166566306.0,-101046.0,-42984.0
Total Capitalization,167930349.0,166566306.0,-101046.0,-42984.0
Total Equity Gross Minority Interest,167930349.0,166566306.0,-101046.0,-42984.0
Stockholders Equity,167930349.0,166566306.0,-101046.0,-42984.0
Retained Earnings,-6365101.0,-6200619.0,-126046.0,-67984.0
Additional Paid In Capital,0.0,0.0,24431.0,24431.0
Capital Stock,174295450.0,172766925.0,569.0,569.0
Common Stock,174295450.0,172766925.0,569.0,569.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,7089489.0,7073390.0,288656.0,233634.0
Total Non Current Liabilities Net Minority Interest,6900000.0,6900000.0,0.0,0.0
Non Current Deferred Liabilities,6900000.0,6900000.0,,
Current Liabilities,189489.0,173390.0,288656.0,233634.0
Current Debt And Capital Lease Obligation,,,255932.0,122482.0
Current Debt,,,255932.0,122482.0
Other Current Borrowings,,,255932.0,122482.0
Payables And Accrued Expenses,189489.0,173390.0,32724.0,111152.0
Current Accrued Expenses,162489.0,166390.0,32724.0,111152.0
Payables,27000.0,7000.0,,
Dueto Related Parties Current,27000.0,7000.0,,
Total Assets,175019838.0,173639696.0,187610.0,190650.0
Total Non Current Assets,174346706.0,172836931.0,185199.0,186945.0
Other Non Current Assets,174294831.0,172766306.0,,
Non Current Prepaid Assets,51875.0,70625.0,,
Non Current Deferred Assets,,0.0,185199.0,186945.0
Current Assets,673132.0,802765.0,2411.0,3705.0
Prepaid Assets,143354.0,75000.0,0.0,0.0
Receivables,34258.0,34258.0,,
Duefrom Related Parties Current,34258.0,34258.0,,
Cash Cash Equivalents And Short Term Investments,495520.0,693507.0,2411.0,3705.0
Cash And Cash Equivalents,495520.0,693507.0,2411.0,3705.0
Cash Financial,495520.0,693507.0,2411.0,3705.0
