,2025-09-30,2025-03-31
Ordinary Shares Number,563338.0,563338.0
Share Issued,563338.0,563338.0
Total Debt,9256919.0,7730786.0
Tangible Book Value,55832725.0,54918170.0
Invested Capital,65386429.0,62915739.0
Working Capital,40429745.0,41610393.0
Net Tangible Assets,55832725.0,54918170.0
Common Stock Equity,56129510.0,55184953.0
Total Capitalization,56129510.0,57252008.0
Total Equity Gross Minority Interest,56129510.0,55184953.0
Stockholders Equity,56129510.0,55184953.0
Gains Losses Not Affecting Retained Earnings,626013.0,-705844.0
Other Equity Adjustments,626013.0,-705844.0
Retained Earnings,-13843623.0,-13456323.0
Additional Paid In Capital,63009567.0,63009567.0
Capital Stock,6337553.0,6337553.0
Common Stock,6337553.0,6337553.0
Total Liabilities Net Minority Interest,13173930.0,25482206.0
Total Non Current Liabilities Net Minority Interest,0.0,2067055.0
Long Term Debt And Capital Lease Obligation,,2067055.0
Long Term Debt,,2067055.0
Current Liabilities,13173930.0,23415151.0
Current Deferred Liabilities,40708.0,
Current Deferred Revenue,40708.0,
Current Debt And Capital Lease Obligation,9256919.0,5663731.0
Current Debt,9256919.0,5663731.0
Other Current Borrowings,2107038.0,
Line Of Credit,7149881.0,5663731.0
Payables And Accrued Expenses,3876303.0,17751420.0
Current Accrued Expenses,262621.0,1646095.0
Payables,3613682.0,16105325.0
Other Payable,856572.0,
Dueto Related Parties Current,446545.0,8585187.0
Total Tax Payable,640780.0,119483.0
Accounts Payable,1669785.0,7400655.0
Total Assets,69303440.0,80667159.0
Total Non Current Assets,15699765.0,15641615.0
Investments And Advances,702346.0,689018.0
Investmentin Financial Assets,702346.0,689018.0
Available For Sale Securities,702346.0,689018.0
Goodwill And Other Intangible Assets,296785.0,266783.0
Other Intangible Assets,296785.0,
Net PPE,14700634.0,14685814.0
Accumulated Depreciation,-6903753.0,
Gross PPE,21604387.0,14685814.0
Construction In Progress,11152539.0,11396709.0
Other Properties,,3289105.0
Machinery Furniture Equipment,2867936.0,
Buildings And Improvements,7583912.0,
Properties,0.0,
Current Assets,53603675.0,65025544.0
Other Current Assets,39937.0,39179.0
Prepaid Assets,4592516.0,621832.0
Inventory,2193179.0,3565953.0
Inventories Adjustments Allowances,-122739.0,
Finished Goods,1608488.0,
Raw Materials,707430.0,
Receivables,13186018.0,13525729.0
Other Receivables,177901.0,3355316.0
Accounts Receivable,13008117.0,10170413.0
Allowance For Doubtful Accounts Receivable,-18214.0,
Gross Accounts Receivable,13026331.0,
Cash Cash Equivalents And Short Term Investments,33592025.0,47272851.0
Cash And Cash Equivalents,33592025.0,47272851.0
Cash Financial,33592025.0,47272851.0
