,2026-03-31,2025-07-31
Ordinary Shares Number,25000000.0,25000000.0
Share Issued,25000000.0,25000000.0
Net Debt,,72445.0
Total Debt,,72445.0
Tangible Book Value,192886047.0,6904.0
Invested Capital,192886047.0,79349.0
Working Capital,1155053.0,-111939.0
Net Tangible Assets,192886047.0,6904.0
Common Stock Equity,192886047.0,6904.0
Total Capitalization,192886047.0,6904.0
Total Equity Gross Minority Interest,192886047.0,6904.0
Stockholders Equity,192886047.0,6904.0
Retained Earnings,-7133985.0,-18096.0
Additional Paid In Capital,0.0,24425.0
Capital Stock,200020032.0,575.0
Common Stock,200020032.0,575.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,8412816.0,140051.0
Total Non Current Liabilities Net Minority Interest,8288538.0,0.0
Tradeand Other Payables Non Current,8000000.0,
Non Current Deferred Liabilities,288538.0,
Current Liabilities,124278.0,140051.0
Current Debt And Capital Lease Obligation,,72445.0
Current Debt,,72445.0
Other Current Borrowings,,72445.0
Payables And Accrued Expenses,124278.0,67606.0
Current Accrued Expenses,124278.0,67606.0
Total Assets,201298863.0,146955.0
Total Non Current Assets,200019532.0,118843.0
Other Non Current Assets,200019532.0,
Non Current Deferred Assets,0.0,118843.0
Current Assets,1279331.0,28112.0
Prepaid Assets,40921.0,28112.0
Cash Cash Equivalents And Short Term Investments,1238410.0,
Cash And Cash Equivalents,1238410.0,
Cash Financial,1238410.0,
