,2025-12-31,2025-06-30
Ordinary Shares Number,402628.0,402628.0
Share Issued,402628.0,402628.0
Total Debt,21000.0,
Tangible Book Value,952000.0,
Invested Capital,8543000.0,
Working Capital,1910000.0,
Net Tangible Assets,952000.0,
Capital Lease Obligations,21000.0,
Common Stock Equity,8543000.0,
Total Capitalization,8543000.0,
Total Equity Gross Minority Interest,9290000.0,
Minority Interest,747000.0,
Stockholders Equity,8543000.0,
Retained Earnings,-61289000.0,
Additional Paid In Capital,69832000.0,
Capital Stock,0.0,
Common Stock,0.0,
Total Liabilities Net Minority Interest,2708000.0,
Total Non Current Liabilities Net Minority Interest,267000.0,
Non Current Deferred Liabilities,267000.0,
Non Current Deferred Taxes Liabilities,267000.0,
Current Liabilities,2441000.0,
Current Debt And Capital Lease Obligation,21000.0,
Current Capital Lease Obligation,21000.0,
Pensionand Other Post Retirement Benefit Plans Current,339000.0,
Payables And Accrued Expenses,2081000.0,
Current Accrued Expenses,1868000.0,
Payables,213000.0,
Accounts Payable,213000.0,
Total Assets,11998000.0,
Total Non Current Assets,7647000.0,
Goodwill And Other Intangible Assets,7591000.0,
Other Intangible Assets,7405000.0,
Goodwill,186000.0,
Net PPE,56000.0,
Gross PPE,56000.0,
Other Properties,30000.0,
Buildings And Improvements,26000.0,
Properties,0.0,
Current Assets,4351000.0,
Other Current Assets,7000.0,
Restricted Cash,25000.0,
Prepaid Assets,36000.0,
Receivables,142000.0,
Other Receivables,142000.0,
Cash Cash Equivalents And Short Term Investments,4141000.0,
Other Short Term Investments,1016000.0,
Cash And Cash Equivalents,3125000.0,
