,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,3200154.0,160154.0,6952.0
Share Issued,3200154.0,160154.0,6952.0
Total Debt,1437184.0,,1377388.0
Tangible Book Value,320198274.0,,225106428.0
Invested Capital,320198274.0,,225107259.0
Working Capital,255307076.0,,157742755.0
Net Tangible Assets,320198274.0,,225106428.0
Capital Lease Obligations,1437184.0,,1377388.0
Common Stock Equity,320198274.0,,225107259.0
Total Capitalization,320198274.0,,225107259.0
Total Equity Gross Minority Interest,322198037.0,,225087306.0
Minority Interest,1999763.0,,-19953.0
Stockholders Equity,320198274.0,,225107259.0
Gains Losses Not Affecting Retained Earnings,-3033330.0,,-7360280.0
Other Equity Adjustments,-3033330.0,,-7360280.0
Retained Earnings,-24160913.0,,-24418619.0
Additional Paid In Capital,343392327.0,,256877468.0
Capital Stock,4000190.0,,8690.0
Common Stock,4000190.0,,8690.0
Total Liabilities Net Minority Interest,10269530.0,,10974474.0
Total Non Current Liabilities Net Minority Interest,1752655.0,,1697618.0
Non Current Deferred Liabilities,397423.0,,397423.0
Non Current Deferred Taxes Liabilities,397423.0,,397423.0
Long Term Debt And Capital Lease Obligation,1355232.0,,1300195.0
Long Term Capital Lease Obligation,1355232.0,,1300195.0
Current Liabilities,8516875.0,,9276856.0
Current Deferred Liabilities,455305.0,,499059.0
Current Deferred Revenue,455305.0,,499059.0
Current Debt And Capital Lease Obligation,81952.0,,77193.0
Current Capital Lease Obligation,81952.0,,77193.0
Payables And Accrued Expenses,7979618.0,,8700604.0
Payables,7979618.0,,8700604.0
Dueto Related Parties Current,2568941.0,,1810037.0
Total Tax Payable,51672.0,,31871.0
Accounts Payable,5359005.0,,6858696.0
Total Assets,332467567.0,,236061780.0
Total Non Current Assets,68643616.0,,69042169.0
Other Non Current Assets,60355679.0,,60353162.0
Goodwill And Other Intangible Assets,,,831.0
Other Intangible Assets,,,831.0
Net PPE,8287937.0,,8688176.0
Gross PPE,8287937.0,,8688176.0
Other Properties,8287937.0,,8688176.0
Current Assets,263823951.0,,167019611.0
Restricted Cash,0.0,,69556.0
Prepaid Assets,1111615.0,,2761174.0
Inventory,,,0.0
Receivables,3461.0,,31947931.0
Duefrom Related Parties Current,0.0,,
Loans Receivable,0.0,,31930000.0
Accounts Receivable,3461.0,,17931.0
Cash Cash Equivalents And Short Term Investments,262708875.0,,132240950.0
Cash And Cash Equivalents,262708875.0,,132240950.0
