,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,182465260.0,182465260.0,181068106.0,181068106.0,181068106.0,
Share Issued,182465260.0,182465260.0,181068106.0,181068106.0,181068106.0,
Total Debt,129230000.0,135382000.0,130923000.0,139255000.0,141152000.0,
Tangible Book Value,707889000.0,697626000.0,626777000.0,661779000.0,800633000.0,
Invested Capital,1208008000.0,1181277000.0,1110402000.0,1170950000.0,1267731000.0,
Working Capital,617728000.0,607824000.0,543002000.0,583924000.0,724052000.0,
Net Tangible Assets,707889000.0,697626000.0,626777000.0,661779000.0,800633000.0,
Capital Lease Obligations,129230000.0,135382000.0,130923000.0,139255000.0,141152000.0,
Common Stock Equity,1208008000.0,1181277000.0,1110402000.0,1170950000.0,1267731000.0,
Total Capitalization,1208008000.0,1181277000.0,1110402000.0,1170950000.0,1267731000.0,
Total Equity Gross Minority Interest,1208008000.0,1181277000.0,1110402000.0,1170950000.0,1267731000.0,
Stockholders Equity,1208008000.0,1181277000.0,1110402000.0,1170950000.0,1267731000.0,
Other Equity Interest,,,1000.0,,,
Retained Earnings,-1122556000.0,-1144964000.0,-1227115000.0,-1175777000.0,-1088567000.0,
Additional Paid In Capital,2337807000.0,2337807000.0,2337807000.0,2337807000.0,2337807000.0,
Capital Stock,1183000.0,1183000.0,1174000.0,1174000.0,1174000.0,
Common Stock,1183000.0,1183000.0,1174000.0,1174000.0,1174000.0,
Total Liabilities Net Minority Interest,921970000.0,942778000.0,853029000.0,787320000.0,742343000.0,
Total Non Current Liabilities Net Minority Interest,121422000.0,127907000.0,126703000.0,134450000.0,137640000.0,
Other Non Current Liabilities,697000.0,673000.0,695000.0,734000.0,1000.0,
Non Current Deferred Taxes Liabilities,24576000.0,23904000.0,20301000.0,19352000.0,19930000.0,
Long Term Debt And Capital Lease Obligation,96149000.0,103330000.0,105707000.0,114364000.0,117709000.0,
Long Term Capital Lease Obligation,96149000.0,103330000.0,105707000.0,114364000.0,117709000.0,
Current Liabilities,800548000.0,814871000.0,726326000.0,652870000.0,604703000.0,
Other Current Liabilities,123442000.0,1000.0,,-1000.0,-3000.0,1000.0
Current Debt And Capital Lease Obligation,33081000.0,32052000.0,25216000.0,24891000.0,23443000.0,
Current Capital Lease Obligation,33081000.0,32052000.0,25216000.0,24891000.0,23443000.0,
Current Provisions,,,,,3079000.0,
Payables,233641000.0,404229000.0,272579000.0,297430000.0,292627000.0,
Other Payable,,55454000.0,89286000.0,138371000.0,45498000.0,89882000.0
Total Tax Payable,3743000.0,87441000.0,2551000.0,1738000.0,72402000.0,
Accounts Payable,229898000.0,261334000.0,180742000.0,157321000.0,174727000.0,
Total Assets,2129978000.0,2124055000.0,1963431000.0,1958270000.0,2010074000.0,
Total Non Current Assets,711702000.0,701360000.0,694103000.0,721476000.0,681319000.0,
Other Non Current Assets,,-4000.0,1000.0,,-2000.0,
Non Current Prepaid Assets,,3482000.0,,,2471000.0,
Non Current Deferred Taxes Assets,74910000.0,73880000.0,70548000.0,67523000.0,66939000.0,
Investmentin Financial Assets,9816000.0,0.0,13796000.0,3447000.0,550000.0,
Available For Sale Securities,,,,,550000.0,
Goodwill And Other Intangible Assets,500119000.0,483651000.0,483625000.0,509171000.0,467098000.0,
Other Intangible Assets,106396000.0,103079000.0,90177000.0,95065000.0,97180000.0,
Goodwill,393723000.0,380572000.0,393448000.0,414106000.0,369918000.0,
Net PPE,126857000.0,133638000.0,126133000.0,141335000.0,144263000.0,
Accumulated Depreciation,,-8303000.0,,,-3785000.0,
Gross PPE,126857000.0,141941000.0,126133000.0,141335000.0,148048000.0,
Other Properties,126857000.0,17449000.0,126133000.0,141335000.0,5546000.0,
Buildings And Improvements,,124492000.0,,,142502000.0,
Properties,,0.0,,,0.0,
Current Assets,1418276000.0,1422695000.0,1269328000.0,1236794000.0,1328755000.0,
Other Current Assets,-1000.0,-1000.0,,,-2000.0,
Prepaid Assets,,18157000.0,,,18013000.0,
Other Receivables,152292000.0,120222000.0,113775000.0,86469000.0,41464000.0,
Accounts Receivable,664456000.0,694983000.0,583238000.0,498279000.0,555576000.0,
Allowance For Doubtful Accounts Receivable,,-20318000.0,,,-15138000.0,
Gross Accounts Receivable,,715301000.0,,,570714000.0,
Cash Cash Equivalents And Short Term Investments,601529000.0,589334000.0,572315000.0,652046000.0,713704000.0,
Cash And Cash Equivalents,601529000.0,589334000.0,572315000.0,652046000.0,713704000.0,
