,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,38333333.0,29018333.0,29018333.0
Share Issued,38333333.0,29018333.0,29018333.0
Net Debt,,101085.0,25025.0
Total Debt,,101085.0,25025.0
Tangible Book Value,280557032.0,-33024.0,-2414.0
Invested Capital,280557032.0,68061.0,22611.0
Working Capital,851100.0,-151119.0,-30024.0
Net Tangible Assets,280557032.0,-33024.0,-2414.0
Common Stock Equity,280557032.0,-33024.0,-2414.0
Total Capitalization,280557032.0,-33024.0,-2414.0
Total Equity Gross Minority Interest,280557032.0,-33024.0,-2414.0
Stockholders Equity,280557032.0,-33024.0,-2414.0
Retained Earnings,-9131426.0,-58024.0,-27414.0
Additional Paid In Capital,0.0,24042.0,24042.0
Capital Stock,289688458.0,958.0,958.0
Common Stock,289688458.0,958.0,958.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,10245723.0,156835.0,55024.0
Total Non Current Liabilities Net Minority Interest,10062500.0,0.0,0.0
Non Current Deferred Liabilities,10062500.0,,
Current Liabilities,183223.0,156835.0,55024.0
Current Debt And Capital Lease Obligation,,101085.0,25025.0
Current Debt,,101085.0,25025.0
Other Current Borrowings,,101085.0,25025.0
Payables And Accrued Expenses,183223.0,55750.0,29999.0
Current Accrued Expenses,75000.0,55750.0,29999.0
Payables,108223.0,,
Accounts Payable,108223.0,,
Total Assets,290802755.0,123811.0,52610.0
Total Non Current Assets,289768432.0,118095.0,27610.0
Other Non Current Assets,289687424.0,,
Non Current Prepaid Assets,81008.0,,
Non Current Deferred Assets,0.0,118095.0,27610.0
Current Assets,1034323.0,5716.0,25000.0
Prepaid Assets,187667.0,5716.0,25000.0
Cash Cash Equivalents And Short Term Investments,846656.0,,
Cash And Cash Equivalents,846656.0,,
Cash Financial,846656.0,,
