,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,28750000.0,25000000.0,25000000.0
Share Issued,28750000.0,25000000.0,25000000.0
Net Debt,,36127.0,
Total Debt,,38000.0,
Tangible Book Value,222707728.0,-6329.0,6667.0
Invested Capital,222707728.0,31671.0,6667.0
Working Capital,205742.0,-129065.0,-8133.0
Net Tangible Assets,222707728.0,-6329.0,6667.0
Common Stock Equity,222707728.0,-6329.0,6667.0
Total Capitalization,222707728.0,-6329.0,6667.0
Total Equity Gross Minority Interest,222707728.0,-6329.0,6667.0
Stockholders Equity,222707728.0,-6329.0,6667.0
Retained Earnings,-9346508.0,-31329.0,-18333.0
Additional Paid In Capital,0.0,24425.0,24425.0
Capital Stock,232054236.0,575.0,575.0
Common Stock,232054236.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,10751090.0,130938.0,20713.0
Total Non Current Liabilities Net Minority Interest,9800000.0,0.0,0.0
Non Current Deferred Liabilities,9800000.0,,
Current Liabilities,951090.0,130938.0,20713.0
Current Debt And Capital Lease Obligation,,38000.0,
Current Debt,,38000.0,
Other Current Borrowings,,38000.0,
Payables And Accrued Expenses,951090.0,92938.0,20713.0
Current Accrued Expenses,75000.0,92938.0,20713.0
Payables,876090.0,,
Dueto Related Parties Current,0.0,,
Accounts Payable,876090.0,,
Total Assets,233458818.0,124609.0,27380.0
Total Non Current Assets,232301986.0,122736.0,14800.0
Other Non Current Assets,232253661.0,,
Non Current Prepaid Assets,48325.0,,
Non Current Deferred Assets,,122736.0,14800.0
Current Assets,1156832.0,1873.0,12580.0
Prepaid Assets,162665.0,,
Cash Cash Equivalents And Short Term Investments,994167.0,1873.0,12580.0
Cash And Cash Equivalents,994167.0,1873.0,12580.0
Cash Financial,994167.0,1873.0,12580.0
