,2025-10-31,2025-04-30,2024-10-31
Ordinary Shares Number,677488.0,587488.0,524000.0
Share Issued,677488.0,587488.0,524000.0
Total Debt,180169.0,91462.0,70318.0
Tangible Book Value,3988216.0,4243460.0,1498464.0
Invested Capital,3994855.0,4250440.0,1506085.0
Working Capital,3620116.0,4065698.0,1319793.0
Net Tangible Assets,3988216.0,4243460.0,1498464.0
Capital Lease Obligations,180169.0,91462.0,70318.0
Common Stock Equity,3994855.0,4250440.0,1506085.0
Total Capitalization,3994855.0,4250440.0,1506085.0
Total Equity Gross Minority Interest,3994855.0,4250440.0,1506085.0
Stockholders Equity,3994855.0,4250440.0,1506085.0
Gains Losses Not Affecting Retained Earnings,150864.0,62587.0,72586.0
Other Equity Adjustments,150864.0,62587.0,72586.0
Retained Earnings,-24178267.0,-19564205.0,271788.0
Additional Paid In Capital,28021581.0,23751471.0,1161211.0
Capital Stock,677.0,587.0,500.0
Common Stock,677.0,587.0,500.0
Total Liabilities Net Minority Interest,1957761.0,1581992.0,1577198.0
Total Non Current Liabilities Net Minority Interest,75915.0,63060.0,52745.0
Long Term Debt And Capital Lease Obligation,75915.0,63060.0,52745.0
Long Term Capital Lease Obligation,75915.0,63060.0,52745.0
Current Liabilities,1881846.0,1518932.0,1524453.0
Current Deferred Liabilities,194753.0,118277.0,325924.0
Current Deferred Revenue,194753.0,118277.0,325924.0
Current Debt And Capital Lease Obligation,104254.0,28402.0,17573.0
Current Capital Lease Obligation,104254.0,28402.0,17573.0
Payables And Accrued Expenses,1582839.0,1372253.0,1180956.0
Current Accrued Expenses,188312.0,149721.0,155863.0
Payables,1394527.0,1222532.0,1025093.0
Dueto Related Parties Current,7026.0,7460.0,0.0
Total Tax Payable,1375488.0,1198269.0,1001024.0
Income Tax Payable,1010451.0,865632.0,699633.0
Accounts Payable,12013.0,16803.0,24069.0
Total Assets,5952616.0,5832432.0,3083283.0
Total Non Current Assets,450654.0,247802.0,239037.0
Non Current Prepaid Assets,22416.0,3539.0,407.0
Non Current Deferred Assets,83357.0,57118.0,56310.0
Non Current Deferred Taxes Assets,83357.0,57118.0,56310.0
Goodwill And Other Intangible Assets,6639.0,6980.0,7621.0
Other Intangible Assets,6639.0,6980.0,7621.0
Net PPE,338242.0,180165.0,174699.0
Accumulated Depreciation,-277290.0,-178875.0,-167372.0
Gross PPE,615532.0,359040.0,342071.0
Leases,265653.0,104531.0,106775.0
Other Properties,180243.0,91198.0,70739.0
Machinery Furniture Equipment,169636.0,163311.0,164557.0
Properties,0.0,0.0,0.0
Current Assets,5501962.0,5584630.0,2844246.0
Current Deferred Assets,0.0,0.0,1088400.0
Current Deferred Taxes Assets,,,0.0
Prepaid Assets,347247.0,6801.0,27198.0
Inventory,75214.0,65821.0,71486.0
Inventories Adjustments Allowances,-12531.0,,0.0
Finished Goods,74491.0,48318.0,48880.0
Raw Materials,13254.0,17503.0,22606.0
Receivables,1291823.0,4160723.0,1109664.0
Receivables Adjustments Allowances,-11002.0,-50380.0,-51013.0
Other Receivables,25765.0,3091207.0,69454.0
Duefrom Related Parties Current,35.0,34.0,14339.0
Loans Receivable,1021181.0,996605.0,745992.0
Accounts Receivable,255844.0,123257.0,330892.0
Allowance For Doubtful Accounts Receivable,-144859.0,-226319.0,-231851.0
Gross Accounts Receivable,400703.0,349576.0,562743.0
Cash Cash Equivalents And Short Term Investments,3787678.0,1351285.0,547498.0
Cash And Cash Equivalents,3787678.0,1351285.0,547498.0
Cash Financial,3787678.0,,547498.0
