,2024-12-31
Ordinary Shares Number,7639733.0
Share Issued,7639733.0
Net Debt,28966000.0
Total Debt,28992000.0
Tangible Book Value,-53711000.0
Invested Capital,-8924000.0
Working Capital,-28141000.0
Net Tangible Assets,-53711000.0
Common Stock Equity,-37916000.0
Total Capitalization,-11182000.0
Total Equity Gross Minority Interest,-37916000.0
Stockholders Equity,-37916000.0
Gains Losses Not Affecting Retained Earnings,-6152000.0
Other Equity Adjustments,-6548000.0
Foreign Currency Translation Adjustments,396000.0
Retained Earnings,-147467000.0
Additional Paid In Capital,114660000.0
Capital Stock,1043000.0
Common Stock,1043000.0
Total Liabilities Net Minority Interest,69785000.0
Total Non Current Liabilities Net Minority Interest,29827000.0
Non Current Deferred Liabilities,3036000.0
Non Current Deferred Taxes Liabilities,3036000.0
Long Term Debt And Capital Lease Obligation,26734000.0
Long Term Debt,26734000.0
Long Term Provisions,57000.0
Current Liabilities,39958000.0
Current Debt And Capital Lease Obligation,2258000.0
Current Debt,2258000.0
Other Current Borrowings,2258000.0
Current Provisions,2219000.0
Payables And Accrued Expenses,35481000.0
Payables,35481000.0
Total Tax Payable,271000.0
Income Tax Payable,271000.0
Accounts Payable,35210000.0
Total Assets,31869000.0
Total Non Current Assets,20052000.0
Non Current Deferred Assets,3842000.0
Non Current Deferred Taxes Assets,3842000.0
Goodwill And Other Intangible Assets,15795000.0
Net PPE,415000.0
Current Assets,11817000.0
Assets Held For Sale Current,0.0
Restricted Cash,210000.0
Inventory,1540000.0
Receivables,10041000.0
Accounts Receivable,10041000.0
Cash Cash Equivalents And Short Term Investments,26000.0
Cash And Cash Equivalents,26000.0
