,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,102474298.0,66679269.0,64590697.0
Share Issued,102474298.0,66679269.0,64590697.0
Total Debt,8076000.0,1890000.0,1847000.0
Tangible Book Value,-10605000.0,1946000.0,9017000.0
Invested Capital,45321000.0,24012000.0,21426000.0
Working Capital,-2956000.0,460000.0,7028000.0
Net Tangible Assets,-10605000.0,1946000.0,9017000.0
Capital Lease Obligations,1872000.0,1601000.0,1712000.0
Common Stock Equity,39117000.0,23723000.0,21291000.0
Total Capitalization,44230000.0,23830000.0,21407000.0
Total Equity Gross Minority Interest,39117000.0,23723000.0,21291000.0
Stockholders Equity,39117000.0,23723000.0,21291000.0
Retained Earnings,-112869000.0,-112888000.0,-114533000.0
Additional Paid In Capital,15647000.0,971000.0,0.0
Capital Stock,2050000.0,1334000.0,1292000.0
Common Stock,2050000.0,1334000.0,1292000.0
Total Liabilities Net Minority Interest,38402000.0,14902000.0,11408000.0
Total Non Current Liabilities Net Minority Interest,12443000.0,2365000.0,2399000.0
Other Non Current Liabilities,2764000.0,386000.0,
Non Current Deferred Taxes Liabilities,3186000.0,599000.0,596000.0
Long Term Debt And Capital Lease Obligation,6373000.0,1366000.0,1579000.0
Long Term Capital Lease Obligation,1260000.0,1259000.0,1463000.0
Long Term Debt,5113000.0,107000.0,116000.0
Long Term Provisions,120000.0,14000.0,224000.0
Current Liabilities,25959000.0,12537000.0,9009000.0
Other Current Liabilities,1326000.0,227000.0,
Current Debt And Capital Lease Obligation,1703000.0,524000.0,268000.0
Current Capital Lease Obligation,612000.0,342000.0,249000.0
Current Debt,1091000.0,182000.0,19000.0
Payables,5071000.0,11786000.0,3556000.0
Total Tax Payable,1651000.0,,869000.0
Accounts Payable,3420000.0,11786000.0,2687000.0
Total Assets,77519000.0,38625000.0,32699000.0
Total Non Current Assets,54516000.0,25628000.0,16662000.0
Other Non Current Assets,,-381000.0,
Non Current Deferred Taxes Assets,2834000.0,2432000.0,2426000.0
Goodwill And Other Intangible Assets,49722000.0,21777000.0,12274000.0
Other Intangible Assets,13152000.0,2365000.0,2172000.0
Goodwill,36570000.0,19412000.0,10102000.0
Net PPE,1960000.0,1800000.0,1962000.0
Accumulated Depreciation,-1704000.0,-1240000.0,-874000.0
Gross PPE,3664000.0,3040000.0,2836000.0
Other Properties,2368000.0,1900000.0,1900000.0
Machinery Furniture Equipment,879000.0,732000.0,530000.0
Buildings And Improvements,417000.0,408000.0,406000.0
Properties,0.0,0.0,0.0
Current Assets,23003000.0,12997000.0,16037000.0
Other Receivables,5108000.0,,3502000.0
Accounts Receivable,7399000.0,8837000.0,4932000.0
Allowance For Doubtful Accounts Receivable,-158000.0,,-161000.0
Gross Accounts Receivable,7557000.0,,5093000.0
Cash Cash Equivalents And Short Term Investments,10496000.0,4160000.0,7603000.0
Cash And Cash Equivalents,10496000.0,4160000.0,7603000.0
Cash Financial,10496000.0,,7603000.0
