,2025-09-30,2024-09-30
Ordinary Shares Number,103267796702.0,
Share Issued,103267796702.0,
Tangible Book Value,3852000.0,3802000.0
Invested Capital,3852000.0,3802000.0
Working Capital,1265000.0,
Net Tangible Assets,3852000.0,3802000.0
Common Stock Equity,3852000.0,
Total Capitalization,3852000.0,
Total Equity Gross Minority Interest,3852000.0,3802000.0
Stockholders Equity,3852000.0,3802000.0
Other Equity Interest,3432000.0,1672000.0
Retained Earnings,-9669000.0,-7439000.0
Additional Paid In Capital,9056000.0,
Capital Stock,1033000.0,
Common Stock,1033000.0,1897000.0
Total Liabilities Net Minority Interest,6000.0,
Total Non Current Liabilities Net Minority Interest,0.0,
Current Liabilities,6000.0,
Payables,6000.0,3000.0
Accounts Payable,6000.0,3000.0
Total Assets,3858000.0,3805000.0
Total Non Current Assets,2587000.0,3370000.0
Investmentin Financial Assets,,2652000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,2652000.0
Current Assets,1271000.0,435000.0
Hedging Assets Current,10000.0,32000.0
Accounts Receivable,170000.0,300000.0
Cash Cash Equivalents And Short Term Investments,1091000.0,
Cash And Cash Equivalents,,103000.0
