,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,216251381.0,210614380.0,207294503.0,177071368.0,175999081.0,
Share Issued,216251381.0,210614380.0,207294503.0,177071368.0,175999081.0,
Net Debt,,,,3249076.0,2809219.0,3018848.0
Total Debt,193132.0,931012.0,238700.0,4138215.0,4201941.0,
Tangible Book Value,750085.0,-3349763.0,-3845007.0,-7208515.0,-8629978.0,
Invested Capital,750085.0,-2630845.0,-3836964.0,-3112693.0,-4476974.0,
Working Capital,7156066.0,3114160.0,3524456.0,107900.0,-1456832.0,
Net Tangible Assets,750085.0,-3349763.0,-3845007.0,-7208515.0,-8629978.0,
Capital Lease Obligations,193132.0,212094.0,230657.0,42393.0,48937.0,
Common Stock Equity,750085.0,-3349763.0,-3845007.0,-7208515.0,-8629978.0,
Total Capitalization,750085.0,-3349763.0,-3845007.0,-7208515.0,-8629978.0,
Total Equity Gross Minority Interest,750085.0,-3349763.0,-3845007.0,-7208515.0,-8629978.0,
Stockholders Equity,750085.0,-3349763.0,-3845007.0,-7208515.0,-8629978.0,
Other Equity Interest,1694494.0,1694494.0,4181548.0,4346352.0,4353860.0,
Retained Earnings,-115499421.0,-114484337.0,-114734908.0,-110740771.0,-111922057.0,
Additional Paid In Capital,11366933.0,11119146.0,9784543.0,9609059.0,9534264.0,
Capital Stock,103188079.0,98320934.0,96923810.0,89576845.0,89403955.0,
Common Stock,103188079.0,98320934.0,96923810.0,89576845.0,89403955.0,
Total Liabilities Net Minority Interest,15908505.0,17899660.0,17601065.0,20081583.0,19607483.0,
Total Non Current Liabilities Net Minority Interest,14004875.0,13861392.0,14583256.0,14377080.0,14313405.0,
Long Term Debt And Capital Lease Obligation,94526.0,107386.0,150418.0,15340.0,22763.0,
Long Term Capital Lease Obligation,94526.0,107386.0,150418.0,15340.0,22763.0,
Long Term Provisions,13910349.0,13754006.0,14432838.0,14361740.0,14290642.0,
Current Liabilities,1903630.0,4038268.0,3017809.0,5704503.0,5294078.0,
Other Current Liabilities,,,,26000.0,51000.0,102524.0
Current Deferred Liabilities,0.0,414323.0,690445.0,,,0.0
Current Deferred Revenue,0.0,414323.0,690445.0,,,0.0
Current Debt And Capital Lease Obligation,98606.0,823626.0,88282.0,4122875.0,4179178.0,
Current Capital Lease Obligation,98606.0,104708.0,80239.0,27053.0,26174.0,
Current Debt,,718918.0,8043.0,4095822.0,4153004.0,4481066.0
Other Current Borrowings,,718918.0,8043.0,4095822.0,4153004.0,4481066.0
Payables And Accrued Expenses,1805024.0,2800319.0,2239082.0,1555628.0,1063900.0,
Total Assets,16658590.0,14549897.0,13756058.0,12873068.0,10977505.0,
Total Non Current Assets,7598894.0,7397469.0,7213793.0,7060665.0,7140259.0,
Other Non Current Assets,1437875.0,1437875.0,1437875.0,1437875.0,1437875.0,
Net PPE,6161019.0,5959594.0,5775918.0,5622790.0,5702384.0,
Accumulated Depreciation,-1849927.0,-1792230.0,-50962.0,-1652541.0,,-1491402.0
Gross PPE,8010946.0,7751824.0,5826880.0,7275331.0,5702384.0,
Other Properties,2518892.0,2539978.0,5826880.0,2242979.0,5702384.0,
Machinery Furniture Equipment,1312054.0,1031846.0,,852352.0,,852352.0
Land And Improvements,4180000.0,4180000.0,,4180000.0,,4180000.0
Current Assets,9059696.0,7152428.0,6542265.0,5812403.0,3837246.0,
Other Current Assets,427361.0,352596.0,286853.0,316108.0,308484.0,
Receivables,1634041.0,846928.0,843967.0,394157.0,387978.0,
Other Receivables,155882.0,,221725.0,,79494.0,203700.0
Taxes Receivable,241424.0,198511.0,217182.0,111213.0,71468.0,
Loans Receivable,431441.0,,,,,
Accounts Receivable,805294.0,648417.0,405060.0,282944.0,237016.0,
Cash Cash Equivalents And Short Term Investments,6998294.0,5952904.0,5411445.0,5102138.0,3140784.0,
Other Short Term Investments,4544004.0,4254503.0,3573668.0,4255392.0,1796999.0,
Cash And Cash Equivalents,2454290.0,1698401.0,1837777.0,846746.0,1343785.0,
Cash Financial,,,,,,1462218.0
