,2025-09-30,2025-03-31
Ordinary Shares Number,1462291.0,850510.0
Share Issued,1462291.0,850510.0
Net Debt,,75615.0
Total Debt,2744493.0,2939310.0
Tangible Book Value,1911477.0,-1658900.0
Invested Capital,9217628.0,5757930.0
Working Capital,7413077.0,-3963800.0
Net Tangible Assets,1911477.0,-1658900.0
Capital Lease Obligations,2334537.0,2529354.0
Common Stock Equity,8807672.0,5347974.0
Total Capitalization,9217628.0,5347974.0
Total Equity Gross Minority Interest,14419697.0,11133274.0
Minority Interest,5612025.0,5785300.0
Stockholders Equity,8807672.0,5347974.0
Gains Losses Not Affecting Retained Earnings,-49545.0,-54647.0
Other Equity Adjustments,-49545.0,-54647.0
Retained Earnings,-17387799.0,-15190620.0
Additional Paid In Capital,26207879.0,20571641.0
Capital Stock,37137.0,21600.0
Common Stock,37137.0,21600.0
Total Liabilities Net Minority Interest,11356309.0,8904800.0
Total Non Current Liabilities Net Minority Interest,2465006.0,2484673.0
Non Current Deferred Liabilities,472942.0,548469.0
Non Current Deferred Taxes Liabilities,472942.0,548469.0
Long Term Debt And Capital Lease Obligation,1992064.0,1936204.0
Long Term Capital Lease Obligation,1582108.0,1936204.0
Long Term Debt,409956.0,
Current Liabilities,8891303.0,6420127.0
Current Deferred Liabilities,6042639.0,1993629.0
Current Deferred Revenue,6042639.0,1993629.0
Current Debt And Capital Lease Obligation,752429.0,1003106.0
Current Capital Lease Obligation,752429.0,593150.0
Current Debt,,409956.0
Other Current Borrowings,,409956.0
Payables And Accrued Expenses,2096235.0,3423392.0
Current Accrued Expenses,650760.0,581911.0
Payables,1445475.0,2841481.0
Other Payable,199160.0,374592.0
Dueto Related Parties Current,140000.0,140000.0
Total Tax Payable,4074.0,11555.0
Income Tax Payable,4074.0,11555.0
Accounts Payable,1102241.0,2315334.0
Total Assets,25776006.0,20038074.0
Total Non Current Assets,9471626.0,17581747.0
Non Current Prepaid Assets,,7500023.0
Investments And Advances,0.0,
Goodwill And Other Intangible Assets,6896195.0,7006874.0
Other Intangible Assets,4243423.0,4354102.0
Goodwill,2652772.0,2652772.0
Net PPE,2575431.0,3074850.0
Accumulated Depreciation,-3069627.0,-3063344.0
Gross PPE,5645058.0,6138194.0
Leases,301034.0,17329.0
Other Properties,2141754.0,2401149.0
Machinery Furniture Equipment,3202270.0,3194060.0
Buildings And Improvements,0.0,84194.0
Land And Improvements,0.0,441462.0
Properties,0.0,0.0
Current Assets,16304380.0,2456327.0
Restricted Cash,338712.0,338712.0
Prepaid Assets,8090466.0,554428.0
Inventory,46381.0,44731.0
Receivables,3074299.0,1184115.0
Other Receivables,2131402.0,542554.0
Taxes Receivable,450000.0,540165.0
Accounts Receivable,492897.0,101396.0
Cash Cash Equivalents And Short Term Investments,4754522.0,334341.0
Cash And Cash Equivalents,4754522.0,334341.0
