,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,39298.0,19.0,2.0
Share Issued,39298.0,19.0,2.0
Net Debt,,6981000.0,3210000.0
Total Debt,9172000.0,8158000.0,5971000.0
Tangible Book Value,-19180000.0,-35234000.0,-32061000.0
Invested Capital,17604000.0,9092000.0,11964000.0
Working Capital,-8944000.0,-20503000.0,-16464000.0
Net Tangible Assets,-19180000.0,-35234000.0,-32061000.0
Capital Lease Obligations,424000.0,427000.0,418000.0
Common Stock Equity,8856000.0,1361000.0,6411000.0
Total Capitalization,8856000.0,1361000.0,6411000.0
Total Equity Gross Minority Interest,19325000.0,16292000.0,22392000.0
Minority Interest,10469000.0,14931000.0,15981000.0
Stockholders Equity,8856000.0,1361000.0,6411000.0
Gains Losses Not Affecting Retained Earnings,-4569000.0,-3163000.0,-1539000.0
Other Equity Adjustments,258000.0,258000.0,258000.0
Foreign Currency Translation Adjustments,-4827000.0,-3421000.0,-1797000.0
Retained Earnings,-251204000.0,-105664000.0,-82026000.0
Capital Stock,264629000.0,110188000.0,89976000.0
Common Stock,264629000.0,110188000.0,89976000.0
Total Liabilities Net Minority Interest,22114000.0,22618000.0,21137000.0
Total Non Current Liabilities Net Minority Interest,382000.0,365000.0,337000.0
Long Term Debt And Capital Lease Obligation,382000.0,365000.0,337000.0
Long Term Capital Lease Obligation,382000.0,365000.0,337000.0
Current Liabilities,21732000.0,22253000.0,20800000.0
Other Current Liabilities,5000.0,9000.0,1384000.0
Current Deferred Liabilities,202000.0,,177000.0
Current Deferred Revenue,202000.0,,177000.0
Current Debt And Capital Lease Obligation,8790000.0,7793000.0,5634000.0
Current Capital Lease Obligation,42000.0,62000.0,81000.0
Current Debt,8748000.0,7731000.0,5553000.0
Other Current Borrowings,8748000.0,7731000.0,5553000.0
Pensionand Other Post Retirement Benefit Plans Current,574000.0,,1008000.0
Payables And Accrued Expenses,12161000.0,14451000.0,12597000.0
Payables,12161000.0,14451000.0,12597000.0
Other Payable,1872000.0,4140000.0,1596000.0
Dueto Related Parties Current,,,0.0
Total Tax Payable,1569000.0,,1569000.0
Accounts Payable,8720000.0,10311000.0,9432000.0
Total Assets,41439000.0,38910000.0,43529000.0
Total Non Current Assets,28651000.0,37160000.0,39193000.0
Investments And Advances,114000.0,111000.0,105000.0
Long Term Equity Investment,114000.0,111000.0,105000.0
Investmentsin Associatesat Cost,114000.0,111000.0,105000.0
Goodwill And Other Intangible Assets,28036000.0,36595000.0,38472000.0
Other Intangible Assets,7916000.0,10451000.0,12328000.0
Goodwill,20120000.0,26144000.0,26144000.0
Net PPE,501000.0,454000.0,616000.0
Accumulated Depreciation,-1447000.0,,-1142000.0
Gross PPE,1948000.0,454000.0,1758000.0
Leases,86000.0,,76000.0
Other Properties,319000.0,454000.0,328000.0
Machinery Furniture Equipment,1543000.0,,1354000.0
Properties,0.0,,0.0
Current Assets,12788000.0,1750000.0,4336000.0
Other Current Assets,17000.0,,30000.0
Prepaid Assets,198000.0,,102000.0
Receivables,372000.0,1000000.0,1861000.0
Other Receivables,8000.0,1000000.0,1556000.0
Taxes Receivable,364000.0,,305000.0
Cash Cash Equivalents And Short Term Investments,12201000.0,750000.0,2343000.0
Cash And Cash Equivalents,12201000.0,750000.0,2343000.0
