,2025-12-31,2024-12-31
Ordinary Shares Number,23432183.0,18289866.0
Share Issued,23432183.0,18289866.0
Net Debt,2075328.0,
Total Debt,7603000.0,
Tangible Book Value,21840640.0,12495706.0
Invested Capital,29443640.0,12495706.0
Working Capital,27861667.0,12373615.0
Net Tangible Assets,21840640.0,12495706.0
Common Stock Equity,21840640.0,12495706.0
Total Capitalization,29443640.0,12495706.0
Total Equity Gross Minority Interest,21840640.0,12495706.0
Stockholders Equity,21840640.0,12495706.0
Gains Losses Not Affecting Retained Earnings,166511.0,88946.0
Other Equity Adjustments,166511.0,88946.0
Retained Earnings,-62585347.0,-56055520.0
Capital Stock,84259476.0,68462280.0
Common Stock,84259476.0,68462280.0
Total Liabilities Net Minority Interest,10048670.0,2328287.0
Total Non Current Liabilities Net Minority Interest,7930785.0,228925.0
Other Non Current Liabilities,,1158.0
Employee Benefits,327785.0,227767.0
Non Current Pension And Other Postretirement Benefit Plans,327785.0,227767.0
Long Term Debt And Capital Lease Obligation,7603000.0,
Long Term Debt,7603000.0,
Current Liabilities,2117885.0,2099362.0
Other Current Liabilities,119000.0,337764.0
Payables And Accrued Expenses,1998885.0,1761598.0
Current Accrued Expenses,189290.0,1263652.0
Payables,1809595.0,497946.0
Dueto Related Parties Current,300328.0,180116.0
Accounts Payable,1509267.0,317830.0
Total Assets,31889310.0,14823993.0
Total Non Current Assets,1909758.0,351016.0
Other Non Current Assets,4508.0,17944.0
Non Current Accounts Receivable,1882785.0,290150.0
Net PPE,22465.0,42922.0
Accumulated Depreciation,-126405.0,-98323.0
Gross PPE,148870.0,141245.0
Other Properties,61070.0,53445.0
Machinery Furniture Equipment,87800.0,87800.0
Current Assets,29979552.0,14472977.0
Other Current Assets,337438.0,210830.0
Prepaid Assets,207294.0,153985.0
Receivables,1285630.0,1448411.0
Taxes Receivable,1285630.0,1448411.0
Cash Cash Equivalents And Short Term Investments,28149190.0,12659751.0
Other Short Term Investments,22621518.0,8078002.0
Cash And Cash Equivalents,5527672.0,4581749.0
Cash Financial,5527672.0,4581749.0
