,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,3066660000.0,3066660000.0,3066660000.0,3066660000.0,3066660000.0,,
Share Issued,3066660000.0,3066660000.0,3066660000.0,3066660000.0,3066660000.0,,
Net Debt,3127019000000.0,3065789000000.0,3108069000000.0,3139826000000.0,3095971000000.0,,
Total Debt,3981961000000.0,3984911000000.0,3746374000000.0,3774982000000.0,3678551000000.0,,
Tangible Book Value,3559551000000.0,3516718000000.0,3697492000000.0,3438240000000.0,3448988000000.0,,
Invested Capital,7561233000000.0,7498556000000.0,7219652000000.0,7238078000000.0,7163534000000.0,,
Working Capital,1018376000000.0,1021070000000.0,1167832000000.0,1196079000000.0,1191941000000.0,,
Net Tangible Assets,3559551000000.0,3516718000000.0,3697492000000.0,3438240000000.0,3448988000000.0,,
Capital Lease Obligations,211892000000.0,242320000000.0,255147000000.0,227331000000.0,216847000000.0,,
Common Stock Equity,3791164000000.0,3755965000000.0,3728425000000.0,3690427000000.0,3701830000000.0,,
Total Capitalization,6985638000000.0,6986211000000.0,7086931000000.0,7137876000000.0,7122821000000.0,,
Total Equity Gross Minority Interest,3882951000000.0,3847219000000.0,3819142000000.0,3779487000000.0,3792106000000.0,,
Minority Interest,91787000000.0,91254000000.0,90717000000.0,89060000000.0,90276000000.0,,
Stockholders Equity,3791164000000.0,3755965000000.0,3728425000000.0,3690427000000.0,3701830000000.0,,
Other Equity Interest,924098000000.0,924098000000.0,,,894329000000.0,894329000000.0,912132000000.0
Retained Earnings,901115000000.0,865916000000.0,868145000000.0,830147000000.0,846550000000.0,,
Additional Paid In Capital,370021000000.0,370021000000.0,370021000000.0,370021000000.0,370021000000.0,,
Capital Stock,1533330000000.0,1533330000000.0,1533330000000.0,1533330000000.0,1533330000000.0,,
Common Stock,1533330000000.0,1533330000000.0,1533330000000.0,1533330000000.0,1533330000000.0,,
Total Liabilities Net Minority Interest,4578042000000.0,4612426000000.0,4369219000000.0,4434065000000.0,4283520000000.0,,
Total Non Current Liabilities Net Minority Interest,3542827000000.0,3607626000000.0,3735553000000.0,3802572000000.0,3773734000000.0,,
Non Current Pension And Other Postretirement Benefit Plans,54693000000.0,57694000000.0,55231000000.0,56238000000.0,53992000000.0,,
Tradeand Other Payables Non Current,3800000000.0,3800000000.0,3800000000.0,3800000000.0,3800000000.0,,
Non Current Deferred Revenue,,,,0.0,0.0,0.0,49000000.0
Non Current Deferred Taxes Liabilities,132459000000.0,133604000000.0,125588000000.0,125942000000.0,130920000000.0,,
Long Term Debt And Capital Lease Obligation,3351875000000.0,3412528000000.0,3550934000000.0,3616592000000.0,3585022000000.0,,
Long Term Capital Lease Obligation,157401000000.0,182282000000.0,192428000000.0,169143000000.0,164031000000.0,,
Long Term Debt,3194474000000.0,3230246000000.0,3358506000000.0,3447449000000.0,3420991000000.0,,
Current Liabilities,1035215000000.0,1004800000000.0,633666000000.0,631493000000.0,509786000000.0,,
