,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,12337000.0,12337000.0,12337000.0,12337000.0
Share Issued,12337000.0,12337000.0,12337000.0,12337000.0
Net Debt,,,1550725.84,
Total Debt,7128000.0,,5120000.0,
Tangible Book Value,214259000.0,230462000.0,228676976.81,229397000.0
Invested Capital,218019000.0,230462000.0,233796976.81,229397000.0
Working Capital,140553000.0,210788000.0,138099116.1,197837000.0
Net Tangible Assets,214259000.0,230462000.0,228676976.81,229397000.0
Capital Lease Obligations,3368000.0,,,
Common Stock Equity,214259000.0,230462000.0,228676976.81,229397000.0
Total Capitalization,218019000.0,230462000.0,233796976.81,229397000.0
Total Equity Gross Minority Interest,214259000.0,230462000.0,228676976.81,229397000.0
Stockholders Equity,214259000.0,230462000.0,228676976.81,229397000.0
Other Equity Interest,90889000.0,107092000.0,105308000.0,106027000.0
Retained Earnings,,,58821000.81,
Additional Paid In Capital,,,22050000.0,
Capital Stock,123370000.0,123370000.0,123370000.0,123370000.0
Common Stock,123370000.0,123370000.0,123370000.0,123370000.0
Total Liabilities Net Minority Interest,37494000.0,35505000.0,34260141.76,29374000.0
Total Non Current Liabilities Net Minority Interest,8087000.0,34185000.0,5120000.0,28364000.0
Other Non Current Liabilities,1000.0,,221000.0,
Long Term Debt And Capital Lease Obligation,7128000.0,,5120000.0,
Long Term Capital Lease Obligation,3368000.0,,,
Long Term Debt,3760000.0,,5120000.0,
Long Term Provisions,,1915000.0,905000.0,2713000.0
Current Liabilities,29407000.0,1320000.0,29140141.76,1010000.0
Other Current Liabilities,27262000.0,,27205000.0,
Current Deferred Taxes Liabilities,0.0,,905000.0,
Current Provisions,,,100000.0,
Payables,2145000.0,1320000.0,930141.76,1010000.0
Dividends Payable,,,0.0,
Total Tax Payable,,,2700.0,
Accounts Payable,2145000.0,1320000.0,927441.76,1010000.0
Total Assets,251753000.0,265967000.0,262937118.57,258771000.0
Total Non Current Assets,81793000.0,53859000.0,95697860.71,59924000.0
Other Non Current Assets,2100000.0,818000.0,700000.0,6294000.0
Non Current Prepaid Assets,,,2959700.0,
Non Current Deferred Taxes Assets,7949000.0,,196626.0,
Investmentin Financial Assets,17642000.0,,36820949.82,
Available For Sale Securities,17642000.0,,5849969.0,
Trading Securities,,,30970980.82,
Investment Properties,49423000.0,51043000.0,50022697.89,51051000.0
Net PPE,4679000.0,1998000.0,4997887.0,2579000.0
Accumulated Depreciation,,,-5616306.0,
Gross PPE,4679000.0,,10614193.0,
Construction In Progress,,,3000000.0,
Other Properties,4679000.0,,,
Machinery Furniture Equipment,,,7614193.0,
Current Assets,169960000.0,212108000.0,167239257.86,198847000.0
Current Deferred Taxes Assets,,197000.0,,197000.0
Prepaid Assets,,,116028975.7,
Inventory,37074000.0,38854000.0,43445868.0,38012000.0
Work In Process,,,43445868.0,
Other Receivables,113176000.0,114322000.0,157620000.0,108481000.0
Taxes Receivable,114000.0,,567852.0,19000.0
Accounts Receivable,11579000.0,9994000.0,3627288.0,2778000.0
Cash Cash Equivalents And Short Term Investments,8017000.0,48741000.0,3569274.16,49360000.0
Other Short Term Investments,619000.0,45464000.0,,46064000.0
Cash And Cash Equivalents,7398000.0,3277000.0,3569274.16,3296000.0
Cash Financial,,,3569274.16,
