,2026-03-31,2025-12-31,2025-06-30,2025-03-31
Ordinary Shares Number,33914250.0,33914250.0,33914250.0,29520000.0
Share Issued,33914250.0,33914250.0,33914250.0,29520000.0
Net Debt,,,,167059.0
Total Debt,,,,167059.0
Tangible Book Value,253398613.0,251311986.0,246345869.0,-47544.0
Invested Capital,253398613.0,251311986.0,246345869.0,119515.0
Working Capital,747026.0,882696.0,1122729.0,
Net Tangible Assets,253398613.0,251311986.0,246345869.0,-47544.0
Common Stock Equity,253398613.0,251311986.0,246345869.0,-47544.0
Total Capitalization,253398613.0,251311986.0,246345869.0,-47544.0
Total Equity Gross Minority Interest,253398613.0,251311986.0,246345869.0,-47544.0
Stockholders Equity,253398613.0,251311986.0,246345869.0,-47544.0
Retained Earnings,-8098029.0,-7929937.0,-7625060.0,-72544.0
Additional Paid In Capital,,0.0,0.0,24281.0
Capital Stock,261496642.0,259241923.0,253970929.0,719.0
Common Stock,261496642.0,259241923.0,253970929.0,719.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,8996145.0,8972542.0,8954889.0,196878.0
Total Non Current Liabilities Net Minority Interest,8855000.0,8855000.0,8855000.0,0.0
Non Current Deferred Liabilities,8855000.0,8855000.0,8855000.0,
Current Liabilities,141145.0,117542.0,99889.0,196878.0
Current Debt And Capital Lease Obligation,,,,167059.0
Current Debt,,,,167059.0
Other Current Borrowings,,,,167059.0
Payables And Accrued Expenses,141145.0,117542.0,99889.0,29819.0
Current Accrued Expenses,75000.0,75000.0,75000.0,29819.0
Payables,66145.0,42542.0,24889.0,
Accounts Payable,66145.0,42542.0,24889.0,
Total Assets,262394758.0,260284528.0,255300758.0,149334.0
Total Non Current Assets,261506587.0,259284290.0,254078140.0,149334.0
Other Non Current Assets,261495780.0,259241061.0,253970067.0,
Non Current Prepaid Assets,10807.0,43229.0,108073.0,
Non Current Deferred Assets,,0.0,0.0,149334.0
Current Assets,888171.0,1000238.0,1222618.0,
Prepaid Assets,197004.0,135654.0,147254.0,
Cash Cash Equivalents And Short Term Investments,691167.0,864584.0,1075364.0,
Cash And Cash Equivalents,691167.0,864584.0,1075364.0,
Cash Financial,691167.0,864584.0,1075364.0,
