,2025-10-31,2025-04-30,2024-10-31
Ordinary Shares Number,63864387.0,63864387.0,63864387.0
Share Issued,63864387.0,63864387.0,63864387.0
Net Debt,193250000.0,136850003.0,211535061.0
Total Debt,193250000.0,136850003.0,211550028.0
Tangible Book Value,610361060.0,458148029.0,493333066.0
Invested Capital,803611060.0,594998032.0,704883094.0
Net Tangible Assets,610361060.0,458148029.0,493333066.0
Common Stock Equity,610361060.0,458148029.0,493333066.0
Total Capitalization,803611060.0,594998032.0,704883094.0
Total Equity Gross Minority Interest,610361060.0,458148029.0,493333066.0
Stockholders Equity,610361060.0,458148029.0,493333066.0
Retained Earnings,41174415.0,-87923130.0,-52738093.0
Capital Stock,569186645.0,546071159.0,546071159.0
Common Stock,569186645.0,546071159.0,546071159.0
Total Liabilities Net Minority Interest,290383159.0,198647392.0,266976769.0
Preferred Securities Outside Stock Equity,91426367.0,48330941.0,48290095.0
Derivative Product Liabilities,,85899.0,99140.0
Long Term Debt And Capital Lease Obligation,193250000.0,136850003.0,211550028.0
Payables,5706792.0,13277893.0,6932574.0
Other Payable,1715417.0,1618908.0,2890701.0
Accounts Payable,3991375.0,11658985.0,4041873.0
Total Assets,900744219.0,656795421.0,760309835.0
Investments And Advances,872823962.0,586837245.0,731384974.0
Investmentin Financial Assets,872823962.0,586837245.0,731384974.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,872595922.0,580605517.0,726045076.0
Prepaid Assets,313557.0,169659.0,149202.0
Receivables,3199161.0,15400731.0,6639674.0
Cash And Cash Equivalents,,,14967.0
Cash Financial,,,14967.0
Cash Cash Equivalents And Federal Funds Sold,24407539.0,54285565.0,22031336.0
