,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1218593.0,468593.0,158593.0
Share Issued,1218593.0,468593.0,158593.0
Total Debt,733.0,,36923.0
Tangible Book Value,8893950.0,,614144.0
Invested Capital,8893950.0,,614144.0
Working Capital,5315500.0,,577954.0
Net Tangible Assets,8893950.0,,614144.0
Capital Lease Obligations,733.0,,36923.0
Common Stock Equity,8893950.0,,614144.0
Total Capitalization,8893950.0,,614144.0
Total Equity Gross Minority Interest,8893950.0,,614144.0
Stockholders Equity,8893950.0,,614144.0
Other Equity Interest,-3873878.0,,
Retained Earnings,-4806959.0,,-3626684.0
Capital Stock,17574787.0,,4240828.0
Common Stock,17574787.0,,4240828.0
Total Liabilities Net Minority Interest,3313699.0,,11961785.0
Total Non Current Liabilities Net Minority Interest,0.0,,733.0
Long Term Debt And Capital Lease Obligation,0.0,,733.0
Long Term Capital Lease Obligation,0.0,,733.0
Current Liabilities,3313699.0,,11961052.0
Current Debt And Capital Lease Obligation,733.0,,36190.0
Current Capital Lease Obligation,733.0,,36190.0
Payables And Accrued Expenses,3312966.0,,11924862.0
Current Accrued Expenses,106770.0,,124491.0
Payables,3206196.0,,11800371.0
Other Payable,14888.0,,10426.0
Total Tax Payable,0.0,,393037.0
Income Tax Payable,0.0,,393037.0
Accounts Payable,3191308.0,,11396908.0
Total Assets,12207649.0,,12575929.0
Total Non Current Assets,3578450.0,,36923.0
Non Current Deferred Assets,,,0.0
Non Current Note Receivables,3577717.0,,0.0
Net PPE,733.0,,36923.0
Gross PPE,733.0,,36923.0
Other Properties,733.0,,36923.0
Current Assets,8629199.0,,12539006.0
Prepaid Assets,790380.0,,14246.0
Receivables,6752385.0,,7731205.0
Duefrom Related Parties Current,15755.0,,10839.0
Taxes Receivable,233593.0,,0.0
Notes Receivable,1103038.0,,0.0
Accounts Receivable,5399999.0,,7720366.0
Allowance For Doubtful Accounts Receivable,0.0,,-5740368.0
Gross Accounts Receivable,5399999.0,,13460734.0
Cash Cash Equivalents And Short Term Investments,1086434.0,,4793555.0
Cash And Cash Equivalents,1086434.0,,4793555.0
Cash Financial,1086434.0,,4793555.0
