,2026-03-31,2025-09-30,2025-07-31
Ordinary Shares Number,20000000.0,20000000.0,20000000.0
Share Issued,20000000.0,20000000.0,20000000.0
Net Debt,,10102.0,
Total Debt,150426.0,17500.0,
Tangible Book Value,145640064.0,-31176.0,11480.0
Invested Capital,145790490.0,-13676.0,11480.0
Working Capital,319323.0,-556441.0,-178520.0
Net Tangible Assets,145640064.0,-31176.0,11480.0
Common Stock Equity,145640064.0,-31176.0,11480.0
Total Capitalization,145640064.0,-31176.0,11480.0
Total Equity Gross Minority Interest,145640064.0,-31176.0,11480.0
Stockholders Equity,145640064.0,-31176.0,11480.0
Retained Earnings,-5681177.0,-56176.0,-13520.0
Additional Paid In Capital,0.0,24425.0,24425.0
Capital Stock,151321241.0,575.0,575.0
Common Stock,151321241.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,6328584.0,563839.0,203520.0
Total Non Current Liabilities Net Minority Interest,6000000.0,0.0,0.0
Non Current Deferred Liabilities,6000000.0,,
Current Liabilities,328584.0,563839.0,203520.0
Current Debt And Capital Lease Obligation,150426.0,17500.0,
Current Debt,150426.0,17500.0,
Other Current Borrowings,150426.0,17500.0,
Payables And Accrued Expenses,178158.0,546339.0,203520.0
Current Accrued Expenses,131015.0,544685.0,203520.0
Payables,47143.0,1654.0,
Dueto Related Parties Current,8306.0,,
Accounts Payable,38837.0,1654.0,
Total Assets,151968648.0,532663.0,215000.0
Total Non Current Assets,151320741.0,525265.0,190000.0
Other Non Current Assets,151320741.0,,
Non Current Deferred Assets,,525265.0,190000.0
Current Assets,647907.0,7398.0,25000.0
Prepaid Assets,4987.0,,
Receivables,,0.0,25000.0
Other Receivables,,,25000.0
Cash Cash Equivalents And Short Term Investments,642920.0,7398.0,
Cash And Cash Equivalents,642920.0,7398.0,
Cash Financial,642920.0,7398.0,
