,2025-09-30,2025-03-31
Ordinary Shares Number,13923611.0,13361111.0
Share Issued,13923611.0,13361111.0
Net Debt,,441616.0
Total Debt,526923.0,511675.0
Tangible Book Value,-2608786.0,-325956.0
Invested Capital,12966431.0,147610.0
Working Capital,-3187582.0,93229.0
Net Tangible Assets,-2608786.0,-325956.0
Capital Lease Obligations,53357.0,38109.0
Common Stock Equity,12492865.0,-325956.0
Total Capitalization,12963767.0,147232.0
Total Equity Gross Minority Interest,12492865.0,-325956.0
Stockholders Equity,12492865.0,-325956.0
Other Equity Interest,1075786.0,
Gains Losses Not Affecting Retained Earnings,146231.0,49716.0
Other Equity Adjustments,146231.0,49716.0
Retained Earnings,-4459520.0,-1027068.0
Additional Paid In Capital,15716444.0,641785.0
Capital Stock,13924.0,9611.0
Common Stock,13924.0,9611.0
Total Liabilities Net Minority Interest,4444879.0,693883.0
Total Non Current Liabilities Net Minority Interest,491770.0,473188.0
Long Term Debt And Capital Lease Obligation,491770.0,473188.0
Long Term Capital Lease Obligation,20868.0,0.0
Long Term Debt,470902.0,473188.0
Current Liabilities,3953109.0,220695.0
Current Deferred Liabilities,156081.0,131564.0
Current Deferred Revenue,156081.0,131564.0
Current Debt And Capital Lease Obligation,35153.0,38487.0
Current Capital Lease Obligation,32489.0,38109.0
Current Debt,2664.0,378.0
Other Current Borrowings,2664.0,378.0
Payables And Accrued Expenses,3761875.0,50644.0
Current Accrued Expenses,3494333.0,2182.0
Payables,267542.0,48462.0
Dueto Related Parties Current,235398.0,48462.0
Accounts Payable,32144.0,0.0
Total Assets,16937744.0,367927.0
Total Non Current Assets,16172217.0,54003.0
Non Current Prepaid Assets,15999.0,16004.0
Goodwill And Other Intangible Assets,15101651.0,
Net PPE,1054567.0,37999.0
Gross PPE,1054567.0,37999.0
Other Properties,1054567.0,37999.0
Current Assets,765527.0,313924.0
Current Deferred Assets,0.0,266028.0
Prepaid Assets,39007.0,
Receivables,220734.0,15946.0
Other Receivables,220734.0,8466.0
Accounts Receivable,0.0,7480.0
Allowance For Doubtful Accounts Receivable,0.0,-17733.0
Gross Accounts Receivable,0.0,25213.0
Cash Cash Equivalents And Short Term Investments,505786.0,31950.0
Cash And Cash Equivalents,505786.0,31950.0
