,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,3166885.0,3166885.0,3166885.0,3166885.0,3166885.0,,
Share Issued,3166885.0,3166885.0,3166885.0,3166885.0,3166885.0,,
Total Debt,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,
Tangible Book Value,576437000.0,569246000.0,567724000.0,550135000.0,535148000.0,,
Invested Capital,591437000.0,584246000.0,582724000.0,565135000.0,550148000.0,,
Net Tangible Assets,576437000.0,569246000.0,567724000.0,550135000.0,535148000.0,,
Common Stock Equity,576437000.0,569246000.0,567724000.0,550135000.0,535148000.0,,
Total Capitalization,591437000.0,584246000.0,582724000.0,565135000.0,550148000.0,,
Total Equity Gross Minority Interest,576437000.0,569246000.0,567724000.0,550135000.0,535148000.0,,
Stockholders Equity,576437000.0,569246000.0,567724000.0,550135000.0,535148000.0,,
Gains Losses Not Affecting Retained Earnings,-25812000.0,-24502000.0,-31296000.0,-40193000.0,-49465000.0,,
Other Equity Adjustments,-25812000.0,-24502000.0,-31296000.0,-40193000.0,-49465000.0,,
Unrealized Gain Loss,,,,,,,-52020000.0
Retained Earnings,530580000.0,522079000.0,527351000.0,518659000.0,512944000.0,,
Additional Paid In Capital,40000000.0,40000000.0,40000000.0,40000000.0,40000000.0,,
Capital Stock,31669000.0,31669000.0,31669000.0,31669000.0,31669000.0,,
Common Stock,31669000.0,31669000.0,31669000.0,31669000.0,31669000.0,,
Total Liabilities Net Minority Interest,4507537000.0,4530699000.0,4676269000.0,4373668000.0,4354933000.0,,
Long Term Debt And Capital Lease Obligation,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,
Long Term Debt,15000000.0,15000000.0,15000000.0,15000000.0,15000000.0,,
Total Assets,5083974000.0,5099945000.0,5243993000.0,4923803000.0,4890081000.0,,
Investments And Advances,1861127000.0,1989022000.0,2002118000.0,1859645000.0,1882332000.0,,
Available For Sale Securities,,899381000.0,,,,1097559000.0,
Net PPE,48739000.0,48762000.0,48616000.0,49115000.0,48886000.0,,
Accumulated Depreciation,,-91497000.0,,,,-89110000.0,
Gross PPE,,140259000.0,,,,138110000.0,
Leases,,345000.0,,,,345000.0,
Construction In Progress,,1691000.0,,,,3101000.0,
Machinery Furniture Equipment,,37966000.0,,,,36100000.0,
Buildings And Improvements,,86852000.0,,,,85159000.0,
Land And Improvements,,13405000.0,,,,13405000.0,
Other Short Term Investments,1861127000.0,1089641000.0,2002118000.0,1859645000.0,1882332000.0,,
Cash And Cash Equivalents,297890000.0,278703000.0,529662000.0,346490000.0,286024000.0,,
Cash Cash Equivalents And Federal Funds Sold,297890000.0,278703000.0,529662000.0,346490000.0,286024000.0,,
