,2026-03-31,2025-09-30,2025-08-31
Ordinary Shares Number,34833333.0,30433333.0,30433333.0
Share Issued,34833333.0,30433333.0,30433333.0
Net Debt,,5420.0,5420.0
Total Debt,,5420.0,5420.0
Tangible Book Value,246913384.0,-23709.0,12791.0
Invested Capital,246913384.0,-18289.0,18211.0
Working Capital,2646296.0,-69346.0,-11609.0
Net Tangible Assets,246913384.0,-23709.0,12791.0
Common Stock Equity,246913384.0,-23709.0,12791.0
Total Capitalization,246913384.0,-23709.0,12791.0
Total Equity Gross Minority Interest,246913384.0,-23709.0,12791.0
Stockholders Equity,246913384.0,-23709.0,12791.0
Retained Earnings,-8078407.0,-48709.0,-12209.0
Additional Paid In Capital,0.0,24129.0,24130.0
Capital Stock,254991791.0,871.0,870.0
Common Stock,254991791.0,871.0,870.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,10911908.0,79346.0,21609.0
Total Non Current Liabilities Net Minority Interest,10780000.0,0.0,0.0
Non Current Deferred Liabilities,10780000.0,,
Current Liabilities,131908.0,79346.0,21609.0
Current Debt And Capital Lease Obligation,,5420.0,5420.0
Current Debt,,5420.0,5420.0
Other Current Borrowings,,5420.0,5420.0
Payables And Accrued Expenses,131908.0,73926.0,16189.0
Current Accrued Expenses,131908.0,73926.0,16189.0
Total Assets,257825292.0,55637.0,34400.0
Total Non Current Assets,255047088.0,45637.0,24400.0
Other Non Current Assets,254990838.0,,
Non Current Prepaid Assets,56250.0,,
Non Current Deferred Assets,0.0,45637.0,24400.0
Current Assets,2778204.0,10000.0,10000.0
Prepaid Assets,168927.0,10000.0,10000.0
Cash Cash Equivalents And Short Term Investments,2609277.0,,
Cash And Cash Equivalents,2609277.0,,
Cash Financial,2609277.0,,
