,2025-10-31,2025-04-30,2024-10-31
Preferred Shares Number,,3670000.0,
Ordinary Shares Number,28002867.0,27054934.0,26877415.0
Share Issued,28002867.0,27054934.0,26877415.0
Net Debt,193250000.0,185250000.0,210250000.0
Total Debt,193250000.0,185250000.0,210250000.0
Tangible Book Value,610361060.0,474975485.0,516997483.0
Invested Capital,803611060.0,660225485.0,727247483.0
Net Tangible Assets,610361060.0,474975485.0,516997483.0
Common Stock Equity,610361060.0,474975485.0,516997483.0
Total Capitalization,803611060.0,660225485.0,727247483.0
Total Equity Gross Minority Interest,610361060.0,474975485.0,516997483.0
Stockholders Equity,610361060.0,474975485.0,516997483.0
Retained Earnings,41174415.0,-75299786.0,-29364398.0
Capital Stock,569186645.0,550275271.0,546361881.0
Common Stock,569186645.0,550275271.0,546361881.0
Total Liabilities Net Minority Interest,290383159.0,282869121.0,307075585.0
Preferred Securities Outside Stock Equity,91426367.0,91343437.0,91269641.0
Derivative Product Liabilities,0.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,193250000.0,185250000.0,210250000.0
Payables,5706792.0,6275684.0,5555944.0
Other Payable,1715417.0,1652496.0,1842148.0
Accounts Payable,3991375.0,4623188.0,3713796.0
Total Assets,900744219.0,757844606.0,824073068.0
Investments And Advances,872823962.0,722956369.0,800822422.0
Investmentin Financial Assets,872823962.0,722956369.0,800822422.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,872595922.0,722948116.0,800127679.0
Prepaid Assets,313557.0,328658.0,312480.0
Receivables,3199161.0,3951902.0,4263323.0
Cash Cash Equivalents And Federal Funds Sold,24407539.0,30607677.0,18674843.0
