,2026-03-31,2025-12-31,2025-09-30,2025-06-30
Ordinary Shares Number,27574825.0,30446767.0,16782516.0,16782562.0
Share Issued,27574825.0,30446767.0,16782516.0,16782562.0
Total Debt,1543000.0,1644000.0,1741000.0,1644000.0
Tangible Book Value,179847000.0,199012000.0,112641000.0,135254000.0
Invested Capital,179847000.0,199012000.0,112641000.0,135254000.0
Working Capital,181370000.0,200583000.0,114259000.0,137481000.0
Net Tangible Assets,183847000.0,203012000.0,116641000.0,139254000.0
Capital Lease Obligations,1543000.0,1644000.0,1741000.0,1644000.0
Common Stock Equity,179847000.0,199012000.0,112641000.0,135254000.0
Preferred Stock Equity,4000000.0,4000000.0,4000000.0,4000000.0
Total Capitalization,183847000.0,203012000.0,116641000.0,139254000.0
Total Equity Gross Minority Interest,183847000.0,203012000.0,116641000.0,139254000.0
Stockholders Equity,183847000.0,203012000.0,116641000.0,139254000.0
Retained Earnings,-195092000.0,-171809000.0,-79412000.0,-54805000.0
Additional Paid In Capital,374911000.0,370793000.0,192039000.0,190045000.0
Capital Stock,4028000.0,4028000.0,4014000.0,4014000.0
Common Stock,28000.0,28000.0,14000.0,14000.0
Preferred Stock,4000000.0,4000000.0,4000000.0,4000000.0
Total Liabilities Net Minority Interest,15283000.0,37281000.0,21628000.0,18179000.0
Total Non Current Liabilities Net Minority Interest,1090000.0,1209000.0,1324000.0,1433000.0
Preferred Securities Outside Stock Equity,,0.0,0.0,0.0
Long Term Debt And Capital Lease Obligation,1090000.0,1209000.0,1324000.0,1433000.0
Long Term Capital Lease Obligation,1090000.0,1209000.0,1324000.0,1433000.0
Current Liabilities,14193000.0,36072000.0,20304000.0,16746000.0
Other Current Liabilities,5000000.0,5000000.0,2088000.0,2096000.0
Current Deferred Liabilities,3117000.0,4156000.0,,
Current Deferred Revenue,3117000.0,4156000.0,,
Current Debt And Capital Lease Obligation,453000.0,435000.0,417000.0,211000.0
Current Capital Lease Obligation,453000.0,435000.0,417000.0,211000.0
Pensionand Other Post Retirement Benefit Plans Current,1816000.0,5121000.0,2751000.0,1566000.0
Payables And Accrued Expenses,3807000.0,21360000.0,15048000.0,12873000.0
Current Accrued Expenses,2617000.0,3223000.0,6214000.0,6042000.0
Interest Payable,,0.0,0.0,0.0
Payables,1190000.0,18137000.0,8834000.0,6831000.0
Dueto Related Parties Current,0.0,140000.0,6273000.0,5183000.0
Total Tax Payable,0.0,8000000.0,,
Accounts Payable,1190000.0,9997000.0,2561000.0,1648000.0
Total Assets,199130000.0,240293000.0,138269000.0,157433000.0
Total Non Current Assets,3567000.0,3638000.0,3706000.0,3206000.0
Other Non Current Assets,1266000.0,1323000.0,1360000.0,1406000.0
Net PPE,2301000.0,2315000.0,2346000.0,1800000.0
Gross PPE,2301000.0,2315000.0,2346000.0,1800000.0
Other Properties,2301000.0,2315000.0,2346000.0,1800000.0
Current Assets,195563000.0,236655000.0,134563000.0,154227000.0
Other Current Assets,1373000.0,1278000.0,1298000.0,1582000.0
Prepaid Assets,5027000.0,4185000.0,,
Receivables,0.0,18000000.0,,
Accounts Receivable,0.0,18000000.0,,
Cash Cash Equivalents And Short Term Investments,189163000.0,213192000.0,133265000.0,152645000.0
Cash And Cash Equivalents,189163000.0,213192000.0,133265000.0,152645000.0
Cash Financial,189163000.0,213192000.0,133265000.0,152645000.0
