,2025-04-30,2024-10-31
Ordinary Shares Number,35000000.0,35000000.0
Share Issued,35000000.0,35000000.0
Net Debt,892900.0,
Total Debt,2336864.0,1414148.0
Tangible Book Value,599545.0,7593227.0
Invested Capital,2252336.0,8489284.0
Working Capital,1457209.0,7729065.0
Net Tangible Assets,599545.0,7593227.0
Capital Lease Obligations,684073.0,518091.0
Common Stock Equity,599545.0,7593227.0
Total Capitalization,1946197.0,8204316.0
Total Equity Gross Minority Interest,599545.0,7593227.0
Stockholders Equity,599545.0,7593227.0
Gains Losses Not Affecting Retained Earnings,-640926.0,-649654.0
Other Equity Adjustments,-646764.0,-646764.0
Foreign Currency Translation Adjustments,5838.0,-2890.0
Retained Earnings,1153886.0,1307654.0
Capital Stock,86585.0,6935227.0
Common Stock,86585.0,6935227.0
Total Liabilities Net Minority Interest,7906723.0,5954596.0
Total Non Current Liabilities Net Minority Interest,1904106.0,1188874.0
Non Current Deferred Liabilities,68224.0,80752.0
Non Current Deferred Taxes Liabilities,68224.0,80752.0
Long Term Debt And Capital Lease Obligation,1835882.0,1108122.0
Long Term Capital Lease Obligation,489230.0,497033.0
Long Term Debt,1346652.0,611089.0
Current Liabilities,6002617.0,4765722.0
Current Deferred Liabilities,153113.0,75218.0
Current Deferred Revenue,153113.0,75218.0
Current Debt And Capital Lease Obligation,500982.0,306026.0
Current Capital Lease Obligation,194843.0,21058.0
Current Debt,306139.0,284968.0
Other Current Borrowings,296022.0,284968.0
Line Of Credit,10117.0,162964.0
Payables And Accrued Expenses,5348522.0,4384478.0
Current Accrued Expenses,1653569.0,
Payables,3694953.0,4384478.0
Dueto Related Parties Current,528012.0,
Dividends Payable,600000.0,
Total Tax Payable,100511.0,57883.0
Income Tax Payable,19146.0,57883.0
Accounts Payable,2466430.0,4326595.0
Total Assets,8506268.0,13547823.0
Total Non Current Assets,1046442.0,1053036.0
Non Current Deferred Assets,,0.0
Investments And Advances,440888.0,434897.0
Investmentin Financial Assets,440888.0,434897.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,440888.0,434897.0
Net PPE,605554.0,618139.0
Accumulated Depreciation,-592093.0,-577336.0
Gross PPE,1197647.0,1195475.0
Leases,680000.0,680000.0
Other Properties,128168.0,128168.0
Machinery Furniture Equipment,389479.0,387307.0
Properties,0.0,0.0
Current Assets,7459826.0,12494787.0
Current Deferred Assets,1049720.0,
Prepaid Assets,379269.0,527092.0
Receivables,5270946.0,3930592.0
Receivables Adjustments Allowances,-398607.0,-399807.0
Other Receivables,3435960.0,1834496.0
Duefrom Related Parties Current,81796.0,142899.0
Accounts Receivable,2151797.0,2353004.0
Allowance For Doubtful Accounts Receivable,-49855.0,-64190.0
Gross Accounts Receivable,2201652.0,2417194.0
Cash Cash Equivalents And Short Term Investments,759891.0,8037103.0
Cash And Cash Equivalents,759891.0,8037103.0
Cash Financial,759891.0,
