,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,11341320.0,11341320.0,11341320.0,11341320.0
Share Issued,11341320.0,11341320.0,11341320.0,11341320.0
Net Debt,205600000.0,197600000.0,208710000.0,168300000.0
Total Debt,214100000.0,204100000.0,214019000.0,179000000.0
Tangible Book Value,303100000.0,304000000.0,301834000.0,305400000.0
Invested Capital,517200000.0,508200000.0,515960000.0,484600000.0
Working Capital,241000000.0,185100000.0,215067000.0,207100000.0
Net Tangible Assets,303100000.0,304000000.0,301834000.0,305400000.0
Common Stock Equity,303100000.0,304100000.0,301941000.0,305600000.0
Total Capitalization,357500000.0,304100000.0,340083000.0,305600000.0
Total Equity Gross Minority Interest,303100000.0,304100000.0,301941000.0,305600000.0
Stockholders Equity,303100000.0,304100000.0,301941000.0,305600000.0
Other Equity Interest,189700000.0,190700000.0,188500000.0,192200000.0
Retained Earnings,,,8377000.0,
Additional Paid In Capital,,,34866000.0,
Capital Stock,113400000.0,113400000.0,113413000.0,113400000.0
Common Stock,113400000.0,113400000.0,113413000.0,113400000.0
Total Liabilities Net Minority Interest,385200000.0,505700000.0,433714000.0,552700000.0
Total Non Current Liabilities Net Minority Interest,60400000.0,7900000.0,44481000.0,49800000.0
Other Non Current Liabilities,,-100000.0,1000.0,100000.0
Non Current Pension And Other Postretirement Benefit Plans,,,4082000.0,
Non Current Accrued Expenses,,,2256000.0,
Long Term Debt And Capital Lease Obligation,54400000.0,,38142000.0,
Long Term Debt,54400000.0,,38142000.0,
Long Term Provisions,6000000.0,2800000.0,6300000.0,7100000.0
Current Liabilities,324800000.0,497800000.0,389233000.0,502900000.0
Other Current Liabilities,45000000.0,43600000.0,-1000.0,59900000.0
Current Debt And Capital Lease Obligation,159700000.0,204100000.0,175877000.0,179000000.0
Current Debt,159700000.0,204100000.0,175877000.0,179000000.0
Pensionand Other Post Retirement Benefit Plans Current,,,560000.0,
Current Provisions,3700000.0,2000000.0,2700000.0,3500000.0
Payables,116400000.0,248100000.0,210663000.0,260500000.0
Other Payable,,,41470000.0,
Accounts Payable,116400000.0,248100000.0,169193000.0,260500000.0
Total Assets,688300000.0,809800000.0,735655000.0,858300000.0
Total Non Current Assets,122500000.0,126900000.0,131356000.0,148300000.0
Other Non Current Assets,,,-1000.0,
Non Current Prepaid Assets,,,2294000.0,
Non Current Deferred Taxes Assets,16000000.0,16700000.0,17555000.0,25900000.0
Investmentin Financial Assets,2300000.0,2300000.0,,2000000.0
Available For Sale Securities,2300000.0,2300000.0,,2000000.0
Goodwill And Other Intangible Assets,0.0,100000.0,107000.0,200000.0
Other Intangible Assets,,100000.0,107000.0,200000.0
Net PPE,104200000.0,107800000.0,111401000.0,116700000.0
Accumulated Depreciation,,,-232802000.0,
Gross PPE,104200000.0,107800000.0,344203000.0,116700000.0
Construction In Progress,0.0,0.0,0.0,0.0
Other Properties,104200000.0,107800000.0,111400000.0,116700000.0
Machinery Furniture Equipment,,,298154000.0,
Buildings And Improvements,,,42842000.0,
Land And Improvements,,,3207000.0,
Properties,,,0.0,
Current Assets,565800000.0,682900000.0,604300000.0,710000000.0
Other Current Assets,27700000.0,27000000.0,27100000.0,25900000.0
Restricted Cash,,,114000.0,
Prepaid Assets,,,28278000.0,
Inventory,83900000.0,103600000.0,106995000.0,75000000.0
Finished Goods,,,4891000.0,
Work In Process,,,11521000.0,
Raw Materials,,,90583000.0,
Other Receivables,,,19822000.0,
Taxes Receivable,,,4027000.0,
Accounts Receivable,341700000.0,471900000.0,380382000.0,474000000.0
Allowance For Doubtful Accounts Receivable,,,-9279000.0,
Gross Accounts Receivable,,,389661000.0,
Cash Cash Equivalents And Short Term Investments,112500000.0,80400000.0,64682000.0,135100000.0
Other Short Term Investments,104000000.0,73900000.0,59373000.0,124400000.0
Cash And Cash Equivalents,8500000.0,6500000.0,5309000.0,10700000.0
Cash Financial,,,5309000.0,
