,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,29493640.0,29493640.0,29493640.0,29493640.0
Share Issued,29493640.0,29493640.0,29493640.0,29493640.0
Total Debt,1188000000.0,1091000000.0,1183000000.0,314000000.0
Tangible Book Value,148467000000.0,140170000000.0,138133000000.0,127330000000.0
Invested Capital,148467000000.0,140170000000.0,138133000000.0,127330000000.0
Working Capital,63073000000.0,47578000000.0,48564000000.0,45046000000.0
Net Tangible Assets,148467000000.0,140170000000.0,138133000000.0,127330000000.0
Capital Lease Obligations,1188000000.0,1091000000.0,1183000000.0,314000000.0
Common Stock Equity,148467000000.0,140170000000.0,138133000000.0,127330000000.0
Total Capitalization,148467000000.0,140170000000.0,138133000000.0,127330000000.0
Total Equity Gross Minority Interest,148467000000.0,140170000000.0,138133000000.0,127330000000.0
Stockholders Equity,148467000000.0,140170000000.0,138133000000.0,127330000000.0
Other Equity Interest,148172000000.0,139875000000.0,137838000000.0,127035000000.0
Retained Earnings,,,124092000000.0,
Additional Paid In Capital,,,94000000.0,
Capital Stock,295000000.0,295000000.0,295000000.0,295000000.0
Common Stock,295000000.0,295000000.0,295000000.0,295000000.0
Total Liabilities Net Minority Interest,68345000000.0,63063000000.0,64278000000.0,57837000000.0
Total Non Current Liabilities Net Minority Interest,2636000000.0,2284000000.0,2284000000.0,2008000000.0
Tradeand Other Payables Non Current,,,78000000.0,
Long Term Debt And Capital Lease Obligation,1095000000.0,932000000.0,980000000.0,132000000.0
Long Term Capital Lease Obligation,1095000000.0,932000000.0,980000000.0,132000000.0
Long Term Provisions,1501000000.0,1303000000.0,1226000000.0,1236000000.0
Current Liabilities,65709000000.0,60779000000.0,61994000000.0,55829000000.0
Other Current Liabilities,6796000000.0,5761000000.0,5413000000.0,6207000000.0
Current Debt And Capital Lease Obligation,93000000.0,159000000.0,203000000.0,182000000.0
Current Capital Lease Obligation,93000000.0,159000000.0,203000000.0,182000000.0
Current Provisions,18099000000.0,16600000000.0,15938000000.0,14450000000.0
Payables,34345000000.0,33664000000.0,37640000000.0,30409000000.0
Other Payable,,,7026000000.0,
Dividends Payable,,,36000000.0,
Total Tax Payable,,955000000.0,996000000.0,
Accounts Payable,34345000000.0,32709000000.0,29582000000.0,30409000000.0
Total Assets,216812000000.0,203233000000.0,202411000000.0,185167000000.0
Total Non Current Assets,88030000000.0,94876000000.0,91853000000.0,84292000000.0
Other Non Current Assets,730000000.0,1187000000.0,1203000000.0,2177000000.0
Defined Pension Benefit,,,102000000.0,
Non Current Prepaid Assets,,,488000000.0,
Non Current Deferred Taxes Assets,568000000.0,1026000000.0,1271000000.0,2201000000.0
Financial Assets,,,0.0,
Investmentin Financial Assets,63688000000.0,70444000000.0,65346000000.0,57780000000.0
Available For Sale Securities,63688000000.0,70444000000.0,17495000000.0,57780000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,47851000000.0,
Long Term Equity Investment,373000000.0,367000000.0,356000000.0,351000000.0
Investment Properties,5386000000.0,5703000000.0,6014000000.0,6277000000.0
Net PPE,14733000000.0,13413000000.0,14241000000.0,13071000000.0
Accumulated Depreciation,,,-32242000000.0,
Gross PPE,14733000000.0,13413000000.0,46483000000.0,13071000000.0
Construction In Progress,3578000000.0,2422000000.0,4032000000.0,2817000000.0
Other Properties,11155000000.0,10991000000.0,10209000000.0,10254000000.0
Machinery Furniture Equipment,,,30678000000.0,
Buildings And Improvements,,,10598000000.0,
Land And Improvements,,,1175000000.0,
Properties,,,0.0,
Current Assets,128782000000.0,108357000000.0,110558000000.0,100875000000.0
Other Current Assets,5492000000.0,5176000000.0,829000000.0,7458000000.0
Hedging Assets Current,,,0.0,
Assets Held For Sale Current,0.0,0.0,1202000000.0,
Current Deferred Assets,,,61000000.0,
Restricted Cash,,,42000000.0,
Prepaid Assets,,,964000000.0,
Inventory,21242000000.0,20175000000.0,19423000000.0,19900000000.0
Finished Goods,,,13343000000.0,
Work In Process,,,922000000.0,
Raw Materials,,,5158000000.0,
Other Receivables,9643000000.0,12781000000.0,18079000000.0,12883000000.0
Accounts Receivable,27727000000.0,25103000000.0,23404000000.0,21767000000.0
Allowance For Doubtful Accounts Receivable,,,-534000000.0,
Gross Accounts Receivable,,,23938000000.0,
Cash Cash Equivalents And Short Term Investments,64678000000.0,45122000000.0,46554000000.0,38867000000.0
Other Short Term Investments,60715000000.0,44037000000.0,43025000000.0,36260000000.0
Cash And Cash Equivalents,3963000000.0,1085000000.0,3529000000.0,2607000000.0
Cash Equivalents,,,2973000000.0,
Cash Financial,,,556000000.0,
