,2026-03-31,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,197999998.0,197999998.0,197999998.0,197999998.0
Share Issued,197999998.0,197999998.0,197999998.0,197999998.0
Net Debt,1846549.0,1253144.0,,
Total Debt,2422976.0,2554685.0,915300.0,1015461.0
Tangible Book Value,-2241476.0,-1803822.0,-415472.0,495872.0
Invested Capital,58524.0,496178.0,153119.0,970753.0
Working Capital,-2478336.0,-589176.0,22317.0,639573.0
Net Tangible Assets,-2241476.0,-1803822.0,-415472.0,495872.0
Capital Lease Obligations,122976.0,254685.0,365300.0,565461.0
Common Stock Equity,-2241476.0,-1803822.0,-396881.0,520753.0
Total Capitalization,-2241476.0,-253822.0,153119.0,970753.0
Total Equity Gross Minority Interest,-2476383.0,-2038768.0,-396881.0,520753.0
Minority Interest,-234907.0,-234946.0,,
Stockholders Equity,-2241476.0,-1803822.0,-396881.0,520753.0
Retained Earnings,-11004534.0,-10566880.0,-9159939.0,-8242305.0
Capital Stock,8763058.0,8763058.0,8763058.0,8763058.0
Common Stock,8763058.0,8763058.0,8763058.0,8763058.0
Total Liabilities Net Minority Interest,3935196.0,4363334.0,2810855.0,2689429.0
Total Non Current Liabilities Net Minority Interest,0.0,1571748.0,689935.0,712761.0
Long Term Debt And Capital Lease Obligation,0.0,1571748.0,689935.0,712761.0
Long Term Capital Lease Obligation,0.0,21748.0,139935.0,262761.0
Long Term Debt,0.0,1550000.0,550000.0,450000.0
Current Liabilities,3935196.0,2791586.0,2120920.0,1976668.0
Current Debt And Capital Lease Obligation,2422976.0,982937.0,225365.0,302700.0
Current Capital Lease Obligation,122976.0,232937.0,225365.0,302700.0
Current Debt,2300000.0,750000.0,0.0,0.0
Current Provisions,4438.0,4438.0,100000.0,100000.0
Payables,623266.0,798667.0,1053558.0,774186.0
Other Payable,91000.0,102469.0,167271.0,286534.0
Total Tax Payable,46483.0,118816.0,39907.0,81463.0
Accounts Payable,485783.0,577382.0,846380.0,406189.0
Total Assets,1458813.0,2324566.0,2413974.0,3210182.0
Total Non Current Assets,1953.0,122156.0,270737.0,593941.0
Long Term Equity Investment,0.0,0.0,0.0,
Investmentsin Subsidiariesat Cost,0.0,0.0,0.0,
Goodwill And Other Intangible Assets,0.0,0.0,18591.0,24881.0
Net PPE,1953.0,96309.0,149967.0,392329.0
Gross PPE,1953.0,96309.0,149967.0,392329.0
Other Properties,1953.0,96309.0,149967.0,392329.0
Current Assets,1456860.0,2202410.0,2143237.0,2616241.0
Current Deferred Assets,0.0,0.0,7000.0,7000.0
Prepaid Assets,356682.0,162825.0,272316.0,404335.0
Inventory,0.0,0.0,8000.0,88950.0
Other Receivables,49783.0,53270.0,164040.0,117709.0
Accounts Receivable,457269.0,788575.0,857757.0,902729.0
Allowance For Doubtful Accounts Receivable,-66028.0,-66028.0,-66028.0,-33554.0
Gross Accounts Receivable,523297.0,854603.0,923785.0,936283.0
Cash Cash Equivalents And Short Term Investments,453451.0,1046856.0,686760.0,951592.0
Cash And Cash Equivalents,453451.0,1046856.0,686760.0,951592.0
