,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,8199476.0,245972.0,160830.0
Share Issued,8199476.0,245972.0,160830.0
Net Debt,,2043070.0,
Total Debt,,2701206.0,79000.0
Tangible Book Value,35331000.0,,3123000.0
Invested Capital,142008000.0,11708707.0,4058000.0
Working Capital,41160000.0,,-1273000.0
Net Tangible Assets,35331000.0,,3123000.0
Capital Lease Obligations,,,565026.0
Common Stock Equity,142008000.0,,3979000.0
Preferred Stock Equity,,,2623.0
Total Capitalization,142008000.0,9090114.0,4058000.0
Total Equity Gross Minority Interest,141967000.0,,3819000.0
Minority Interest,-41000.0,,-160000.0
Stockholders Equity,142008000.0,,3979000.0
Other Equity Interest,-22000.0,,
Gains Losses Not Affecting Retained Earnings,524619000.0,,14273000.0
Other Equity Adjustments,524619000.0,,14273000.0
Foreign Currency Translation Adjustments,,,91123.0
Retained Earnings,-386034000.0,,-10372000.0
Capital Stock,3445000.0,,78000.0
Common Stock,3445000.0,,78000.0
Preferred Stock,,,2623.0
Total Liabilities Net Minority Interest,22372000.0,,6299000.0
Total Non Current Liabilities Net Minority Interest,5905000.0,,2080000.0
Other Non Current Liabilities,106000.0,,120000.0
Liabilities Heldfor Sale Non Current,0.0,,1829000.0
Derivative Product Liabilities,5000.0,,51000.0
Tradeand Other Payables Non Current,3381000.0,4836745.0,1000.0
Non Current Deferred Liabilities,2413000.0,,0.0
Non Current Deferred Taxes Liabilities,2413000.0,,0.0
Long Term Debt And Capital Lease Obligation,,79018.0,79000.0
Long Term Capital Lease Obligation,,,496714.0
Long Term Debt,,79018.0,79000.0
Current Liabilities,16467000.0,,4219000.0
Other Current Liabilities,,,2685000.0
Current Deferred Liabilities,1309000.0,,63000.0
Current Deferred Revenue,1309000.0,,63000.0
Current Debt And Capital Lease Obligation,,,488563.0
Current Capital Lease Obligation,,,68312.0
Current Debt,,,420251.0
Other Current Borrowings,,,81297.0
Line Of Credit,,,338954.0
Payables And Accrued Expenses,15158000.0,,1471000.0
Current Accrued Expenses,1399000.0,,6000.0
Payables,13759000.0,,1465000.0
Total Tax Payable,,,0.0
Income Tax Payable,,,0.0
Accounts Payable,13759000.0,,1465000.0
Total Assets,164339000.0,,10118000.0
Total Non Current Assets,106712000.0,,7172000.0
Other Non Current Assets,35000.0,,6316000.0
Investments And Advances,,,2500000.0
Investmentin Financial Assets,,,0.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,0.0
Long Term Equity Investment,,,2500000.0
Goodwill And Other Intangible Assets,106677000.0,,856000.0
Other Intangible Assets,96603000.0,25355357.0,781000.0
Goodwill,10074000.0,,75000.0
Net PPE,,,1866067.0
Accumulated Depreciation,,,-252428.0
Gross PPE,,,2118495.0
Leases,,,879194.0
Other Properties,,,494352.0
Machinery Furniture Equipment,,,591107.0
Buildings And Improvements,,,153842.0
Properties,,,0.0
Current Assets,57627000.0,,2946000.0
Other Current Assets,990000.0,70690.0,339000.0
Assets Held For Sale Current,0.0,,733000.0
Prepaid Assets,28680000.0,15842.0,0.0
Inventory,,,12156.0
Receivables,11758000.0,,352000.0
Other Receivables,7641000.0,,
Loans Receivable,,,311171.0
Accounts Receivable,4117000.0,,352000.0
Allowance For Doubtful Accounts Receivable,-889000.0,,-9000.0
Gross Accounts Receivable,5006000.0,,361000.0
Cash Cash Equivalents And Short Term Investments,16199000.0,,1522000.0
Cash And Cash Equivalents,16199000.0,,1522000.0
Cash Financial,16199000.0,,1522000.0
